it,slug
reliquia meso z4,meso_z4_relic
reliquia neo v10,neo_v10_relic
gara prime (schema),gara_prime_blueprint
volnus prime set,volnus_prime_set
gara prime set,gara_prime_set
gara prime - neurottiche (schema),gara_prime_neuroptics_blueprint
gara prime - sistemi (schema),gara_prime_systems_blueprint
astilla prime (schema),astilla_prime_blueprint
reliquia axi n7,axi_n7_relic
astilla prime - castello,astilla_prime_receiver
astilla prime - canna,astilla_prime_barrel
astilla prime set,astilla_prime_set
reliquia lith a4,lith_a4_relic
reliquia axi i1,axi_i1_relic
astilla prime - calcio,astilla_prime_stock
volnus prime (schema),volnus_prime_blueprint
reliquia neo a5,neo_a5_relic
gara prime - chassis (schema),gara_prime_chassis_blueprint
reliquia lith g4,lith_g4_relic
repair dispensary,repair_dispensary
primed tactical pump,primed_tactical_pump
airburst rounds,airburst_rounds
reliquia neo d3,neo_d3_relic
fused reservoir,fused_reservoir
hearty nourishment,hearty_nourishment
reliquia axi t7,axi_t7_relic
prisma machete,prisma_machete
opticor vandal,opticor_vandal
galvanized hell,galvanized_hell
malicious code,malicious_code
cela - supporto (schema),cela_bracket_blueprint
evasive denial,evasive_denial
galvanized diffusion,galvanized_diffusion
swift mercy,swift_mercy
wanz - stabilizzatore (schema),wanz_stabilizer_blueprint
galvanized aptitude,galvanized_aptitude
zubb - supporto (schema),zubb_bracket_blueprint
hec - segugio (schema),hec_hound_blueprint
galvanized scope,galvanized_scope
galvanized acceleration,galvanized_acceleration
power drain,power_drain
counterbalance,counterbalance
hinta - stabilizzatore,hinta_stabilizer
repo audit,repo_audit
galvanized crosshairs,galvanized_crosshairs
garmr - nucleo (schema),garmr_core_blueprint
focused prospectus,focused_prospectus
dorma - segugio (schema),dorma_hound_blueprint
hard reset,hard_reset
bhaira - segugio (schema),bhaira_hound_blueprint
galvanized shot,galvanized_shot
reflex denial,reflex_denial
adlet - nucleo (schema),adlet_core_blueprint
aerial prospectus,aerial_prospectus
synergized prospectus,synergized_prospectus
frak - stabilizzatore (schema),frak_stabilizer_blueprint
raiju - nucleo (schema),raiju_core_blueprint
firewall,firewall
galvanized savvy,galvanized_savvy
urga - supporto (schema),urga_bracket_blueprint
null audit,null_audit
oull,oull
diversified denial,diversified_denial
equilibrium audit,equilibrium_audit
galvanized chamber,galvanized_chamber
emote combattimento new loka,new_loka_combat_emote
emote pilotaggio cephalon suda,cephalon_suda_piloting_emote
pettorina red veil,red_veil_chest_piece
emote pilotaggio perrin,perrin_piloting_emote
pettorina suda,suda_chest_piece
emote pilotaggio arbiters,arbiters_piloting_emote
ginocchiere red veil,red_veil_knee_guards
secondary merciless,secondary_merciless
primary merciless,primary_merciless
pettorina meridian,meridian_chest_plate
meridian armor set,meridian_armor_set
spallacci meridian,meridian_arm_spurs
emote armamento cephalon suda,cephalon_suda_gunnery_emote
gambali solaris,solaris_leg_spurs
ginocchiera lokan,lokan_knee_spurs
emote combattimento arbiters,arbiters_combat_emote
emote combattimento steel meridian,steel_meridian_combat_emote
emote pilotaggio steel meridian,steel_meridian_piloting_emote
secondary dexterity,secondary_dexterity
spallacci lokan,lokan_arm_plates
gambali suda,suda_leg_spurs
emote resistenza steel meridian,steel_meridian_endurance_emote
perrin armor set,perrin_armor_set
pettorina ostron,ostron_chest_guard
emote resistenza cephalon suda,cephalon_suda_endurance_emote
gambali perrin,perrin_leg_guards
pettorina hexis,hexis_chest_plate
spallacci suda,suda_arm_spurs
suda armor set,suda_armor_set
pettorina perrin,perrin_chest_piece
emote resistenza perrin,perrin_endurance_emote
spallacci hexis,hexis_arm_plates
pettorina solaris,solaris_chest_marker
solaris armor set,solaris_armor_set
emote ingegneria red veil,red_veil_engineering_emote
emote ingegneria new loka,new_loka_engineering_emote
spallacci red veil,red_veil_arm_insignia
lokan armor set,lokan_armor_set
emote pilotaggio new loka,new_loka_piloting_emote
spallacci solaris,solaris_arm_guards
emote ingegneria arbiters,arbiters_engineering_emote
ostron armor set,ostron_armor_set
spallacci perrin,perrin_arm_guards
pettorina lokan,lokan_chest_piece
speroni hexis,hexis_spurs
emote ingegneria cephalon suda,cephalon_suda_engineering_emote
hexis armor set,hexis_armor_set
emote armamento arbiters,arbiters_gunnery_emote
emote resistenza new loka,new_loka_endurance_emote
emote resistenza arbiters,arbiters_endurance_emote
secondary deadhead,secondary_deadhead
emote armamento steel meridian,steel_meridian_gunnery_emote
gambali ostron,ostron_leg_guards
gambali meridian,meridian_leg_spurs
spallacci ostron,ostron_arm_guards
emote combattimento cephalon suda,cephalon_suda_combat_emote
emote pilotaggio red veil,red_veil_piloting_emote
primary deadhead,primary_deadhead
red veil armor set,red_veil_armor_set
primary dexterity,primary_dexterity
ambassador - canna,ambassador_barrel
ambassador set,ambassador_set
ambassador - castello,ambassador_receiver
ambassador -calcio,ambassador_stock
ambassador (schema),ambassador_blueprint
nidus prime (schema),nidus_prime_blueprint
reliquia meso b5,meso_b5_relic
reliquia neo n17,neo_n17_relic
strun prime set,strun_prime_set
reliquia meso s10,meso_s10_relic
reliquia lith k7,lith_k7_relic
reliquia lith n8,lith_n8_relic
reliquia neo p3,neo_p3_relic
magnus prime set,magnus_prime_set
primed magazine warp,primed_magazine_warp
reliquia axi m2,axi_m2_relic
nidus prime set,nidus_prime_set
strun prime (schema),strun_prime_blueprint
reliquia axi i2,axi_i2_relic
butcher's revelry,butchers_revelry
magnus prime (schema),magnus_prime_blueprint
reliquia lith n7,lith_n7_relic
strun prime - castello,strun_prime_receiver
reliquia meso b6,meso_b6_relic
reliquia neo t5,neo_t5_relic
strun prime - canna,strun_prime_barrel
nidus prime - sistemi (schema),nidus_prime_systems_blueprint
strun prime - calcio,strun_prime_stock
reliquia lith t7,lith_t7_relic
reliquia axi a14,axi_a14_relic
nidus prime - neurottiche (schema),nidus_prime_neuroptics_blueprint
nidus prime - chassis (schema),nidus_prime_chassis_blueprint
magnus prime - castello,magnus_prime_receiver
magnus prime - canna,magnus_prime_barrel
reliquia neo n16,neo_n16_relic
ghoulsaw - lama,ghoulsaw_blade_blueprint
ghoulsaw - impugnatura,ghoulsaw_grip_blueprint
ghoulsaw - motore,ghoulsaw_engine_blueprint
ghoulsaw set,ghoulsaw_set
ghoulsaw - chassis,ghoulsaw_chassis_blueprint
ghoulsaw (schema),ghoulsaw_blueprint
primed ammo stock,primed_ammo_stock
vastilok,vastilok
vampiric grasp,vampiric_grasp
champion's blessing,champions_blessing
reliquia lith l3,lith_l3_relic
swift bite,swift_bite
reliquia meso b7,meso_b7_relic
reliquia meso p6,meso_p6_relic
reliquia neo a6,neo_a6_relic
reliquia neo h3,neo_h3_relic
reliquia lith r1,lith_r1_relic
the relentless lost,the_relentless_lost
reliquia lith k8,lith_k8_relic
reliquia neo d4,neo_d4_relic
reliquia axi d3,axi_d3_relic
reliquia axi m3,axi_m3_relic
reliquia lith n9,lith_n9_relic
reliquia axi p4,axi_p4_relic
knell prime set,knell_prime_set
boreal's contempt,boreals_contempt
nira's anguish,niras_anguish
reliquia meso a3,meso_a3_relic
reliquia axi s9,axi_s9_relic
amar's contempt,amars_contempt
scourge prime - lama,scourge_prime_blade
reliquia lith t8,lith_t8_relic
harrow prime (schema),harrow_prime_blueprint
harrow prime set,harrow_prime_set
reliquia meso g3,meso_g3_relic
reliquia meso i2,meso_i2_relic
amar's anguish,amars_anguish
nira's hatred,niras_hatred
knell prime - canna,knell_prime_barrel
reliquia axi t8,axi_t8_relic
reliquia lith h3,lith_h3_relic
reliquia axi c7,axi_c7_relic
harrow prime - neurottiche (schema),harrow_prime_neuroptics_blueprint
scourge prime - canna,scourge_prime_barrel
knell prime (schema),knell_prime_blueprint
boreal's hatred,boreals_hatred
reliquia lith s11,lith_s11_relic
reliquia neo k4,neo_k4_relic
reliquia neo n18,neo_n18_relic
amar's hatred,amars_hatred
reliquia lith t9,lith_t9_relic
boreal's anguish,boreals_anguish
harrow prime - chassis (schema),harrow_prime_chassis_blueprint
scourge prime set,scourge_prime_set
nira's contempt,niras_contempt
reliquia axi k6,axi_k6_relic
harrow prime - sistemi (schema),harrow_prime_systems_blueprint
reliquia lith c9,lith_c9_relic
scourge prime - impugnatura,scourge_prime_handle
knell prime - castello,knell_prime_receiver
scourge prime (schema),scourge_prime_blueprint
reliquia meso s11,meso_s11_relic
thermal transfer,thermal_transfer
reliquia neo p4,neo_p4_relic
gourmand,gourmand
scenario sala del trono praghasa,praghasa_throne_room_scene
surging blades,surging_blades
biting frost,biting_frost
reliquia lith n10,lith_n10_relic
primed sniper ammo mutation,primed_sniper_ammo_mutation
garuda prime - chassis (schema),garuda_prime_chassis_blueprint
corvas prime set,corvas_prime_set
reliquia lith n11,lith_n11_relic
nagantaka prime set,nagantaka_prime_set
reliquia axi k7,axi_k7_relic
reliquia lith s12,lith_s12_relic
corvas prime - canna,corvas_prime_barrel
corvas prime (schema),corvas_prime_blueprint
nagantaka prime - castello,nagantaka_prime_receiver
nagantaka prime (schema),nagantaka_prime_blueprint
reliquia lith h4,lith_h4_relic
corvas prime - calcio,corvas_prime_stock
nagantaka prime - calcio,nagantaka_prime_stock
garuda prime - sistemi (schema),garuda_prime_systems_blueprint
reliquia meso g4,meso_g4_relic
reliquia axi s11,axi_s11_relic
reliquia lith z3,lith_z3_relic
corvas prime - castello,corvas_prime_receiver
reliquia axi s10,axi_s10_relic
reliquia lith g5,lith_g5_relic
reliquia meso p7,meso_p7_relic
reliquia lith n12,lith_n12_relic
nagantaka prime - canna,nagantaka_prime_barrel
garuda prime set,garuda_prime_set
reliquia neo n20,neo_n20_relic
garuda prime - neurottiche (schema),garuda_prime_neuroptics_blueprint
reliquia meso n12,meso_n12_relic
reliquia axi g7,axi_g7_relic
reliquia neo c2,neo_c2_relic
reliquia neo m4,neo_m4_relic
garuda prime (schema),garuda_prime_blueprint
scenario chrysalith zariman,zariman_chrysalith_scene
scenario motore reliquiario zariman,zariman_reliquary_drive_scene
scenario corte lunaro zariman,zariman_lunaro_court_scene
emergence dissipate,emergence_dissipate
molt vigor,molt_vigor
galeforce dawn,galeforce_dawn
scenario stiva zariman,zariman_cargo_bay_scene
scenario cortile della scuola zariman,zariman_schoolyard_scene
scenario trespolo dell'angelo zariman,zariman_angel_roost_scene
scenario livelli di serenità zariman,zariman_serenity_levels_scene
emergence renewed,emergence_renewed
scenario dormizone zariman,zariman_dormizone_scene
eternal eradicate,eternal_eradicate
scenario sala legems zariman,zariman_hall_of_legems_scene
scenario carcere zariman,zariman_brig_scene
scenario parco albrecht zariman,zariman_albrecht_park_scene
molt efficiency,molt_efficiency
emergence savior,emergence_savior
scenario agri-zone zariman,zariman_agri_zone_scene
scenario ormeggio zariman,zariman_docking_bay_scene
cascadia overcharge,cascadia_overcharge
range advantage,range_advantage
combat reload,combat_reload
scenario zona abitativa zariman,zariman_habitation_zone_scene
scenario anfiteatro zariman,zariman_amphitheatre_scene
laetum (schema),laetum_blueprint
aeolak - castello (schema),aeolak_receiver_blueprint
hespar - manico (schema),hespar_handle_blueprint
praedos (schema),praedos_blueprint
aeolak - canna (schema),aeolak_barrel_blueprint
aeolak set,aeolak_set
hespar set,hespar_set
hespar - lama (schema),hespar_blade_blueprint
aeolak - calcio (schema),aeolak_stock_blueprint
phenmor (schema),phenmor_blueprint
eternal onslaught,eternal_onslaught
scenario notturno dog days,dog_days_night_scene
innodem (schema),innodem_blueprint
felarx (schema),felarx_blueprint
molt reconstruct,molt_reconstruct
molt augmented,molt_augmented
parallax set,parallax_set
eternal logistics,eternal_logistics
parallax - avioniche (schema),parallax_avionics_blueprint
parallax - motori (schema),parallax_engines_blueprint
parallax - fusoliera (schema),parallax_fuselage_blueprint
cascadia empowered,cascadia_empowered
prisma shade set,prisma_shade_set
fractalized reset,fractalized_reset
cascadia flare,cascadia_flare
prisma burst laser,prisma_burst_laser
cascadia accuracy,cascadia_accuracy
crescent vulpaphyla imprint,crescent_vulpaphyla_imprint
sly vulpaphyla imprint,sly_vulpaphyla_imprint
medjay predasite imprint,medjay_predasite_imprint
vizier predasite imprint,vizier_predasite_imprint
panzer vulpaphyla imprint,panzer_vulpaphyla_imprint
pharaoh predasite imprint,pharaoh_predasite_imprint
hystrix prime (schema),hystrix_prime_blueprint
reliquia axi k10,axi_k10_relic
reliquia axi n8,axi_n8_relic
reliquia meso o5,meso_o5_relic
reliquia meso p8,meso_p8_relic
reliquia neo n21,neo_n21_relic
khora prime - chassis (schema),khora_prime_chassis_blueprint
dual keres prime set,dual_keres_prime_set
reliquia axi k9,axi_k9_relic
hystrix prime set,hystrix_prime_set
reliquia axi g8,axi_g8_relic
reliquia meso h3,meso_h3_relic
dual keres prime - impugnatura,dual_keres_prime_handle
khora prime set,khora_prime_set
khora prime (schema),khora_prime_blueprint
reliquia neo g4,neo_g4_relic
hystrix prime - castello,hystrix_prime_receiver
reliquia neo d5,neo_d5_relic
reliquia lith k9,lith_k9_relic
reliquia axi k8,axi_k8_relic
vile discharge,vile_discharge
reliquia meso h2,meso_h2_relic
hystrix prime - canna,hystrix_prime_barrel
reliquia meso v7,meso_v7_relic
khora prime - neurottiche (schema),khora_prime_neuroptics_blueprint
dual keres prime (schema),dual_keres_prime_blueprint
reliquia neo s15,neo_s15_relic
reliquia axi s12,axi_s12_relic
critical precision,critical_precision
khora prime - sistemi (schema),khora_prime_systems_blueprint
dual keres prime - lama,dual_keres_prime_blade
peculiar audience,peculiar_audience
archon intensify,archon_intensify
reliquia lith n13,lith_n13_relic
reliquia neo z9,neo_z9_relic
archon continuity,archon_continuity
reliquia meso w2,meso_w2_relic
reliquia neo e3,neo_e3_relic
archon flow,archon_flow
archon vitality,archon_vitality
reliquia axi t9,axi_t9_relic
archon stretch,archon_stretch
reliquia lith s13,lith_s13_relic
reliquia lith h6,lith_h6_relic
tatsu prime - lama,tatsu_prime_blade
reliquia neo t6,neo_t6_relic
reliquia meso p10,meso_p10_relic
revenant prime - chassis (schema),revenant_prime_chassis_blueprint
revenant prime - sistemi (schema),revenant_prime_systems_blueprint
tatsu prime set,tatsu_prime_set
tatsu prime (schema),tatsu_prime_blueprint
reliquia meso n13,meso_n13_relic
revenant prime set,revenant_prime_set
phantasma prime - canna,phantasma_prime_barrel
reliquia lith p6,lith_p6_relic
revenant prime - neurottiche (schema),revenant_prime_neuroptics_blueprint
tatsu prime - impugnatura,tatsu_prime_handle
reliquia meso k4,meso_k4_relic
phantasma prime (schema),phantasma_prime_blueprint
phantasma prime set,phantasma_prime_set
reliquia lith h5,lith_h5_relic
reliquia axi t10,axi_t10_relic
phantasma prime - castello,phantasma_prime_receiver
reliquia axi n9,axi_n9_relic
reliquia lith r2,lith_r2_relic
revenant prime (schema),revenant_prime_blueprint
reliquia meso p9,meso_p9_relic
reliquia lith s14,lith_s14_relic
phantasma prime - calcio,phantasma_prime_stock
reliquia lith b9,lith_b9_relic
reliquia axi a15,axi_a15_relic
reliquia axi s13,axi_s13_relic
reliquia neo s16,neo_s16_relic
reliquia neo i3,neo_i3_relic
reliquia meso o6,meso_o6_relic
vericres,vericres
conjunction voltage,conjunction_voltage
primary frostbite,primary_frostbite
arcane rise,arcane_rise
perigale set,perigale_set
scenario foresta veilbreak,veilbreak_forest_scene
perigale - calcio,perigale_stock
sarofang - lama,sarofang_blade
scenario fabbrica veilbreak,veilbreak_factory_scene
scenario circulus di lua,lua_circulus_scene
arcane blessing,arcane_blessing
sarofang - manico,sarofang_handle
sarofang set,sarofang_set
scenario murex veilbreak,veilbreak_murex_scene
perigale - canna,perigale_barrel
perigale - castello,perigale_receiver
reliquia lith g6,lith_g6_relic
reliquia axi s14,axi_s14_relic
reliquia meso t6,meso_t6_relic
reliquia neo c3,neo_c3_relic
baruuk prime - chassis (schema),baruuk_prime_chassis_blueprint
reliquia meso a4,meso_a4_relic
reliquia axi n10,axi_n10_relic
reliquia axi b5,axi_b5_relic
reliquia neo a8,neo_a8_relic
reliquia meso v8,meso_v8_relic
baruuk prime (schema),baruuk_prime_blueprint
reliquia neo k5,neo_k5_relic
reliquia meso k5,meso_k5_relic
reliquia lith v9,lith_v9_relic
reliquia lith b10,lith_b10_relic
reliquia neo a7,neo_a7_relic
reliquia axi g9,axi_g9_relic
baruuk prime - sistemi (schema),baruuk_prime_systems_blueprint
reliquia neo d6,neo_d6_relic
reliquia axi f1,axi_f1_relic
baruuk prime - neurottiche (schema),baruuk_prime_neuroptics_blueprint
reliquia meso r5,meso_r5_relic
reliquia lith a5,lith_a5_relic
baruuk prime set,baruuk_prime_set
reliquia lith h7,lith_h7_relic
cobra & crane prime - scudo,cobra_and_crane_prime_guard
afuris prime - canna,afuris_prime_barrel
afuris prime set,afuris_prime_set
afuris prime - collegamento,afuris_prime_link
cobra & crane prime (schema),cobra_and_crane_prime_blueprint
afuris prime (schema),afuris_prime_blueprint
cobra & crane prime - lama,cobra_and_crane_prime_blade
cobra & crane prime - elsa,cobra_and_crane_prime_hilt
cobra & crane prime set,cobra_and_crane_prime_set
afuris prime - castello,afuris_prime_receiver
corufell - castello,corufell_receiver
primary plated round,primary_plated_round
shattered storm,shattered_storm
cathode current,cathode_current
arcane steadfast,arcane_steadfast
reliquia lith d5,lith_d5_relic
steflos - canna,steflos_barrel
steflos - calcio,steflos_stock
steflos set,steflos_set
corufell set,corufell_set
corufell - manico,corufell_handle
reliquia lith p7,lith_p7_relic
arcane double back,arcane_double_back
secondary kinship,secondary_kinship
steflos - castello,steflos_receiver
merulina guardian,merulina_guardian
mesmer shield,mesmer_shield
reliquia neo r5,neo_r5_relic
secondary encumber,secondary_encumber
reliquia neo a9,neo_a9_relic
reliquia meso l2,meso_l2_relic
reliquia axi m4,axi_m4_relic
scenario fabbrica ultimo desiderio di citrine,citrines_last_wish_factory_scene
corufell - canna,corufell_barrel
hildryn prime (schema),hildryn_prime_blueprint
hildryn prime - sistemi (schema),hildryn_prime_systems_blueprint
shade prime (schema),shade_prime_blueprint
hildryn prime set,hildryn_prime_set
shade prime - sistemi,shade_prime_systems
larkspur prime set,larkspur_prime_set
hildryn prime - neurottiche (schema),hildryn_prime_neuroptics_blueprint
larkspur prime - canna,larkspur_prime_barrel
shade prime - cervello,shade_prime_cerebrum
shade prime set,shade_prime_set
larkspur prime - calcio,larkspur_prime_stock
hildryn prime - chassis (schema),hildryn_prime_chassis_blueprint
larkspur prime - castello,larkspur_prime_receiver
shade prime - carapace,shade_prime_carapace
larkspur prime (schema),larkspur_prime_blueprint
reliquia lith s15,lith_s15_relic
reliquia meso n14,meso_n14_relic
reliquia lith r3,lith_r3_relic
reliquia meso d7,meso_d7_relic
reliquia axi h6,axi_h6_relic
reliquia lith b11,lith_b11_relic
reliquia meso s12,meso_s12_relic
reliquia lith h8,lith_h8_relic
reliquia meso h4,meso_h4_relic
reliquia axi g10,axi_g10_relic
reliquia axi a16,axi_a16_relic
reliquia neo s17,neo_s17_relic
reliquia neo n22,neo_n22_relic
reliquia axi b6,axi_b6_relic
reliquia axi k11,axi_k11_relic
reliquia lith k10,lith_k10_relic
reliquia neo l2,neo_l2_relic
reliquia meso p11,meso_p11_relic
primary obstruct,primary_obstruct
arcane intention,arcane_intention
secondary shiver,secondary_shiver
reliquia lith v10,lith_v10_relic
reliquia meso p12,meso_p12_relic
longbow sharpshot,longbow_sharpshot
scenario regione di netherbarrow,netherbarrow_region_scene
shotgun vendetta,shotgun_vendetta
scenario opera dell'ipogeo,undercroft_opera_scene
reliquia neo a10,neo_a10_relic
reliquia axi k12,axi_k12_relic
reliquia axi i3,axi_i3_relic
magus aggress,magus_aggress
reliquia meso c7,meso_c7_relic
scenario parco dell'ipogeo,undercroft_park_scene
scenario città castello,castle_town_scene
scenario borghi dell'entroterra,mainland_hamlets_scene
arcane reaper,arcane_reaper
scenario eremo superiore,upperhaven_scene
mountain's edge,mountains_edge
scenario arena dell'orowyrm,orowyrm_arena_scene
primary exhilarate,primary_exhilarate
cinta - flettente superiore (schema),cinta_upper_limb_blueprint
cinta - impugnatura (schema),cinta_grip_blueprint
cinta - corda (schema),cinta_string_blueprint
cinta set,cinta_set
cinta - flettente inferiore (schema),cinta_lower_limb_blueprint
scenario anfiteatro,amphitheater_scene
namaes,namaes
haav,haav
xiran,xiran
scenario grotta di teshin,teshins_cave_scene
seonn,seonn
scenario archarbor,archarbor_scene
inaak,inaak
prisma lenz,prisma_lenz
sentient surge,sentient_surge
sentient barrage,sentient_barrage
arcane power ramp,arcane_power_ramp
primary blight,primary_blight
secondary outburst,secondary_outburst
akimbo slip shot,akimbo_slip_shot
rauta - canna,rauta_barrel
rauta set,rauta_set
rauta - castello,rauta_receiver
rauta - calcio,rauta_stock
reliquia neo l3,neo_l3_relic
reliquia meso c8,meso_c8_relic
wisp prime - chassis (schema),wisp_prime_chassis_blueprint
gunsen prime (schema),gunsen_prime_blueprint
gunsen prime set,gunsen_prime_set
fulmin prime (schema),fulmin_prime_blueprint
gunsen prime - impugnatura,gunsen_prime_handle
fulmin prime - canna,fulmin_prime_barrel
reliquia neo c4,neo_c4_relic
reliquia neo d7,neo_d7_relic
wisp prime set,wisp_prime_set
fulmin prime set,fulmin_prime_set
fulmin prime - calcio,fulmin_prime_stock
wisp prime - neurottiche (schema),wisp_prime_neuroptics_blueprint
reliquia neo f2,neo_f2_relic
reliquia neo n23,neo_n23_relic
reliquia lith h9,lith_h9_relic
reliquia meso g5,meso_g5_relic
intrepid stand,intrepid_stand
reliquia axi w3,axi_w3_relic
gunsen prime - lama,gunsen_prime_blade
ulfrun's endurance,ulfruns_endurance
reliquia lith w3,lith_w3_relic
reliquia meso p13,meso_p13_relic
temporal erosion,temporal_erosion
wisp prime - sistemi (schema),wisp_prime_systems_blueprint
shadow haze,shadow_haze
fulmin prime - castello,fulmin_prime_receiver
reliquia meso k6,meso_k6_relic
reliquia axi h7,axi_h7_relic
reliquia neo t7,neo_t7_relic
wisp prime (schema),wisp_prime_blueprint
eximus advantage,eximus_advantage
metamorphic magazine,metamorphic_magazine
scenario pedana dell'isolotto,dais_cay_scene
scenario periferia dell'ipogeo,undercroft_outskirts_scene
scenario piccolo isolotto,little_cay_scene
scenario cratere dell'isolotto,crater_cay_scene
scenario isole sinuose,winding_isles_scene
scenario bacino dell'isolotto,basin_cay_scene
scenario campo dax dell'ipogeo,undercroft_dax_camp_scene
scenario borgata dell'ipogeo,undercroft_township_scene
scenario lunaro dell'ipogeo,undercroft_lunaro_scene
prisma ohma,prisma_ohma
reliquia lith l4,lith_l4_relic
scenario alloggio dell'ipogeo,undercroft_lodging_scene
reliquia axi d4,axi_d4_relic
reliquia meso f4,meso_f4_relic
reliquia neo b8,neo_b8_relic
reliquia lith m8,lith_m8_relic
reliquia lith o3,lith_o3_relic
reliquia lith g7,lith_g7_relic
reliquia meso n15,meso_n15_relic
reliquia meso z5,meso_z5_relic
reliquia axi p5,axi_p5_relic
reliquia axi a17,axi_a17_relic
reliquia axi l6,axi_l6_relic
reliquia axi g12,axi_g12_relic
reliquia axi g11,axi_g11_relic
reliquia neo d8,neo_d8_relic
reliquia neo k7,neo_k7_relic
reliquia neo k6,neo_k6_relic
reliquia neo s18,neo_s18_relic
reliquia neo z10,neo_z10_relic
reliquia meso w3,meso_w3_relic
reliquia meso c9,meso_c9_relic
reliquia meso p14,meso_p14_relic
reliquia meso b8,meso_b8_relic
reliquia meso m4,meso_m4_relic
reliquia lith n14,lith_n14_relic
reliquia lith t10,lith_t10_relic
reliquia lith c10,lith_c10_relic
reliquia lith r4,lith_r4_relic
reliquia lith g8,lith_g8_relic
grendel prime set,grendel_prime_set
grendel prime (schema),grendel_prime_blueprint
grendel prime - neurottiche (schema),grendel_prime_neuroptics_blueprint
grendel prime - chassis (schema),grendel_prime_chassis_blueprint
grendel prime - sistemi (schema),grendel_prime_systems_blueprint
masseter prime set,masseter_prime_set
masseter prime (schema),masseter_prime_blueprint
masseter prime - lama,masseter_prime_blade
masseter prime - impugnatura,masseter_prime_handle
zylok prime set,zylok_prime_set
zylok prime (schema),zylok_prime_blueprint
zylok prime - canna,zylok_prime_barrel
zylok prime - castello,zylok_prime_receiver
catalyzing shields,catalyzing_shields
astral bond,astral_bond
duplex bond,duplex_bond
tenacious bond,tenacious_bond
tandem bond,tandem_bond
contagious bond,contagious_bond
mystic bond,mystic_bond
covert bond,covert_bond
restorative bond,restorative_bond
momentous bond,momentous_bond
aerial bond,aerial_bond
manifold bond,manifold_bond
vicious bond,vicious_bond
seismic bond,seismic_bond
reinforced bond,reinforced_bond
abyssal beacon,abyssal_beacon
gotva prime,gotva_prime
reliquia neo t8,neo_t8_relic
scenario archivio di albrecht,albrecht’s_archive_scene
scenario ufficio di albrecht,albrecht’s_bureau_scene
scenario sanctum anatomica,sanctum_anatomica_scene
scenario burrone frammentato,fragmented_gorge_scene
scenario fabrica anatomica,fabrica_anatomica_scene
energy nexus,energy_nexus
precision intensify,precision_intensify
cleanse the murmur,cleanse_the_murmur
atomic fallout,atomic_fallout
shivering contagion,shivering_contagion
bane of the murmur,bane_of_the_murmur
volatile variant,volatile_variant
radiated reload,radiated_reload
expel the murmur,expel_the_murmur
critical mutation,critical_mutation
accelerated isotope,accelerated_isotope
focus radon,focus_radon
ready steel,ready_steel
xata invocation,xata_invocation
vome invocation,vome_invocation
ris invocation,ris_invocation
netra invocation,netra_invocation
lohk canticle,lohk_canticle
khra canticle,khra_canticle
jahu canticle,jahu_canticle
fass canticle,fass_canticle
opportunity's reach,opportunitys_reach
condition's perfection,conditions_perfection
master's edge,masters_edge
dreamer's wrath,dreamers_wrath
discipline's merit,disciplines_merit
containment breach,containment_breach
smite the murmur,smite_the_murmur
primed redirection,primed_redirection
mandonel set,mandonel_set
mandonel (schema),mandonel_blueprint
mandonel - canna,mandonel_barrel
mandonel - castello,mandonel_receiver
mandonel - calcio,mandonel_stock
melee influence,melee_influence
melee retaliation,melee_retaliation
melee crescendo,melee_crescendo
melee vortex,melee_vortex
melee animosity,melee_animosity
melee exposure,melee_exposure
melee duplicate,melee_duplicate
melee fortification,melee_fortification
primed convulsion,primed_convulsion
gauss prime set,gauss_prime_set
gauss prime (schema),gauss_prime_blueprint
gauss prime - neurottiche (schema),gauss_prime_neuroptics_blueprint
gauss prime - chassis (schema),gauss_prime_chassis_blueprint
gauss prime - sistemi (schema),gauss_prime_systems_blueprint
reliquia axi a18,axi_a18_relic
reliquia axi p6,axi_p6_relic
reliquia axi d5,axi_d5_relic
reliquia axi b7,axi_b7_relic
reliquia neo a11,neo_a11_relic
reliquia neo w1,neo_w1_relic
reliquia neo f3,neo_f3_relic
reliquia meso b9,meso_b9_relic
reliquia meso g6,meso_g6_relic
reliquia meso a5,meso_a5_relic
reliquia meso h6,meso_h6_relic
reliquia meso h5,meso_h5_relic
reliquia lith g10,lith_g10_relic
reliquia lith p8,lith_p8_relic
reliquia lith g9,lith_g9_relic
reliquia lith r5,lith_r5_relic
reliquia lith a6,lith_a6_relic
reliquia lith c11,lith_c11_relic
akarius prime set,akarius_prime_set
akarius prime (schema),akarius_prime_blueprint
akarius prime - canna,akarius_prime_barrel
akarius prime - castello,akarius_prime_receiver
akarius prime - collegamento,akarius_prime_link
acceltra prime set,acceltra_prime_set
acceltra prime (schema),acceltra_prime_blueprint
acceltra prime - canna,acceltra_prime_barrel
acceltra prime - castello,acceltra_prime_receiver
acceltra prime - calcio,acceltra_prime_stock
dreamer's bond,dreamers_bond
critical meltdown,critical_meltdown
reliquia axi v11,axi_v11_relic
reliquia axi c8,axi_c8_relic
reliquia neo p5,neo_p5_relic
reliquia meso c10,meso_c10_relic
reliquia meso a6,meso_a6_relic
reliquia lith g11,lith_g11_relic
reliquia lith t11,lith_t11_relic
scenario rifugio di dante,dantes_retreat_scene
scenario recipiente abbandonato,the_abandoned_vessel_scene
loyal merulina,loyal_merulina
