pl,slug
relikt neo n1,neo_n1_relic
relikt neo b6,neo_b6_relic
relikt neo s2,neo_s2_relic
relikt neo a3,neo_a3_relic
relikt neo z4,neo_z4_relic
relikt neo t2,neo_t2_relic
relikt neo a4,neo_a4_relic
relikt neo s10,neo_s10_relic
relikt neo s1,neo_s1_relic
relikt meso t2,meso_t2_relic
relikt meso t1,meso_t1_relic
relikt meso o2,meso_o2_relic
relikt meso s6,meso_s6_relic
relikt meso m1,meso_m1_relic
relikt meso v5,meso_v5_relic
relikt meso n7,meso_n7_relic
relikt meso k2,meso_k2_relic
relikt meso a2,meso_a2_relic
relikt meso n4,meso_n4_relic
relikt meso s5,meso_s5_relic
relikt meso o1,meso_o1_relic
relikt meso c5,meso_c5_relic
relikt meso r3,meso_r3_relic
relikt meso e4,meso_e4_relic
relikt meso v4,meso_v4_relic
relikt meso n8,meso_n8_relic
relikt meso s4,meso_s4_relic
relikt meso n6,meso_n6_relic
relikt meso n3,meso_n3_relic
relikt meso f2,meso_f2_relic
relikt meso t4,meso_t4_relic
relikt meso d6,meso_d6_relic
relikt meso p4,meso_p4_relic
relikt meso o4,meso_o4_relic
relikt meso s3,meso_s3_relic
relikt meso n11,meso_n11_relic
relikt meso d5,meso_d5_relic
relikt meso g2,meso_g2_relic
relikt meso c6,meso_c6_relic
relikt meso v3,meso_v3_relic
relikt meso k1,meso_k1_relic
relikt meso h1,meso_h1_relic
relikt meso m2,meso_m2_relic
relikt meso a1,meso_a1_relic
relikt meso z2,meso_z2_relic
relikt meso p1,meso_p1_relic
relikt meso b3,meso_b3_relic
relikt meso c2,meso_c2_relic
relikt meso o3,meso_o3_relic
relikt meso s7,meso_s7_relic
relikt meso b2,meso_b2_relic
relikt meso z1,meso_z1_relic
relikt meso d2,meso_d2_relic
relikt meso f1,meso_f1_relic
relikt meso s2,meso_s2_relic
relikt meso l1,meso_l1_relic
relikt meso c4,meso_c4_relic
relikt meso r2,meso_r2_relic
relikt meso n9,meso_n9_relic
relikt meso b4,meso_b4_relic
relikt meso i1,meso_i1_relic
relikt meso k3,meso_k3_relic
relikt meso n10,meso_n10_relic
relikt meso p3,meso_p3_relic
relikt meso p2,meso_p2_relic
relikt meso s1,meso_s1_relic
relikt meso g1,meso_g1_relic
relikt meso c3,meso_c3_relic
relikt meso n5,meso_n5_relic
relikt meso v1,meso_v1_relic
relikt meso b1,meso_b1_relic
relikt meso e2,meso_e2_relic
relikt meso z3,meso_z3_relic
relikt meso m3,meso_m3_relic
relikt meso f3,meso_f3_relic
relikt meso e1,meso_e1_relic
relikt meso n2,meso_n2_relic
relikt meso v2,meso_v2_relic
relikt meso r1,meso_r1_relic
relikt meso d3,meso_d3_relic
relikt meso t3,meso_t3_relic
relikt meso s8,meso_s8_relic
relikt meso c1,meso_c1_relic
relikt meso e5,meso_e5_relic
relikt meso n1,meso_n1_relic
relikt meso e3,meso_e3_relic
relikt meso d4,meso_d4_relic
relikt meso w1,meso_w1_relic
relikt meso v6,meso_v6_relic
relikt meso s9,meso_s9_relic
relikt meso d1,meso_d1_relic
relikt lith h2,lith_h2_relic
relikt lith z1,lith_z1_relic
relikt lith b1,lith_b1_relic
relikt lith a2,lith_a2_relic
relikt lith l1,lith_l1_relic
relikt lith w1,lith_w1_relic
relikt lith v4,lith_v4_relic
relikt lith s6,lith_s6_relic
relikt lith n3,lith_n3_relic
relikt lith n4,lith_n4_relic
relikt lith m5,lith_m5_relic
relikt lith c6,lith_c6_relic
relikt lith c5,lith_c5_relic
relikt lith v6,lith_v6_relic
relikt lith v3,lith_v3_relic
relikt lith b4,lith_b4_relic
relikt lith n2,lith_n2_relic
relikt lith g1,lith_g1_relic
relikt lith i1,lith_i1_relic
relikt lith t5,lith_t5_relic
relikt lith g3,lith_g3_relic
relikt lith b8,lith_b8_relic
relikt lith d4,lith_d4_relic
relikt lith t3,lith_t3_relic
relikt lith s9,lith_s9_relic
relikt lith s5,lith_s5_relic
relikt lith c7,lith_c7_relic
relikt lith k4,lith_k4_relic
relikt lith t4,lith_t4_relic
relikt lith n6,lith_n6_relic
relikt lith b7,lith_b7_relic
relikt lith p5,lith_p5_relic
relikt lith d3,lith_d3_relic
relikt lith n5,lith_n5_relic
relikt lith p4,lith_p4_relic
relikt lith s4,lith_s4_relic
relikt lith s7,lith_s7_relic
relikt lith c2,lith_c2_relic
relikt lith k2,lith_k2_relic
relikt lith b6,lith_b6_relic
relikt lith m3,lith_m3_relic
relikt lith c4,lith_c4_relic
relikt lith m2,lith_m2_relic
relikt lith v2,lith_v2_relic
relikt lith o2,lith_o2_relic
relikt lith p1,lith_p1_relic
relikt lith t2,lith_t2_relic
relikt lith v5,lith_v5_relic
relikt lith b3,lith_b3_relic
relikt lith n1,lith_n1_relic
relikt lith k1,lith_k1_relic
relikt lith c1,lith_c1_relic
relikt lith w2,lith_w2_relic
relikt lith s10,lith_s10_relic
relikt lith p3,lith_p3_relic
relikt lith d2,lith_d2_relic
relikt lith m6,lith_m6_relic
relikt lith s3,lith_s3_relic
relikt lith h1,lith_h1_relic
relikt lith b2,lith_b2_relic
relikt lith t1,lith_t1_relic
relikt lith a1,lith_a1_relic
relikt lith m1,lith_m1_relic
relikt lith p2,lith_p2_relic
relikt lith a3,lith_a3_relic
relikt lith m4,lith_m4_relic
relikt lith g2,lith_g2_relic
relikt lith f2,lith_f2_relic
relikt lith v1,lith_v1_relic
relikt lith b5,lith_b5_relic
relikt lith c3,lith_c3_relic
relikt lith z2,lith_z2_relic
relikt lith o1,lith_o1_relic
relikt lith f1,lith_f1_relic
relikt lith m7,lith_m7_relic
relikt lith k5,lith_k5_relic
relikt lith s2,lith_s2_relic
relikt lith k3,lith_k3_relic
relikt lith d1,lith_d1_relic
relikt lith l2,lith_l2_relic
relikt lith s8,lith_s8_relic
relikt lith v8,lith_v8_relic
relikt lith v7,lith_v7_relic
relikt lith s1,lith_s1_relic
akwenpulmo,aquapulmo
ostimir,ostimyr
witreospin,vitreospina
kryptossawek,cryptosuctus
barbisteo,barbisteo
kimeros,kymaeros
amniofiz,amniophysi
lobotrysid,lobotriscid
flagelokant,flagellocanth
glutinoks,glutinox
miksostomata,myxostomata
duroid,duroid
chrząstkordzeń,chondricord
węgorz charc,charc_eel
goopolla,goopolla
ciemnopłaszczka,murkray
szarrak,sharrac
karkina,karkina
rybokop,mawfish
khut-khut,khut_khut
yogwun,yogwun
tralok,tralok
dwudyszny mortus,mortus_lungfish
glappid,glappid
norg,norg
cuthol,cuthol
błotowkręt,mirewinder
torbacz,sapcaddy
okularnik,eye_eye
echowkręt,echowinder
cegła,brickie
kriller,kriller
synathid,synathid
pyłkoczara,charamote
tromyzon,tromyzon
płuczka,scrubber
tynk,tink
monter,recaster
długowij,longwinder
krwotok,hemorrhage
automatyczne omni,auto_omni
wotywna rzeź,votive_onslaught
kordon,cordon
krwotok wewnętrzny,internal_bleeding
wzmacniający ogień,fortifying_fire
nautilus: mózg,nautilus_cerebrum
nautilus - schemat,nautilus_blueprint
ochronne strzały,protective_shots
karmazynowa fatyga,crimson_fugue
katujące głowice,scourging_warheads
udręka robala,worms_torment
ogień zaporowy,defensive_fire
matryca dostrajania orgonu,orgone_tuning_matrix
matryca niezłomności,indomitable_matrix
nautilus: zestaw,nautilus_set
matryca opancerzenia,ironclad_matrix
nemezis granuma,granums_nemesis
matryca rzezi,onslaught_matrix
zakłócająca częstotliwość,waveband_disruptor
nautilus: karapaks,nautilus_carapace
matryca najeźdźcy,raider_matrix
płomienie feniksa,phoenix_blaze
nautilus: systemy,nautilus_systems
penta carmine: korpus,carmine_penta_receiver
penta carmine: kolba,carmine_penta_stock
penta carmine: lufa,carmine_penta_barrel
penta carmine - schemat,carmine_penta_blueprint
penta carmine: zestaw,carmine_penta_set
athodai - schemat,athodai_blueprint
athodai: lufa,athodai_barrel
athodai: korpus,athodai_receiver
athodai: zestaw,athodai_set
halikar wraith,halikar_wraith
epitaph: korpus,epitaph_receiver
epitaph: zestaw,epitaph_set
epitaph: lufa,epitaph_barrel
epitaph - schemat,epitaph_blueprint
scena: głębiny deimosa,deimos_depths_scene
scena: serce deimosa,deimos_heart_scene
scena: studnia deimosa,deimos_cenote_scene
scena: krypta deimosa,deimos_crypt_scene
scena: hologram statku plagi,infested_ship_hologram_scene
scena: the cold below,the_cold_below_scene
scena: opuszczony deimos,deimos_forsaken_scene
scena: membrana deimosa,deimos_membrane_scene
scena: skraj deimosa,deimos_verge_scene
relikt axi g5,axi_g5_relic
relikt neo k3,neo_k3_relic
relikt neo z8,neo_z8_relic
relikt meso r4,meso_r4_relic
relikt lith c8,lith_c8_relic
relikt lith t6,lith_t6_relic
scena: saturn sześć,saturn_six_scene
relikt meso p5,meso_p5_relic
relikt lith k6,lith_k6_relic
relikt axi g6,axi_g6_relic
volnus prime: rękojeść,volnus_prime_handle
volnus prime: obuch,volnus_prime_head
relikt neo t4,neo_t4_relic
relikt meso t5,meso_t5_relic
relikt meso z4,meso_z4_relic
relikt neo v10,neo_v10_relic
gara prime - schemat,gara_prime_blueprint
volnus prime: zestaw,volnus_prime_set
gara prime: zestaw,gara_prime_set
gara prime: neuroptyka - schemat,gara_prime_neuroptics_blueprint
gara prime: systemy - schemat,gara_prime_systems_blueprint
astilla prime - schemat,astilla_prime_blueprint
relikt axi n7,axi_n7_relic
astilla prime: korpus,astilla_prime_receiver
astilla prime: lufa,astilla_prime_barrel
astilla prime: zestaw,astilla_prime_set
relikt lith a4,lith_a4_relic
relikt axi i1,axi_i1_relic
astilla prime: kolba,astilla_prime_stock
volnus prime - schemat,volnus_prime_blueprint
relikt neo a5,neo_a5_relic
gara prime: powłoka - schemat,gara_prime_chassis_blueprint
relikt lith g4,lith_g4_relic
naprawcze posiłki,repair_dispensary
taktyczny podajnik prime,primed_tactical_pump
powietrzne pociski,airburst_rounds
relikt neo d3,neo_d3_relic
dzban,fused_reservoir
zdrowe odżywianie,hearty_nourishment
relikt axi t7,axi_t7_relic
maczeta prisma,prisma_machete
opticor vandal,opticor_vandal
galwanizowane piekło,galvanized_hell
złośliwe oprogramowanie,malicious_code
wspornik cela - schemat,cela_bracket_blueprint
wymijająca odmowa,evasive_denial
galwanizowana dyfuzja,galvanized_diffusion
szybkie miłosierdzie,swift_mercy
stabilizator wanz - schemat,wanz_stabilizer_blueprint
galwanizowany instynkt,galvanized_aptitude
wspornik zubb - schemat,zubb_bracket_blueprint
ogar hec - schemat,hec_hound_blueprint
galwanizowana luneta,galvanized_scope
galwanizowane przyspieszenie,galvanized_acceleration
drenaż mocy,power_drain
przeciwwaga,counterbalance
stabilizator hinta,hinta_stabilizer
audyt windykacji,repo_audit
galwanizowany celownik,galvanized_crosshairs
rdzeń garmr - schemat,garmr_core_blueprint
skupiony prospekt,focused_prospectus
ogar dorma - schemat,dorma_hound_blueprint
ustawienia fabryczne,hard_reset
ogar bhaira - schemat,bhaira_hound_blueprint
galwanizowany strzał,galvanized_shot
refleks odmowy,reflex_denial
rdzeń adlet - schemat,adlet_core_blueprint
powietrzny prospekt,aerial_prospectus
synergiczny prospekt,synergized_prospectus
stabilizator frak - schemat,frak_stabilizer_blueprint
rdzeń raiju - schemat,raiju_core_blueprint
zapora sieciowa,firewall
galwanizowane zrozumienie,galvanized_savvy
wspornik urga - schemat,urga_bracket_blueprint
pusty audyt,null_audit
oull,oull
zróżnicowana odmowa,diversified_denial
audyt równowagi,equilibrium_audit
galwanizowana komora,galvanized_chamber
gest walki nowej loki,new_loka_combat_emote
gest pilotażu cefalon sudy,cephalon_suda_piloting_emote
napierśnik: czerwony woal,red_veil_chest_piece
gest pilotażu sekwencji perrin,perrin_piloting_emote
napierśnik: suda,suda_chest_piece
gest: pilotaż arbitrów,arbiters_piloting_emote
nagolenniki: czerwony woal,red_veil_knee_guards
bezwzględność broni bocznej,secondary_merciless
bezwzględność broni głównej,primary_merciless
napierśnik: meridian,meridian_chest_plate
meridian armor set,meridian_armor_set
naramienniki: meridian,meridian_arm_spurs
gest strzelca cefalon sudy,cephalon_suda_gunnery_emote
nagolenniki: solaris,solaris_leg_spurs
nagolenniki: lokan,lokan_knee_spurs
gest: walka arbitrów,arbiters_combat_emote
gest walki stalowego meridianu,steel_meridian_combat_emote
gest pilotażu stalowego meridianu,steel_meridian_piloting_emote
zwinność broni bocznej,secondary_dexterity
naramienniki: lokan,lokan_arm_plates
nagolenniki: suda,suda_leg_spurs
gest wytrwania stalowego meridianu,steel_meridian_endurance_emote
perrin armor set,perrin_armor_set
napierśnik: ostron,ostron_chest_guard
gest wytrwania cefalon sudy,cephalon_suda_endurance_emote
nagolenniki: perrin,perrin_leg_guards
napierśnik: hexis,hexis_chest_plate
naramienniki: suda,suda_arm_spurs
suda armor set,suda_armor_set
napierśnik: perrin,perrin_chest_piece
gest wytrwania sekwencji perrin,perrin_endurance_emote
naramienniki: hexis,hexis_arm_plates
napierśnik: solaris,solaris_chest_marker
solaris armor set,solaris_armor_set
gest inżynierii czerwonego woalu,red_veil_engineering_emote
gest inżynierii nowej loki,new_loka_engineering_emote
naramienniki: czerwony woal,red_veil_arm_insignia
lokan armor set,lokan_armor_set
gest pilotażu nowej loki,new_loka_piloting_emote
naramienniki: solaris,solaris_arm_guards
gest: inżynieria arbitrów,arbiters_engineering_emote
ostron armor set,ostron_armor_set
naramienniki: perrin,perrin_arm_guards
napierśnik: lokan,lokan_chest_piece
nagolenniki: hexis,hexis_spurs
gest inżynierii cefalon sudy,cephalon_suda_engineering_emote
hexis armor set,hexis_armor_set
gest: strzelec arbitrów,arbiters_gunnery_emote
gest wytrwania nowej loki,new_loka_endurance_emote
gest: wytrwanie arbitrów,arbiters_endurance_emote
ogławianie broni bocznej,secondary_deadhead
gest strzelca stalowego meridianu,steel_meridian_gunnery_emote
nagolenniki: ostron,ostron_leg_guards
nagolenniki: meridian,meridian_leg_spurs
naramienniki: ostron,ostron_arm_guards
gest walki cefalon sudy,cephalon_suda_combat_emote
gest pilotażu czerwonego woalu,red_veil_piloting_emote
ogławianie broni głównej,primary_deadhead
red veil armor set,red_veil_armor_set
zwinność broni głównej,primary_dexterity
ambassador: lufa,ambassador_barrel
ambassador: zestaw,ambassador_set
ambassador: korpus,ambassador_receiver
ambassador: kolba,ambassador_stock
ambassador - schemat,ambassador_blueprint
nidus prime - schemat,nidus_prime_blueprint
relikt meso b5,meso_b5_relic
relikt neo n17,neo_n17_relic
strun prime: zestaw,strun_prime_set
relikt meso s10,meso_s10_relic
relikt lith k7,lith_k7_relic
relikt lith n8,lith_n8_relic
relikt neo p3,neo_p3_relic
magnus prime: zestaw,magnus_prime_set
magazynek łukowy prime,primed_magazine_warp
relikt axi m2,axi_m2_relic
nidus prime: zestaw,nidus_prime_set
strun prime - schemat,strun_prime_blueprint
relikt axi i2,axi_i2_relic
uczta rzeźnika,butchers_revelry
magnus prime - schemat,magnus_prime_blueprint
relikt lith n7,lith_n7_relic
strun prime: korpus,strun_prime_receiver
relikt meso b6,meso_b6_relic
relikt neo t5,neo_t5_relic
strun prime: lufa,strun_prime_barrel
nidus prime: systemy - schemat,nidus_prime_systems_blueprint
strun prime: kolba,strun_prime_stock
relikt lith t7,lith_t7_relic
relikt axi a14,axi_a14_relic
nidus prime: neuroptyka - schemat,nidus_prime_neuroptics_blueprint
nidus prime: powłoka - schemat,nidus_prime_chassis_blueprint
magnus prime: korpus,magnus_prime_receiver
magnus prime: lufa,magnus_prime_barrel
relikt neo n16,neo_n16_relic
piła ghula: ostrze,ghoulsaw_blade_blueprint
piła ghula: uchwyt,ghoulsaw_grip_blueprint
piła ghula: silnik,ghoulsaw_engine_blueprint
piła ghula: zestaw,ghoulsaw_set
piła ghula: powłoka,ghoulsaw_chassis_blueprint
piła ghula - schemat,ghoulsaw_blueprint
zapas amunicji prime,primed_ammo_stock
vastilok,vastilok
wampiryczny uścisk,vampiric_grasp
błogosławieństwo czempiona,champions_blessing
relikt lith l3,lith_l3_relic
szybkie ukąszenie,swift_bite
relikt meso b7,meso_b7_relic
relikt meso p6,meso_p6_relic
relikt neo a6,neo_a6_relic
relikt neo h3,neo_h3_relic
relikt lith r1,lith_r1_relic
nieustępliwy zagubiony,the_relentless_lost
relikt lith k8,lith_k8_relic
relikt neo d4,neo_d4_relic
relikt axi d3,axi_d3_relic
relikt axi m3,axi_m3_relic
relikt lith n9,lith_n9_relic
relikt axi p4,axi_p4_relic
knell prime: zestaw,knell_prime_set
pogarda boreala,boreals_contempt
rozpacz niry,niras_anguish
relikt meso a3,meso_a3_relic
relikt axi s9,axi_s9_relic
pogarda amara,amars_contempt
scourge prime: ostrze,scourge_prime_blade
relikt lith t8,lith_t8_relic
harrow prime - schemat,harrow_prime_blueprint
harrow prime: zestaw,harrow_prime_set
relikt meso g3,meso_g3_relic
relikt meso i2,meso_i2_relic
rozpacz amara,amars_anguish
nienawiść niry,niras_hatred
knell prime: lufa,knell_prime_barrel
relikt axi t8,axi_t8_relic
relikt lith h3,lith_h3_relic
relikt axi c7,axi_c7_relic
harrow prime: neuroptyka - schemat,harrow_prime_neuroptics_blueprint
scourge prime: lufa,scourge_prime_barrel
knell prime - schemat,knell_prime_blueprint
nienawiść boreala,boreals_hatred
relikt lith s11,lith_s11_relic
relikt neo k4,neo_k4_relic
relikt neo n18,neo_n18_relic
nienawiść amara,amars_hatred
relikt lith t9,lith_t9_relic
rozpacz boreala,boreals_anguish
harrow prime: powłoka - schemat,harrow_prime_chassis_blueprint
scourge prime: zestaw,scourge_prime_set
pogarda niry,niras_contempt
relikt axi k6,axi_k6_relic
harrow prime: systemy - schemat,harrow_prime_systems_blueprint
relikt lith c9,lith_c9_relic
scourge prime: rękojeść,scourge_prime_handle
knell prime: korpus,knell_prime_receiver
scourge prime - schemat,scourge_prime_blueprint
relikt meso s11,meso_s11_relic
termiczny transfer,thermal_transfer
relikt neo p4,neo_p4_relic
łasuch,gourmand
scena: sala tronowa praghasa,praghasa_throne_room_scene
falujące ostrza,surging_blades
dręczący mróz,biting_frost
relikt lith n10,lith_n10_relic
mutator snajperski prime,primed_sniper_ammo_mutation
garuda prime: powłoka - schemat,garuda_prime_chassis_blueprint
corvas prime: zestaw,corvas_prime_set
relikt lith n11,lith_n11_relic
nagantaka prime: zestaw,nagantaka_prime_set
relikt axi k7,axi_k7_relic
relikt lith s12,lith_s12_relic
corvas prime: lufa,corvas_prime_barrel
corvas prime - schemat,corvas_prime_blueprint
nagantaka prime: korpus,nagantaka_prime_receiver
nagantaka prime - schemat,nagantaka_prime_blueprint
relikt lith h4,lith_h4_relic
corvas prime: kolba,corvas_prime_stock
nagantaka prime: kolba,nagantaka_prime_stock
garuda prime: systemy - schemat,garuda_prime_systems_blueprint
relikt meso g4,meso_g4_relic
relikt axi s11,axi_s11_relic
relikt lith z3,lith_z3_relic
corvas prime: korpus,corvas_prime_receiver
relikt axi s10,axi_s10_relic
relikt lith g5,lith_g5_relic
relikt meso p7,meso_p7_relic
relikt lith n12,lith_n12_relic
nagantaka prime: lufa,nagantaka_prime_barrel
garuda prime: zestaw,garuda_prime_set
relikt neo n20,neo_n20_relic
garuda prime: neuroptyka - schemat,garuda_prime_neuroptics_blueprint
relikt meso n12,meso_n12_relic
relikt axi g7,axi_g7_relic
relikt neo c2,neo_c2_relic
relikt neo m4,neo_m4_relic
garuda prime - schemat,garuda_prime_blueprint
scena: chryzalitu zarimana,zariman_chrysalith_scene
scena: relikwiarza napędowego zarimana,zariman_reliquary_drive_scene
scena: boisko lunaro zarimana,zariman_lunaro_court_scene
emergencja ładunku,emergence_dissipate
wzrost wigoru,molt_vigor
poranna wichura,galeforce_dawn
scena: ładownia zarimana,zariman_cargo_bay_scene
scena szkolnego dziedzińca zariman,zariman_schoolyard_scene
scena: anielska grzęda zarimana,zariman_angel_roost_scene
scena: poziomy ciszy zarimana,zariman_serenity_levels_scene
emergencja uzupełnienia,emergence_renewed
scena: dormizon zarimana,zariman_dormizone_scene
wieczna eradykacja,eternal_eradicate
scena: hala legemów zarimana,zariman_hall_of_legems_scene
scena: bryg zarimana,zariman_brig_scene
scena: park albrechta zarimana,zariman_albrecht_park_scene
wzrost wydajności,molt_efficiency
emergencja zbawienia,emergence_savior
scena: agri-strefa zarimana,zariman_agri_zone_scene
scena: doków zarimana,zariman_docking_bay_scene
kaskadia przeładowania,cascadia_overcharge
przewaga zasięgu,range_advantage
przeładowanie bojowe,combat_reload
scena: strefa mieszkalna zarimana,zariman_habitation_zone_scene
scena: amfiteatr zarimana,zariman_amphitheatre_scene
laetum - schemat,laetum_blueprint
aeolak: korpus - schemat,aeolak_receiver_blueprint
hespar: rękojeść - schemat,hespar_handle_blueprint
praedos - schemat,praedos_blueprint
aeolak: lufa - schemat,aeolak_barrel_blueprint
aeolak: zestaw,aeolak_set
hespar: zestaw,hespar_set
hespar: ostrze - schemat,hespar_blade_blueprint
aeolak: kolba - schemat,aeolak_stock_blueprint
phenmor - schemat,phenmor_blueprint
wieczna rzeź,eternal_onslaught
scena: kanikuła nocą,dog_days_night_scene
innodem - schemat,innodem_blueprint
felarx - schemat,felarx_blueprint
wzrost odnowienia,molt_reconstruct
wzrost potęgi,molt_augmented
parallax: zestaw,parallax_set
wieczna logistyka,eternal_logistics
parallax: awionika - schemat,parallax_avionics_blueprint
parallax: silniki - schemat,parallax_engines_blueprint
parallax: kadłub - schemat,parallax_fuselage_blueprint
kaskadia wzmocnienia,cascadia_empowered
shade prisma: zestaw,prisma_shade_set
fraktalizowany reset,fractalized_reset
kaskadia rozbłysku,cascadia_flare
laser impulsowy prisma,prisma_burst_laser
kaskadia celności,cascadia_accuracy
sierpowata lisafila: genotyp,crescent_vulpaphyla_imprint
chytra lisafila: genotyp,sly_vulpaphyla_imprint
predasyt medżaj: genotyp,medjay_predasite_imprint
predasyt wezyra: genotyp,vizier_predasite_imprint
opancerzona lisafila: genotyp,panzer_vulpaphyla_imprint
predasyt faraona: genotyp,pharaoh_predasite_imprint
hystrix prime - schemat,hystrix_prime_blueprint
relikt axi k10,axi_k10_relic
relikt axi n8,axi_n8_relic
relikt meso o5,meso_o5_relic
relikt meso p8,meso_p8_relic
relikt neo n21,neo_n21_relic
khora prime: powłoka - schemat,khora_prime_chassis_blueprint
keres podwójny prime: zestaw,dual_keres_prime_set
relikt axi k9,axi_k9_relic
hystrix prime: zestaw,hystrix_prime_set
relikt axi g8,axi_g8_relic
relikt meso h3,meso_h3_relic
keres podwójny prime: rękojeść,dual_keres_prime_handle
khora prime: zestaw,khora_prime_set
khora prime - schemat,khora_prime_blueprint
relikt neo g4,neo_g4_relic
hystrix prime: korpus,hystrix_prime_receiver
relikt neo d5,neo_d5_relic
relikt lith k9,lith_k9_relic
relikt axi k8,axi_k8_relic
ohydne wyładowanie,vile_discharge
relikt meso h2,meso_h2_relic
hystrix prime: lufa,hystrix_prime_barrel
relikt meso v7,meso_v7_relic
khora prime: neuroptyka - schemat,khora_prime_neuroptics_blueprint
keres podwójny prime - schemat,dual_keres_prime_blueprint
relikt neo s15,neo_s15_relic
relikt axi s12,axi_s12_relic
krytyczna precyzja,critical_precision
khora prime: systemy - schemat,khora_prime_systems_blueprint
keres podwójny prime: ostrze,dual_keres_prime_blade
atypowa audiencja,peculiar_audience
archonowa intensyfikacja,archon_intensify
relikt lith n13,lith_n13_relic
relikt neo z9,neo_z9_relic
archonowa ciągłość,archon_continuity
relikt meso w2,meso_w2_relic
relikt neo e3,neo_e3_relic
archonowy przepływ,archon_flow
archonowa witalność,archon_vitality
relikt axi t9,axi_t9_relic
archonowe rozciągnięcie,archon_stretch
relikt lith s13,lith_s13_relic
relikt lith h6,lith_h6_relic
tatsu prime: ostrze,tatsu_prime_blade
relikt neo t6,neo_t6_relic
relikt meso p10,meso_p10_relic
revenant prime: powłoka - schemat,revenant_prime_chassis_blueprint
revenant prime: systemy - schemat,revenant_prime_systems_blueprint
tatsu prime: zestaw,tatsu_prime_set
tatsu prime - schemat,tatsu_prime_blueprint
relikt meso n13,meso_n13_relic
revenant prime: zestaw,revenant_prime_set
phantasma prime: lufa,phantasma_prime_barrel
relikt lith p6,lith_p6_relic
revenant prime: neuroptyka - schemat,revenant_prime_neuroptics_blueprint
tatsu prime: rękojeść,tatsu_prime_handle
relikt meso k4,meso_k4_relic
phantasma prime - schemat,phantasma_prime_blueprint
phantasma prime: zestaw,phantasma_prime_set
relikt lith h5,lith_h5_relic
relikt axi t10,axi_t10_relic
phantasma prime: korpus,phantasma_prime_receiver
relikt axi n9,axi_n9_relic
relikt lith r2,lith_r2_relic
revenant prime - schemat,revenant_prime_blueprint
relikt meso p9,meso_p9_relic
relikt lith s14,lith_s14_relic
phantasma prime: kolba,phantasma_prime_stock
relikt lith b9,lith_b9_relic
relikt axi a15,axi_a15_relic
relikt axi s13,axi_s13_relic
relikt neo s16,neo_s16_relic
relikt neo i3,neo_i3_relic
relikt meso o6,meso_o6_relic
vericres,vericres
napięcie koniunkcji,conjunction_voltage
główne odmrożenie,primary_frostbite
arkanum wzniesienia,arcane_rise
perigale: zestaw,perigale_set
scena lasu łamania woali,veilbreak_forest_scene
perigale: kolba,perigale_stock
sarofang: ostrze,sarofang_blade
scena fabryki łamania woali,veilbreak_factory_scene
scena: circulus lua,lua_circulus_scene
arkanum błogosławieństwa,arcane_blessing
sarofang: chwyt,sarofang_handle
sarofang: zestaw,sarofang_set
scena mureksu łamania woali,veilbreak_murex_scene
perigale: lufa,perigale_barrel
perigale: korpus,perigale_receiver
relikt lith g6,lith_g6_relic
relikt axi s14,axi_s14_relic
relikt meso t6,meso_t6_relic
relikt neo c3,neo_c3_relic
baruuk prime: powłoka - schemat,baruuk_prime_chassis_blueprint
relikt meso a4,meso_a4_relic
relikt axi n10,axi_n10_relic
relikt axi b5,axi_b5_relic
relikt neo a8,neo_a8_relic
relikt meso v8,meso_v8_relic
baruuk prime - schemat,baruuk_prime_blueprint
relikt neo k5,neo_k5_relic
relikt meso k5,meso_k5_relic
relikt lith v9,lith_v9_relic
relikt lith b10,lith_b10_relic
relikt neo a7,neo_a7_relic
relikt axi g9,axi_g9_relic
baruuk prime: systemy - schemat,baruuk_prime_systems_blueprint
relikt neo d6,neo_d6_relic
relikt axi f1,axi_f1_relic
baruuk prime: neuroptyka - schemat,baruuk_prime_neuroptics_blueprint
relikt meso r5,meso_r5_relic
relikt lith a5,lith_a5_relic
baruuk prime: zestaw,baruuk_prime_set
relikt lith h7,lith_h7_relic
cobra i crane prime: garda,cobra_and_crane_prime_guard
afuris prime: lufa,afuris_prime_barrel
afuris prime: zestaw,afuris_prime_set
afuris prime: połączenie,afuris_prime_link
cobra i crane prime - schemat,cobra_and_crane_prime_blueprint
afuris prime - schemat,afuris_prime_blueprint
cobra i crane prime: ostrze,cobra_and_crane_prime_blade
cobra i crane prime: rękojeść,cobra_and_crane_prime_hilt
cobra i crane prime: zestaw,cobra_and_crane_prime_set
afuris prime: korpus,afuris_prime_receiver
corufell: korpus,corufell_receiver
arkanum złowrogich intencji,primary_plated_round
stłuczona burza,shattered_storm
anodowy przepływ,cathode_current
arkanum zwinnych rąk,arcane_steadfast
relikt lith d5,lith_d5_relic
steflos: lufa,steflos_barrel
steflos: kolba,steflos_stock
steflos: zestaw,steflos_set
corufell: zestaw,corufell_set
corufell: chwyt,corufell_handle
relikt lith p7,lith_p7_relic
arkanum nietykalnego akrobaty,arcane_double_back
pokrewieństwo broni bocznej,secondary_kinship
steflos: korpus,steflos_receiver
strażnicza merulina,merulina_guardian
ogłuszająca tarcza,mesmer_shield
relikt neo r5,neo_r5_relic
arkanum hazardzisty,secondary_encumber
relikt neo a9,neo_a9_relic
relikt meso l2,meso_l2_relic
relikt axi m4,axi_m4_relic
scena: fabryka ostatniej woli citrine,citrines_last_wish_factory_scene
