uk,slug
периґейл: ствольна коробка,perigale_receiver
реліквія літ g6,lith_g6_relic
реліквія аксі s14,axi_s14_relic
реліквія мезо t6,meso_t6_relic
реліквія нео c3,neo_c3_relic
баруук-прайм: каркас (кресленик),baruuk_prime_chassis_blueprint
реліквія мезо a4,meso_a4_relic
реліквія аксі n10,axi_n10_relic
реліквія аксі b5,axi_b5_relic
реліквія нео a8,neo_a8_relic
реліквія мезо v8,meso_v8_relic
баруук-прайм (кресленик),baruuk_prime_blueprint
реліквія нео k5,neo_k5_relic
реліквія мезо k5,meso_k5_relic
реліквія літ v9,lith_v9_relic
реліквія літ b10,lith_b10_relic
реліквія нео a7,neo_a7_relic
реліквія аксі g9,axi_g9_relic
баруук-прайм: системи (кресленик),baruuk_prime_systems_blueprint
реліквія нео d6,neo_d6_relic
реліквія аксі f1,axi_f1_relic
баруук-прайм: нейроптика (кресленик),baruuk_prime_neuroptics_blueprint
реліквія мезо r5,meso_r5_relic
реліквія літ a5,lith_a5_relic
баруук-прайм (комплект),baruuk_prime_set
реліквія літ h7,lith_h7_relic
кобра й журавель-прайм: гарда,cobra_and_crane_prime_guard
афуріс-прайм: ствол,afuris_prime_barrel
афуріс-прайм (комплект),afuris_prime_set
афуріс-прайм: спаровувач,afuris_prime_link
кобра й журавель-прайм (кресленик),cobra_and_crane_prime_blueprint
афуріс-прайм (кресленик),afuris_prime_blueprint
кобра й журавель-прайм: клинок,cobra_and_crane_prime_blade
кобра й журавель-прайм: ефес,cobra_and_crane_prime_hilt
кобра й журавель-прайм (комплект),cobra_and_crane_prime_set
афуріс-прайм: ствольна коробка,afuris_prime_receiver
коруфел: ствольна коробка,corufell_receiver
основний заряд,primary_plated_round
розтрощена буря,shattered_storm
катодний струм,cathode_current
містична непохитність,arcane_steadfast
реліквія літ d5,lith_d5_relic
стефлос: ствол,steflos_barrel
стефлос: ложе,steflos_stock
стефлос (комплект),steflos_set
коруфел (комплект),corufell_set
коруфел: руків’я,corufell_handle
реліквія літ p7,lith_p7_relic
містичне прикриття,arcane_double_back
допоміжна спорідненість,secondary_kinship
стефлос: ствольна коробка,steflos_receiver
меруліна-вартова,merulina_guardian
зачарований щит,mesmer_shield
реліквія нео r5,neo_r5_relic
допоміжний заступник,secondary_encumber
реліквія нео a9,neo_a9_relic
реліквія мезо l2,meso_l2_relic
реліквія аксі m4,axi_m4_relic
панорама: завод з «останнього бажання цитрини»,citrines_last_wish_factory_scene
коруфел: ствол,corufell_barrel
гільдрина-прайм (кресленик),hildryn_prime_blueprint
гільдрина-прайм: системи (кресленик),hildryn_prime_systems_blueprint
тінь-прайм (кресленик),shade_prime_blueprint
гільдрина-прайм (комплект),hildryn_prime_set
тінь-прайм: системи,shade_prime_systems
сокирка-прайм (комплект),larkspur_prime_set
гільдрина-прайм: нейроптика (кресленик),hildryn_prime_neuroptics_blueprint
сокирка-прайм: ствол,larkspur_prime_barrel
тінь-прайм: мозок,shade_prime_cerebrum
тінь-прайм (комплект),shade_prime_set
сокирка-прайм: ложе,larkspur_prime_stock
гільдрина-прайм: каркас (кресленик),hildryn_prime_chassis_blueprint
сокирка-прайм: ствольна коробка,larkspur_prime_receiver
тінь-прайм: панцир,shade_prime_carapace
сокирка-прайм (кресленик),larkspur_prime_blueprint
реліквія літ s15,lith_s15_relic
реліквія мезо n14,meso_n14_relic
реліквія літ r3,lith_r3_relic
реліквія мезо d7,meso_d7_relic
реліквія аксі h6,axi_h6_relic
реліквія літ b11,lith_b11_relic
реліквія мезо s12,meso_s12_relic
реліквія літ h8,lith_h8_relic
реліквія мезо h4,meso_h4_relic
реліквія аксі g10,axi_g10_relic
реліквія аксі a16,axi_a16_relic
реліквія нео s17,neo_s17_relic
реліквія нео n22,neo_n22_relic
реліквія аксі b6,axi_b6_relic
реліквія аксі k11,axi_k11_relic
реліквія літ k10,lith_k10_relic
реліквія нео l2,neo_l2_relic
реліквія мезо p11,meso_p11_relic
основна перешкода,primary_obstruct
містичний намір,arcane_intention
допоміжне тремтіння,secondary_shiver
реліквія літ v10,lith_v10_relic
реліквія мезо p12,meso_p12_relic
стрілець із лука,longbow_sharpshot
панорама: нижній курган,netherbarrow_region_scene
рушнична вендета,shotgun_vendetta
панорама: опера крипти,undercroft_opera_scene
реліквія нео a10,neo_a10_relic
реліквія аксі k12,axi_k12_relic
реліквія аксі i3,axi_i3_relic
маґус «напад»,magus_aggress
реліквія мезо c7,meso_c7_relic
панорама: парк крипти,undercroft_park_scene
панорама: замкове місто,castle_town_scene
панорама: материкові хутори,mainland_hamlets_scene
містичний жнець,arcane_reaper
панорама: верхній прихисток,upperhaven_scene
вістря гори,mountains_edge
панорама: арена орозміїв,orowyrm_arena_scene
основне звеселяння,primary_exhilarate
цінта: верхнє плече (кресленик),cinta_upper_limb_blueprint
цінта: руків’я (кресленик),cinta_grip_blueprint
цінта: тятива (кресленик),cinta_string_blueprint
цінта (комплект),cinta_set
цінта: нижнє плече (кресленик),cinta_lower_limb_blueprint
панорама: амфітеатр дувірі,amphitheater_scene
намеш,namaes
хаав,haav
сіжань,xiran
панорама: печера тешина,teshins_cave_scene
сонн,seonn
панорама: альтанка архівістів,archarbor_scene
інаак,inaak
ленц-призма,prisma_lenz
сплеск свідомого,sentient_surge
залп свідомого,sentient_barrage
містичний підсилювач,arcane_power_ramp
основний занепад,primary_blight
допоміжний спалах,secondary_outburst
ковзний постріл парних пістолетів,akimbo_slip_shot
раута: ствол,rauta_barrel
раута (комплект),rauta_set
раута: ствольна коробка,rauta_receiver
раута: ложе,rauta_stock
реліквія нео l3,neo_l3_relic
реліквія мезо c8,meso_c8_relic
вісп-прайм: каркас (кресленик),wisp_prime_chassis_blueprint
ґунсен-прайм (кресленик),gunsen_prime_blueprint
ґунсен-прайм (комплект),gunsen_prime_set
фульмін-прайм (кресленик),fulmin_prime_blueprint
ґунсен-прайм: руків’я,gunsen_prime_handle
фульмін-прайм: ствол,fulmin_prime_barrel
реліквія нео c4,neo_c4_relic
реліквія нео d7,neo_d7_relic
вісп-прайм (комплект),wisp_prime_set
фульмін-прайм (комплект),fulmin_prime_set
фульмін-прайм: ложе,fulmin_prime_stock
вісп-прайм: нейроптика (кресленик),wisp_prime_neuroptics_blueprint
реліквія нео f2,neo_f2_relic
реліквія нео n23,neo_n23_relic
реліквія літ h9,lith_h9_relic
реліквія мезо g5,meso_g5_relic
безстрашний бастіон,intrepid_stand
реліквія аксі w3,axi_w3_relic
ґунсен-прайм: клинок,gunsen_prime_blade
витривалість ульфрана,ulfruns_endurance
реліквія літ w3,lith_w3_relic
реліквія мезо p13,meso_p13_relic
часова ерозія,temporal_erosion
вісп-прайм: системи (кресленик),wisp_prime_systems_blueprint
тіньова димка,shadow_haze
фульмін-прайм: ствольна коробка,fulmin_prime_receiver
реліквія мезо k6,meso_k6_relic
реліквія аксі h7,axi_h7_relic
реліквія нео t7,neo_t7_relic
вісп-прайм (кресленик),wisp_prime_blueprint
ексімова перевага,eximus_advantage
видозмінний магазин,metamorphic_magazine
панорама: падіння з трибуни,dais_cay_scene
панорама: околиці крипти,undercroft_outskirts_scene
панорама: малий острів,little_cay_scene
панорама: кратер,crater_cay_scene
панорама: звивисті острови,winding_isles_scene
панорама: острів із басейном,basin_cay_scene
панорама: табір даксів у крипті,undercroft_dax_camp_scene
панорама: місто крипти,undercroft_township_scene
панорама: лунаро в крипті,undercroft_lunaro_scene
оми-призма,prisma_ohma
реліквія літ l4,lith_l4_relic
панорама: приміщення крипти,undercroft_lodging_scene
реліквія аксі d4,axi_d4_relic
реліквія мезо f4,meso_f4_relic
реліквія нео b8,neo_b8_relic
реліквія літ m8,lith_m8_relic
реліквія літ o3,lith_o3_relic
реліквія літ g7,lith_g7_relic
реліквія мезо n15,meso_n15_relic
реліквія мезо z5,meso_z5_relic
реліквія аксі p5,axi_p5_relic
реліквія аксі a17,axi_a17_relic
реліквія аксі l6,axi_l6_relic
реліквія аксі g12,axi_g12_relic
реліквія аксі g11,axi_g11_relic
реліквія нео d8,neo_d8_relic
реліквія нео k7,neo_k7_relic
реліквія нео k6,neo_k6_relic
реліквія нео s18,neo_s18_relic
реліквія нео z10,neo_z10_relic
реліквія мезо w3,meso_w3_relic
реліквія мезо c9,meso_c9_relic
реліквія мезо p14,meso_p14_relic
реліквія мезо b8,meso_b8_relic
реліквія мезо m4,meso_m4_relic
реліквія літ n14,lith_n14_relic
реліквія літ t10,lith_t10_relic
реліквія літ c10,lith_c10_relic
реліквія літ r4,lith_r4_relic
реліквія літ g8,lith_g8_relic
ґрендель-прайм (комплект),grendel_prime_set
ґрендель-прайм (кресленик),grendel_prime_blueprint
ґрендель-прайм: нейроптика (кресленик),grendel_prime_neuroptics_blueprint
ґрендель-прайм: каркас (кресленик),grendel_prime_chassis_blueprint
ґрендель-прайм: системи (кресленик),grendel_prime_systems_blueprint
масетер-прайм (комплект),masseter_prime_set
масетер-прайм (кресленик),masseter_prime_blueprint
масетер-прайм: клинок,masseter_prime_blade
масетер-прайм: руків’я,masseter_prime_handle
зайлок-прайм (комплект),zylok_prime_set
зайлок-прайм (кресленик),zylok_prime_blueprint
зайлок-прайм: ствол,zylok_prime_barrel
зайлок-прайм: ствольна коробка,zylok_prime_receiver
каталізаторні щити,catalyzing_shields
астральний зв’язок,astral_bond
подвійний зв’язок,duplex_bond
затятий зв’язок,tenacious_bond
взаємний зв’язок,tandem_bond
заразливий зв’язок,contagious_bond
містичний зв’язок,mystic_bond
прихований зв’язок,covert_bond
відновний зв’язок,restorative_bond
важливий зв’язок,momentous_bond
повітряний зв’язок,aerial_bond
різнобічний зв’язок,manifold_bond
лиховісний зв’язок,vicious_bond
сейсмічний зв’язок,seismic_bond
посилений зв’язок,reinforced_bond
безодневий маяк,abyssal_beacon
ґотва-прайм,gotva_prime
реліквія нео t8,neo_t8_relic
панорама: архів альбрехта,albrecht’s_archive_scene
панорама: бюро альбрехта,albrecht’s_bureau_scene
панорама: святилище анатоміки,sanctum_anatomica_scene
панорама: розтрощена ущелина,fragmented_gorge_scene
панорама: завод анатоміки,fabrica_anatomica_scene
енергетичне сплетення,energy_nexus
підсилення влучності,precision_intensify
зачистка шепоту,cleanse_the_murmur
атомні опади,atomic_fallout
тремтяче зараження,shivering_contagion
погибель шепоту,bane_of_the_murmur
леткий різновид,volatile_variant
радіоактивне перезаряджання,radiated_reload
відстріл шепоту,expel_the_murmur
критична мутація,critical_mutation
пришвидшений ізотоп,accelerated_isotope
фокусний радон,focus_radon
готова сталь,ready_steel
прикликання зати,xata_invocation
прикликання вом,vome_invocation
прикликання різ,ris_invocation
прикликання нетри,netra_invocation
наспів лоук,lohk_canticle
наспів кра,khra_canticle
наспів джаху,jahu_canticle
наспів фасса,fass_canticle
досягання можливості,opportunitys_reach
ідеальні умови,conditions_perfection
майстерні удари,masters_edge
гнів сновиди,dreamers_wrath
гідна дисципліна,disciplines_merit
прорив утримування,containment_breach
вирізання шепоту,smite_the_murmur
праймоване переспрямування,primed_redirection
мандонель (комплект),mandonel_set
мандонель (кресленик),mandonel_blueprint
мандонель: ствол,mandonel_barrel
мандонель: ствольна коробка,mandonel_receiver
мандонель: ложе,mandonel_stock
рукопашний вплив,melee_influence
рукопашна відплата,melee_retaliation
рукопашне крещендо,melee_crescendo
рукопашний вир,melee_vortex
рукопашна ворожість,melee_animosity
рукопашне виявлення,melee_exposure
рукопашна копія,melee_duplicate
рукопашне посилення,melee_fortification
праймована конвульсія,primed_convulsion
ґаусс-прайм (комплект),gauss_prime_set
ґаусс-прайм (кресленик),gauss_prime_blueprint
ґаусс-прайм: нейроптика (кресленик),gauss_prime_neuroptics_blueprint
ґаусс-прайм: каркас (кресленик),gauss_prime_chassis_blueprint
ґаусс-прайм: системи (кресленик),gauss_prime_systems_blueprint
реліквія аксі a18,axi_a18_relic
реліквія аксі p6,axi_p6_relic
реліквія аксі d5,axi_d5_relic
реліквія аксі b7,axi_b7_relic
реліквія нео a11,neo_a11_relic
реліквія нео w1,neo_w1_relic
реліквія нео f3,neo_f3_relic
реліквія мезо b9,meso_b9_relic
реліквія мезо g6,meso_g6_relic
реліквія мезо a5,meso_a5_relic
реліквія мезо h6,meso_h6_relic
реліквія мезо h5,meso_h5_relic
реліквія літ g10,lith_g10_relic
реліквія літ p8,lith_p8_relic
реліквія літ g9,lith_g9_relic
реліквія літ r5,lith_r5_relic
реліквія літ a6,lith_a6_relic
реліквія літ c11,lith_c11_relic
акарій-прайм (комплект),akarius_prime_set
акарій-прайм (кресленик),akarius_prime_blueprint
акарій-прайм: ствол,akarius_prime_barrel
акарій-прайм: ствольна коробка,akarius_prime_receiver
акарій-прайм: спаровувач,akarius_prime_link
аксельтра-прайм (комплект),acceltra_prime_set
аксельтра-прайм (кресленик),acceltra_prime_blueprint
аксельтра-прайм: ствол,acceltra_prime_barrel
аксельтра-прайм: ствольна коробка,acceltra_prime_receiver
аксельтра-прайм: ложе,acceltra_prime_stock
зв’язок сновиди,dreamers_bond
критичне плавлення,critical_meltdown
реліквія аксі v11,axi_v11_relic
реліквія аксі c8,axi_c8_relic
реліквія нео p5,neo_p5_relic
реліквія мезо c10,meso_c10_relic
реліквія мезо a6,meso_a6_relic
реліквія літ g11,lith_g11_relic
реліквія літ t11,lith_t11_relic
панорама: відступ данте,dantes_retreat_scene
панорама: покинуте судно,the_abandoned_vessel_scene
віддана меруліна,loyal_merulina
гнів укко,wrath_of_ukko
ухильна відплата,elusive_retribution
божественна відплата,divine_retribution
шкідлива принада,damage_decoy
паразитична життєвість,parasitic_vitality
гідні списники,axios_javelineers
рекристалізація,recrystalize
відпочинок воїтеля,warriors_rest
захист оберігача,guardian_armor
валентний ряд,valence_formation
протея-прайм (комплект),protea_prime_set
протея-прайм (кресленик),protea_prime_blueprint
протея-прайм: нейроптика (кресленик),protea_prime_neuroptics_blueprint
протея-прайм: каркас (кресленик),protea_prime_chassis_blueprint
протея-прайм: системи (кресленик),protea_prime_systems_blueprint
реліквія аксі b8,axi_b8_relic
реліквія аксі f2,axi_f2_relic
реліквія аксі p7,axi_p7_relic
реліквія нео m5,neo_m5_relic
реліквія нео a12,neo_a12_relic
реліквія нео p6,neo_p6_relic
реліквія нео o2,neo_o2_relic
реліквія мезо w5,meso_w5_relic
реліквія мезо w4,meso_w4_relic
реліквія мезо g7,meso_g7_relic
реліквія мезо v9,meso_v9_relic
реліквія літ t12,lith_t12_relic
реліквія літ p9,lith_p9_relic
велокс-прайм (комплект),velox_prime_set
велокс-прайм (кресленик),velox_prime_blueprint
велокс-прайм: ствол,velox_prime_barrel
велокс-прайм: ствольна коробка,velox_prime_receiver
окіни-прайм (комплект),okina_prime_set
окіни-прайм (кресленик),okina_prime_blueprint
окіни-прайм: руків’я,okina_prime_handle
окіни-прайм: клинок,okina_prime_blade
перекидання обойми,clip_delegation
фотонний надзаряд,photon_overcharge
цінта (кресленик),cinta_blueprint
містична хурделиця,arcane_ice_storm
допоміжний сплеск,secondary_surge
містичний акумулятор,arcane_battery
допоміжне зміцнення,secondary_fortifier
симулякр «бальна зала»,the_ballroom_simulacrum
симулякр «цитадель»,the_citadel_simulacrum
симулякр «арена орозмія»,orowyrm_arena_simulacrum
симулякр «святилище»,sanctum_simulacrum
симулякр «арена зануки»,zanuka_arena_simulacrum
симулякр «ґрінерський астероїд»,grineer_asteroid_simulacrum
симулякр «орокінський блукач»,orokin_derelict_simulacrum
симулякр «арена амбулас»,ambulas_arena_simulacrum
симулякр «храм багряної вуалі»,red_veil_temple_simulacrum
симулякр «місячний двір»,moonlit_courtyard_simulacrum
стихійна рушниця,shotgun_elementalist
самозарядна рушнична канонада,shotgun_cannonade
стихійна гвинтівка,rifle_elementalist
самозарядна гвинтівкова канонада,semi_rifle_cannonade
стихійний пістолет,pistol_elementalist
самозарядна пістолетна канонада,semi_pistol_cannonade
стихійна холодна зброя,melee_elementalist
поширення темряви,dark_propagation
часове артприкриття,temporal_artillery
примарний дух,spectral_spirit
стіна руйнування,wrecking_wall
близьке лихо,melee_afflictions
праймовані подвійні набої,primed_dual_rounds
реліквія літ e1,lith_e1_relic
реліквія літ k11,lith_k11_relic
реліквія літ h10,lith_h10_relic
реліквія мезо s14,meso_s14_relic
реліквія мезо b10,meso_b10_relic
реліквія мезо n16,meso_n16_relic
реліквія мезо s13,meso_s13_relic
реліквія нео g5,neo_g5_relic
реліквія аксі r4,axi_r4_relic
реліквія аксі t11,axi_t11_relic
реліквія аксі s15,axi_s15_relic
праймована смертоносна дієвість,primed_deadly_efficiency
реліквія нео g6,neo_g6_relic
реліквія аксі m5,axi_m5_relic
акмагнус-прайм (комплект),akmagnus_prime_set
акмагнус-прайм (кресленик),akmagnus_prime_blueprint
акмагнус-прайм: спаровувач,akmagnus_prime_link
севаґот-прайм (комплект),sevagoth_prime_set
севаґот-прайм (кресленик),sevagoth_prime_blueprint
севаґот-прайм: нейроптика (кресленик),sevagoth_prime_neuroptics_blueprint
севаґот-прайм: каркас (кресленик),sevagoth_prime_chassis_blueprint
севаґот-прайм: системи (кресленик),sevagoth_prime_systems_blueprint
реліквія аксі s17,axi_s17_relic
реліквія аксі s16,axi_s16_relic
реліквія аксі o6,axi_o6_relic
реліквія нео p7,neo_p7_relic
реліквія нео b9,neo_b9_relic
реліквія нео z11,neo_z11_relic
реліквія нео g7,neo_g7_relic
реліквія нео a13,neo_a13_relic
реліквія нео e4,neo_e4_relic
реліквія мезо f5,meso_f5_relic
реліквія мезо a7,meso_a7_relic
реліквія мезо h7,meso_h7_relic
реліквія мезо n17,meso_n17_relic
реліквія літ g12,lith_g12_relic
реліквія літ n15,lith_n15_relic
реліквія літ w4,lith_w4_relic
реліквія літ c12,lith_c12_relic
епітафія-прайм (комплект),epitaph_prime_set
епітафія-прайм (кресленик),epitaph_prime_blueprint
епітафія-прайм: ствол,epitaph_prime_barrel
епітафія-прайм: ствольна коробка,epitaph_prime_receiver
наутилус-прайм (комплект),nautilus_prime_set
наутилус-прайм (кресленик),nautilus_prime_blueprint
наутилус-прайм: мозок,nautilus_prime_cerebrum
наутилус-прайм: панцир,nautilus_prime_carapace
наутилус-прайм: системи,nautilus_prime_systems
пекуча ненависть,burning_hate
незримий жах,unseen_dread
здобич дайнара,prey_of_dynar
буревій еґіди,aegis_gale
перезаряджання котушки,coil_recharge
гастрит,gastro
зубці хіґаси,higasa_serration
тиск аманати,amanata_pressure
септичні пазурі,sepsis_claws
палючі пазурі,burning_claws
шокувальні пазурі,shocking_claws
холодні пазурі,chilling_claws
поведінка: убивство,assassin_posture
поведінка: шаленство,frenzied_posture
поведінка: захист,protector_posture
поведінка: наполегливість,persistent_posture
поведінка: ухилення,elusive_posture
поведінка: рівновага,balanced_posture
винахідливі пошуковці,resourceful_retriever
віддані пошуковці,loyal_retriever
щедрі пошуковці,prosperous_retriever
загартовування точності,precision_conditioning
опір невразливості,immunity_resistance
магнетичний удар,magnetic_strike
каламар,bell_ringer
кровожерливість,bloodthirst
загартовування спроможності,disabling_conditioning
природний відбір,cull_the_weak
загартовування жорстокості,brute_conditioning
гартована сталь,galvanized_steel
гартовані рефлекси,galvanized_reflex
гартована стихія,galvanized_elementalist
реліквія літ d6,lith_d6_relic
реліквія мезо h8,meso_h8_relic
реліквія нео c5,neo_c5_relic
реліквія нео k8,neo_k8_relic
реліквія аксі g13,axi_g13_relic
реліквія аксі n11,axi_n11_relic
заку-прайм (комплект),xaku_prime_set
заку-прайм (кресленик),xaku_prime_blueprint
заку-прайм: нейроптика (кресленик),xaku_prime_neuroptics_blueprint
заку-прайм: каркас (кресленик),xaku_prime_chassis_blueprint
заку-прайм: системи (кресленик),xaku_prime_systems_blueprint
трунарка-прайм (комплект),trumna_prime_set
трунарка-прайм (кресленик),trumna_prime_blueprint
трунарка-прайм: ствол,trumna_prime_barrel
трунарка-прайм: ствольна коробка,trumna_prime_receiver
трунарка-прайм: ложе,trumna_prime_stock
квас-прайм (комплект),quassus_prime_set
квас-прайм (кресленик),quassus_prime_blueprint
квас-прайм: руків’я,quassus_prime_handle
квас-прайм: клинок,quassus_prime_blade
реліквія аксі a19,axi_a19_relic
реліквія аксі g14,axi_g14_relic
реліквія аксі h8,axi_h8_relic
реліквія аксі t12,axi_t12_relic
реліквія нео w2,neo_w2_relic
реліквія нео g8,neo_g8_relic
реліквія нео q1,neo_q1_relic
реліквія нео l4,neo_l4_relic
реліквія мезо v10,meso_v10_relic
реліквія мезо t7,meso_t7_relic
реліквія мезо e6,meso_e6_relic
реліквія мезо g8,meso_g8_relic
реліквія літ m9,lith_m9_relic
реліквія літ g13,lith_g13_relic
реліквія літ n16,lith_n16_relic
реліквія літ x1,lith_x1_relic
містичний присмерк,arcane_crepuscular
містичний штурхіт,arcane_impetus
основна суть,primary_crux
допоміжне послаблення,secondary_enervate
рукопашна доблесть,melee_doughty
містичні помічники,arcane_camisado
містична войовничість,arcane_bellicose
містична грубість,arcane_truculence
симулякр «торговельний центр — ротунда»,mall_rotunda_simulacrum
симулякр «голвенійський двір»,höllvanian_courtyard_simulacrum
панорама: голвенійська тераса влітку,höllvanian_terrace_in_summer
панорама: магазин електроніки «технотитан»,tech_titan_electronics_store
панорама: голвенійське перехрестя взимку,höllvanian_intersection_in_winter
голвенійське метро торговельного центру,höllvania_central_mall_subway
панорама: голвенійський спальний район улітку,höllvanian_tenements_in_summer
панорама: голвенійський історичний квартал навесні,höllvanian_historic_quarter_in_spring
панорама: голвенійське старе місто восени,höllvanian_old_town_in_fall
панорама: аркадний автомат «орбіта»,orbit_arcade
панорама: потаємна кімната,central_mall_backroom
магнетичні пухирці,magnetic_welt
магнетичне ковзання,magnetic_strafe
радонові пазурі,radon_claws
магнетичні пазурі,magnetic_claws
основна гострозорість,primary_acuity
примарні зубці,spectral_serration
магнетична місткість,magnetic_capacity
пістолетна гострозорість,pistol_acuity
безжальна стрілянина,merciless_gunfight
магнетичний наступ,magnetic_rush
гідне товариство,worthy_comradery
гнів господарів,summoner’s_wrath
магнетичний цикл,magnetized_cycle
магнетичне ядро,magnetized_core
розвідниця (комплект),reconifex_set
розвідниця: ствол,reconifex_barrel
розвідниця: ствольна коробка,reconifex_receiver
розвідниця: ложе,reconifex_stock
веспер-77 (комплект),vesper_77_set
веспер-77: ствол,vesper_77_barrel
веспер-77: ствольна коробка,vesper_77_receiver
веспер-77: руків’я,vesper_77_handle
цедо-прайм (комплект),cedo_prime_set
цедо-прайм (кресленик),cedo_prime_blueprint
цедо-прайм: ствольна коробка,cedo_prime_receiver
цедо-прайм: ствол,cedo_prime_barrel
цедо-прайм: ложе,cedo_prime_stock
парні зорени-прайм (комплект),dual_zoren_prime_set
парні зорени-прайм (кресленик),dual_zoren_prime_blueprint
парні зорени-прайм: руків’я,dual_zoren_prime_handle
парні зорени-прайм: клинок,dual_zoren_prime_blade
лавос-прайм (комплект),lavos_prime_set
лавос-прайм (кресленик),lavos_prime_blueprint
лавос-прайм: нейроптика (кресленик),lavos_prime_neuroptics_blueprint
лавос-прайм: каркас (кресленик),lavos_prime_chassis_blueprint
лавос-прайм: системи (кресленик),lavos_prime_systems_blueprint
реліквія аксі p9,axi_p9_relic
реліквія аксі m6,axi_m6_relic
реліквія аксі z2,axi_z2_relic
реліквія аксі f3,axi_f3_relic
реліквія аксі p8,axi_p8_relic
реліквія нео d9,neo_d9_relic
реліквія нео t9,neo_t9_relic
реліквія нео x1,neo_x1_relic
реліквія нео c6,neo_c6_relic
реліквія мезо a8,meso_a8_relic
реліквія літ s16,lith_s16_relic
реліквія літ a7,lith_a7_relic
реліквія літ q1,lith_q1_relic
реліквія літ l5,lith_l5_relic
реліквія мезо p15,meso_p15_relic
біотичні набої,biotic_rounds
свинцевий газ,leaded_gas
реліквія літ s17,lith_s17_relic
реліквія мезо s15,meso_s15_relic
реліквія мезо m5,meso_m5_relic
реліквія нео n19,neo_n19_relic
реліквія нео s19,neo_s19_relic
реліквія аксі n12,axi_n12_relic
хробакогін,worm_away
відстежувач троянів,trojan_tracker
убезпечене пз,soft_safe
анти-в,anti_v
точний біт,byteryte
чистюня,keep_clean
дискочист,drive_duster
комп’ютерний поліцай,computer_cop
швидке виправлення,quick_correct
імунний щит,immuno_shield
миттєвий захист,instant_secure
блокувальник загроз,threat_blocker
турбозахист,turbo_protect
панорама: стадіон «техноцитної коди»,technocyte_coda_stadium_scene
катаклізмова брама,cataclysmic_gate
удача омікуджі,omikujis_fortune
сферична провідність,conductive_sphere
тигельне злиття,fused_crucible
містична втеча,arcane_escapist
містичний постріл,arcane_hot_shot
містичні універсальні опади,arcane_universal_fallout
бунт-848 (комплект),riot_848_set
бунт-848: ствол (кресленик),riot_848_barrel
бунт-848: ствольна коробка (кресленик),riot_848_receiver
бунт-848: ложе (кресленик),riot_848_stock
чистильник-1 (комплект),purgator_1_set
чистильник-1: ствол,purgator_1_barrel
чистильник-1: ствольна коробка,purgator_1_receiver
чистильник-1: ложе,purgator_1_stock
ефв-5 «юпітер» (комплект),efv_5_jupiter_set
ефв-5 «юпітер»: ствол,efv_5_jupiter_barrel
ефв-5 «юпітер»: ствольна коробка,efv_5_jupiter_receiver
ефв-5 «юпітер»: ложе,efv_5_jupiter_stock
ефв-8 «марс» (комплект),efv_8_mars_set
ефв-8 «марс»: ствол,efv_8_mars_barrel
ефв-8 «марс»: ствольна коробка,efv_8_mars_receiver
ефв-8 «марс»: ложе,efv_8_mars_stock
парні гнойовики (комплект),dual_viciss_set
парні гнойовики: клинок,dual_viciss_blade
парні гнойовики: ефес,dual_viciss_hilt
праймовані тверді руки,primed_steady_hands
праймований стабілізатор,primed_stabilizer
праймоване врівноваження,primed_counterbalance
реліквія літ a8,lith_a8_relic
реліквія літ q2,lith_q2_relic
реліквія літ y1,lith_y1_relic
реліквія літ z4,lith_z4_relic
реліквія мезо k7,meso_k7_relic
реліквія мезо p16,meso_p16_relic
реліквія нео a14,neo_a14_relic
реліквія нео d10,neo_d10_relic
реліквія нео g9,neo_g9_relic
реліквія аксі n13,axi_n13_relic
реліквія аксі v12,axi_v12_relic
реліквія аксі y1,axi_y1_relic
ярелі-прайм (комплект),yareli_prime_set
ярелі-прайм (кресленик),yareli_prime_blueprint
ярелі-прайм: нейроптика (кресленик),yareli_prime_neuroptics_blueprint
ярелі-прайм: каркас (кресленик),yareli_prime_chassis_blueprint
ярелі-прайм: системи (кресленик),yareli_prime_systems_blueprint
дайк’ю-прайм (комплект),daikyu_prime_set
дайк’ю-прайм (кресленик),daikyu_prime_blueprint
дайк’ю-прайм: нижнє плече,daikyu_prime_lower_limb
дайк’ю-прайм: верхнє плече,daikyu_prime_upper_limb
дайк’ю-прайм: руків’я,daikyu_prime_grip
дайк’ю-прайм: тятива,daikyu_prime_string
компресса-прайм (комплект),kompressa_prime_set
компресса-прайм (кресленик),kompressa_prime_blueprint
компресса-прайм: ствол,kompressa_prime_barrel
компресса-прайм: ствольна коробка,kompressa_prime_reciever
реліквія аксі c9,axi_c9_relic
панорама: завалені підземелля голвенії,höllvanian_collapsed_underground_scene
панорама: ігрова лаво,lavos_playplace_scene
панорама: голвенійський метрополітен,höllvanian_subway_junction_scene
реліквія літ t13,lith_t13_relic
реліквія літ a9,lith_a9_relic
реліквія мезо r6,meso_r6_relic
реліквія нео p8,neo_p8_relic
реліквія аксі b9,axi_b9_relic
реліквія мезо t8,meso_t8_relic
реліквія літ m10,lith_m10_relic
больові точки,pain_points
спонтанна сингулярність,spontaneous_singularity
вибухове відшкодування,volatile_recompense
призматичний супутник,prismatic_companion
закручений обстріл,razor_mortar
вирок джейд,jades_judgment
праймоване вирізання шепоту,primed_smite_the_murmur
панорама: арена восьминогих,octopede_arena_scene
панорама: ткаля островів «хмарний острівець»,isleweaver_cloud_islet_scene
