ru,slug
мерзкий разряд,vile_discharge
реликвия мезо h2,meso_h2_relic
хистрикс прайм: ствол,hystrix_prime_barrel
реликвия мезо v7,meso_v7_relic
кора прайм: нейрооптика (чертеж),khora_prime_neuroptics_blueprint
парные кересы прайм (чертеж),dual_keres_prime_blueprint
реликвия нео s15,neo_s15_relic
реликвия акси s12,axi_s12_relic
критическая точность,critical_precision
кора прайм: система (чертеж),khora_prime_systems_blueprint
парные кересы прайм: лезвие,dual_keres_prime_blade
специфичный приём,peculiar_audience
архонтовое усиление,archon_intensify
реликвия лит n13,lith_n13_relic
реликвия нео z9,neo_z9_relic
архонтовая непрерывность,archon_continuity
реликвия мезо w2,meso_w2_relic
реликвия нео e3,neo_e3_relic
архонтовый поток,archon_flow
архонтовая живучесть,archon_vitality
реликвия акси t9,axi_t9_relic
архонтовое растяжение,archon_stretch
реликвия лит s13,lith_s13_relic
реликвия лит h6,lith_h6_relic
татсу прайм: лезвие,tatsu_prime_blade
реликвия нео t6,neo_t6_relic
реликвия мезо p10,meso_p10_relic
ревенант прайм: каркас (чертеж),revenant_prime_chassis_blueprint
ревенант прайм: система (чертеж),revenant_prime_systems_blueprint
татсу прайм: комплект,tatsu_prime_set
татсу прайм (чертеж),tatsu_prime_blueprint
реликвия мезо n13,meso_n13_relic
ревенант прайм: комплект,revenant_prime_set
фантазма прайм: ствол,phantasma_prime_barrel
реликвия лит p6,lith_p6_relic
ревенант прайм: нейрооптика (чертеж),revenant_prime_neuroptics_blueprint
татсу прайм: рукоять,tatsu_prime_handle
реликвия мезо k4,meso_k4_relic
фантазма прайм (чертеж),phantasma_prime_blueprint
фантазма прайм: комплект,phantasma_prime_set
реликвия лит h5,lith_h5_relic
реликвия акси t10,axi_t10_relic
фантазма прайм: приёмник,phantasma_prime_receiver
реликвия акси n9,axi_n9_relic
реликвия лит r2,lith_r2_relic
ревенант прайм (чертеж),revenant_prime_blueprint
реликвия мезо p9,meso_p9_relic
реликвия лит s14,lith_s14_relic
фантазма прайм: приклад,phantasma_prime_stock
реликвия лит b9,lith_b9_relic
реликвия акси a15,axi_a15_relic
реликвия акси s13,axi_s13_relic
реликвия нео s16,neo_s16_relic
реликвия нео i3,neo_i3_relic
реликвия мезо o6,meso_o6_relic
верикрес,vericres
вольтаж сопряжения,conjunction_voltage
основное обморожение,primary_frostbite
мистический восход,arcane_rise
перигаль: комплект,perigale_set
сцена: срывающий вуаль - лес,veilbreak_forest_scene
перигаль: приклад,perigale_stock
сарофанг: лезвие,sarofang_blade
сцена: срывающий вуаль - фабрика,veilbreak_factory_scene
сцена: циркулюс луа,lua_circulus_scene
мистическое благословение,arcane_blessing
сарофанг: рукоять,sarofang_handle
сарофанг: комплект,sarofang_set
сцена: срывающий вуаль - мюрекс,veilbreak_murex_scene
перигаль: ствол,perigale_barrel
перигаль: приёмник,perigale_receiver
реликвия лит g6,lith_g6_relic
реликвия акси s14,axi_s14_relic
реликвия мезо t6,meso_t6_relic
реликвия нео c3,neo_c3_relic
баруук прайм: каркас (чертеж),baruuk_prime_chassis_blueprint
реликвия мезо a4,meso_a4_relic
реликвия акси n10,axi_n10_relic
реликвия акси b5,axi_b5_relic
реликвия нео a8,neo_a8_relic
реликвия мезо v8,meso_v8_relic
баруук прайм (чертеж),baruuk_prime_blueprint
реликвия нео k5,neo_k5_relic
реликвия мезо k5,meso_k5_relic
реликвия лит v9,lith_v9_relic
реликвия лит b10,lith_b10_relic
реликвия нео a7,neo_a7_relic
реликвия акси g9,axi_g9_relic
баруук прайм: система (чертеж),baruuk_prime_systems_blueprint
реликвия нео d6,neo_d6_relic
реликвия акси f1,axi_f1_relic
баруук прайм: нейрооптика (чертеж),baruuk_prime_neuroptics_blueprint
реликвия мезо r5,meso_r5_relic
реликвия лит a5,lith_a5_relic
баруук прайм: комплект,baruuk_prime_set
реликвия лит h7,lith_h7_relic
кобра и журавль прайм: щит,cobra_and_crane_prime_guard
афурис прайм: ствол,afuris_prime_barrel
афурис прайм: комплект,afuris_prime_set
афурис прайм: связь,afuris_prime_link
кобра и журавль прайм (чертеж),cobra_and_crane_prime_blueprint
афурис прайм (чертеж),afuris_prime_blueprint
кобра и журавль прайм: лезвие,cobra_and_crane_prime_blade
кобра и журавль прайм: рукоять,cobra_and_crane_prime_hilt
кобра и журавль прайм: комплект,cobra_and_crane_prime_set
афурис прайм: приёмник,afuris_prime_receiver
коруфелл: приёмник,corufell_receiver
основная пулевая броня,primary_plated_round
дробленый шторм,shattered_storm
катодный ток,cathode_current
мистическая стойкость,arcane_steadfast
реликвия лит d5,lith_d5_relic
стефлос: ствол,steflos_barrel
стефлос: приклад,steflos_stock
стефлос: комплект,steflos_set
коруфелл: комплект,corufell_set
коруфелл: рукоять,corufell_handle
реликвия лит p7,lith_p7_relic
мистическое запутывание,arcane_double_back
вторичное родство,secondary_kinship
стефлос: приёмник,steflos_receiver
страж мерулины,merulina_guardian
щит месмера,mesmer_shield
реликвия нео r5,neo_r5_relic
вторичное обременение,secondary_encumber
реликвия нео a9,neo_a9_relic
реликвия мезо l2,meso_l2_relic
реликвия акси m4,axi_m4_relic
сцена: последнее желание цитрины - фабрика,citrines_last_wish_factory_scene
коруфелл: ствол,corufell_barrel
хильдрин прайм (чертеж),hildryn_prime_blueprint
хильдрин прайм: система (чертеж),hildryn_prime_systems_blueprint
шейд прайм (чертеж),shade_prime_blueprint
хильдрин прайм: комплект,hildryn_prime_set
шейд прайм: система,shade_prime_systems
ларкспур прайм: комплект,larkspur_prime_set
хильдрин прайм: нейрооптика (чертеж),hildryn_prime_neuroptics_blueprint
ларкспур прайм: ствол,larkspur_prime_barrel
шейд прайм: мозг,shade_prime_cerebrum
шейд прайм: комплект,shade_prime_set
ларкспур прайм: приклад,larkspur_prime_stock
хильдрин прайм: каркас (чертеж),hildryn_prime_chassis_blueprint
ларкспур прайм: приёмник,larkspur_prime_receiver
шейд прайм: панцирь,shade_prime_carapace
ларкспур прайм (чертеж),larkspur_prime_blueprint
реликвия лит s15,lith_s15_relic
реликвия мезо n14,meso_n14_relic
реликвия лит r3,lith_r3_relic
реликвия мезо d7,meso_d7_relic
реликвия акси h6,axi_h6_relic
реликвия лит b11,lith_b11_relic
реликвия мезо s12,meso_s12_relic
реликвия лит h8,lith_h8_relic
реликвия мезо h4,meso_h4_relic
реликвия акси g10,axi_g10_relic
реликвия акси a16,axi_a16_relic
реликвия нео s17,neo_s17_relic
реликвия нео n22,neo_n22_relic
реликвия акси b6,axi_b6_relic
реликвия акси k11,axi_k11_relic
реликвия лит k10,lith_k10_relic
реликвия нео l2,neo_l2_relic
реликвия мезо p11,meso_p11_relic
основное препятствие,primary_obstruct
мистическое намерение,arcane_intention
вторичная дрожь,secondary_shiver
реликвия лит v10,lith_v10_relic
реликвия мезо p12,meso_p12_relic
меткая стрела,longbow_sharpshot
сцена: пустошь,netherbarrow_region_scene
вендетта дробовика,shotgun_vendetta
сцена: опера подземелья,undercroft_opera_scene
реликвия нео a10,neo_a10_relic
реликвия акси k12,axi_k12_relic
реликвия акси i3,axi_i3_relic
агрессия волхва,magus_aggress
реликвия мезо c7,meso_c7_relic
сцена: парк подземелья,undercroft_park_scene
сцена: замковый город,castle_town_scene
сцена: материковые деревушки,mainland_hamlets_scene
мистический жнец,arcane_reaper
сцена: верхнее убежище,upperhaven_scene
край горы,mountains_edge
сцена: арена оровирма,orowyrm_arena_scene
основное веселье,primary_exhilarate
синта: верхнее плечо (чертеж),cinta_upper_limb_blueprint
синта: рукоять (чертеж),cinta_grip_blueprint
синта: тетива (чертеж),cinta_string_blueprint
синта: комплект,cinta_set
синта: нижнее плечо (чертеж),cinta_lower_limb_blueprint
сцена: амфитеатр,amphitheater_scene
намэс,namaes
хаав,haav
ксиран,xiran
сцена: пещера тешина,teshins_cave_scene
сеонн,seonn
сцена: арочная гавань,archarbor_scene
инаак,inaak
ленц призма,prisma_lenz
всплеск владеющего разумом,sentient_surge
шквал владеющего разумом,sentient_barrage
мистический усилитель,arcane_power_ramp
основная пагубность,primary_blight
вторичный взрыв,secondary_outburst
парный скользящий выстрел,akimbo_slip_shot
раута: ствол,rauta_barrel
раута: комплект,rauta_set
раута: приёмник,rauta_receiver
раута: приклад,rauta_stock
реликвия нео l3,neo_l3_relic
реликвия мезо c8,meso_c8_relic
висп прайм: каркас (чертеж),wisp_prime_chassis_blueprint
гансен прайм (чертеж),gunsen_prime_blueprint
гансен прайм: комплект,gunsen_prime_set
фульмин прайм (чертеж),fulmin_prime_blueprint
гансен прайм: рукоять,gunsen_prime_handle
фульмин прайм: ствол,fulmin_prime_barrel
реликвия нео c4,neo_c4_relic
реликвия нео d7,neo_d7_relic
висп прайм: комплект,wisp_prime_set
фульмин прайм: комплект,fulmin_prime_set
фульмин прайм: приклад,fulmin_prime_stock
висп прайм: нейрооптика (чертеж),wisp_prime_neuroptics_blueprint
реликвия нео f2,neo_f2_relic
реликвия нео n23,neo_n23_relic
реликвия лит h9,lith_h9_relic
реликвия мезо g5,meso_g5_relic
непоколебимый бастион,intrepid_stand
реликвия акси w3,axi_w3_relic
гансен прайм: клинок,gunsen_prime_blade
выносливость ульфруна,ulfruns_endurance
реликвия лит w3,lith_w3_relic
реликвия мезо p13,meso_p13_relic
временная эрозия,temporal_erosion
висп прайм: система (чертеж),wisp_prime_systems_blueprint
теневая дымка,shadow_haze
фульмин прайм: приёмник,fulmin_prime_receiver
реликвия мезо k6,meso_k6_relic
реликвия акси h7,axi_h7_relic
реликвия нео t7,neo_t7_relic
висп прайм (чертеж),wisp_prime_blueprint
преимущество эксимуса,eximus_advantage
метаморфозный магазин,metamorphic_magazine
сцена: помост,dais_cay_scene
сцена: окраина подземелья,undercroft_outskirts_scene
сцена: маленький остров,little_cay_scene
сцена: кратер,crater_cay_scene
сцена: извилистые острова,winding_isles_scene
сцена: остров с бассейном,basin_cay_scene
сцена: лагерь даксов в подземелье,undercroft_dax_camp_scene
сцена: город подземелья,undercroft_township_scene
сцена: лунаро в подземелье,undercroft_lunaro_scene
ома призма,prisma_ohma
реликвия лит l4,lith_l4_relic
сцена: помещение подземелья,undercroft_lodging_scene
реликвия акси d4,axi_d4_relic
реликвия мезо f4,meso_f4_relic
реликвия нео b8,neo_b8_relic
реликвия лит m8,lith_m8_relic
реликвия лит o3,lith_o3_relic
реликвия лит g7,lith_g7_relic
реликвия мезо n15,meso_n15_relic
реликвия мезо z5,meso_z5_relic
реликвия акси p5,axi_p5_relic
реликвия акси a17,axi_a17_relic
реликвия акси l6,axi_l6_relic
реликвия акси g12,axi_g12_relic
реликвия акси g11,axi_g11_relic
реликвия нео d8,neo_d8_relic
реликвия нео k7,neo_k7_relic
реликвия нео k6,neo_k6_relic
реликвия нео s18,neo_s18_relic
реликвия нео z10,neo_z10_relic
реликвия мезо w3,meso_w3_relic
реликвия мезо c9,meso_c9_relic
реликвия мезо p14,meso_p14_relic
реликвия мезо b8,meso_b8_relic
реликвия мезо m4,meso_m4_relic
реликвия лит n14,lith_n14_relic
реликвия лит t10,lith_t10_relic
реликвия лит c10,lith_c10_relic
реликвия лит r4,lith_r4_relic
реликвия лит g8,lith_g8_relic
грендель прайм: комплект,grendel_prime_set
грендель прайм (чертеж),grendel_prime_blueprint
грендель прайм: нейрооптика (чертеж),grendel_prime_neuroptics_blueprint
грендель прайм: каркас (чертеж),grendel_prime_chassis_blueprint
грендель прайм: система (чертеж),grendel_prime_systems_blueprint
массетер прайм: комплект,masseter_prime_set
массетер прайм (чертеж),masseter_prime_blueprint
массетер прайм: лезвие,masseter_prime_blade
массетер прайм: рукоять,masseter_prime_handle
зайлок прайм: комплект,zylok_prime_set
зайлок прайм (чертеж),zylok_prime_blueprint
зайлок прайм: ствол,zylok_prime_barrel
зайлок прайм: приёмник,zylok_prime_receiver
катализирующие щиты,catalyzing_shields
астральная связь,astral_bond
двойная связь,duplex_bond
цепкая связь,tenacious_bond
тандемная связь,tandem_bond
заразная связь,contagious_bond
мистическая связь,mystic_bond
тайная связь,covert_bond
восстановительная связь,restorative_bond
знаменательная связь,momentous_bond
воздушная связь,aerial_bond
разнородная связь,manifold_bond
порочная связь,vicious_bond
сейсмическая связь,seismic_bond
усиленная связь,reinforced_bond
абиссальный маячок,abyssal_beacon
готва прайм,gotva_prime
реликвия нео t8,neo_t8_relic
сцена: архив альбрехта,albrecht’s_archive_scene
сцена: кабинет альбрехта,albrecht’s_bureau_scene
сцена: санктум анатомика,sanctum_anatomica_scene
сцена: ущелье фрагментированных,fragmented_gorge_scene
сцена: фабрика анатомика,fabrica_anatomica_scene
энергетический нексус,energy_nexus
точность усиления,precision_intensify
зачистка: шёпот,cleanse_the_murmur
атомные осадки,atomic_fallout
дрожащая зараза,shivering_contagion
погибель: шёпот,bane_of_the_murmur
неустойчивый вариант,volatile_variant
радиационная перезарядка,radiated_reload
изгнание: шёпот,expel_the_murmur
критическая мутация,critical_mutation
ускоренный изотоп,accelerated_isotope
фокус радон,focus_radon
готовая сталь,ready_steel
призыв ксеты,xata_invocation
призыв воум,vome_invocation
призыв риз,ris_invocation
призыв нетры,netra_invocation
напев лока,lohk_canticle
напев кхра,khra_canticle
напев джаху,jahu_canticle
напев фэза,fass_canticle
достижение возможности,opportunitys_reach
совершенство состояния,conditions_perfection
грань мастера,masters_edge
гнев сновидца,dreamers_wrath
достоинство дисциплины,disciplines_merit
срыв сдерживания,containment_breach
крушитель: шёпот,smite_the_murmur
перенаправление прайм,primed_redirection
мандонель: комплект,mandonel_set
мандонель (чертеж),mandonel_blueprint
мандонель: ствол,mandonel_barrel
мандонель: приёмник,mandonel_receiver
мандонель: приклад,mandonel_stock
влияние ближнего боя,melee_influence
возмездие ближнего боя,melee_retaliation
крещендо ближнего боя,melee_crescendo
вихрь ближнего боя,melee_vortex
враждебность ближнего боя,melee_animosity
обнаружение ближнего боя,melee_exposure
двойной удар,melee_duplicate
укрепление ближнего боя,melee_fortification
конвульсия прайм,primed_convulsion
гаусс прайм: комплект,gauss_prime_set
гаусс прайм (чертеж),gauss_prime_blueprint
гаусс прайм: нейрооптика (чертеж),gauss_prime_neuroptics_blueprint
гаусс прайм: каркас (чертеж),gauss_prime_chassis_blueprint
гаусс прайм: система (чертеж),gauss_prime_systems_blueprint
реликвия акси a18,axi_a18_relic
реликвия акси p6,axi_p6_relic
реликвия акси d5,axi_d5_relic
реликвия акси b7,axi_b7_relic
реликвия нео a11,neo_a11_relic
реликвия нео w1,neo_w1_relic
реликвия нео f3,neo_f3_relic
реликвия мезо b9,meso_b9_relic
реликвия мезо g6,meso_g6_relic
реликвия мезо a5,meso_a5_relic
реликвия мезо h6,meso_h6_relic
реликвия мезо h5,meso_h5_relic
реликвия лит g10,lith_g10_relic
реликвия лит p8,lith_p8_relic
реликвия лит g9,lith_g9_relic
реликвия лит r5,lith_r5_relic
реликвия лит a6,lith_a6_relic
реликвия лит c11,lith_c11_relic
акариус прайм: комплект,akarius_prime_set
акариус прайм (чертеж),akarius_prime_blueprint
акариус прайм: ствол,akarius_prime_barrel
акариус прайм: приёмник,akarius_prime_receiver
акариус прайм: связь,akarius_prime_link
акцельтра прайм: комплект,acceltra_prime_set
акцельтра прайм (чертеж),acceltra_prime_blueprint
акцельтра прайм: ствол,acceltra_prime_barrel
акцельтра прайм: приёмник,acceltra_prime_receiver
акцельтра прайм: приклад,acceltra_prime_stock
связь сновидца,dreamers_bond
критическое расплавление,critical_meltdown
реликвия акси v11,axi_v11_relic
реликвия акси c8,axi_c8_relic
реликвия нео p5,neo_p5_relic
реликвия мезо c10,meso_c10_relic
реликвия мезо a6,meso_a6_relic
реликвия лит g11,lith_g11_relic
реликвия лит t11,lith_t11_relic
сцена: отступление данте,dantes_retreat_scene
сцена: заброшенный сосуд,the_abandoned_vessel_scene
верная мерулина,loyal_merulina
гнев укко,wrath_of_ukko
неуловимое возмездие,elusive_retribution
божественное возмездие,divine_retribution
опасная приманка,damage_decoy
паразитическая живучесть,parasitic_vitality
достойные копьеносцы,axios_javelineers
рекристаллизация,recrystalize
отдых воина,warriors_rest
броня защитника,guardian_armor
валентный ряд,valence_formation
протея прайм: комплект,protea_prime_set
протея прайм (чертеж),protea_prime_blueprint
протея прайм: нейрооптика (чертеж),protea_prime_neuroptics_blueprint
протея прайм: каркас (чертеж),protea_prime_chassis_blueprint
протея прайм: система (чертеж),protea_prime_systems_blueprint
реликвия акси b8,axi_b8_relic
реликвия акси f2,axi_f2_relic
реликвия акси p7,axi_p7_relic
реликвия нео m5,neo_m5_relic
реликвия нео a12,neo_a12_relic
реликвия нео p6,neo_p6_relic
реликвия нео o2,neo_o2_relic
реликвия мезо w5,meso_w5_relic
реликвия мезо w4,meso_w4_relic
реликвия мезо g7,meso_g7_relic
реликвия мезо v9,meso_v9_relic
реликвия лит t12,lith_t12_relic
реликвия лит p9,lith_p9_relic
велокс прайм: комплект,velox_prime_set
велокс прайм (чертеж),velox_prime_blueprint
велокс прайм: ствол,velox_prime_barrel
велокс прайм: приёмник,velox_prime_receiver
окина прайм: комплект,okina_prime_set
окина прайм (чертеж),okina_prime_blueprint
окина прайм: рукоять,okina_prime_handle
окина прайм: клинок,okina_prime_blade
переброска обоймы,clip_delegation
фотонная перегрузка,photon_overcharge
синта (чертеж),cinta_blueprint
мистическая ледяная буря,arcane_ice_storm
вторичный всплеск,secondary_surge
мистическая батарейка,arcane_battery
вторичный фортификатор,secondary_fortifier
симулякрум: бальный зал,the_ballroom_simulacrum
симулякрум: цитадель,the_citadel_simulacrum
симулякрум: арена оровирма,orowyrm_arena_simulacrum
санктум симулякрум,sanctum_simulacrum
симулякрум: арена зануки,zanuka_arena_simulacrum
симулякрум: астероид гринир,grineer_asteroid_simulacrum
симулякрум: руины орокин,orokin_derelict_simulacrum
симулякрум: арена амбулас,ambulas_arena_simulacrum
симулякрум: храм красной вуали,red_veil_temple_simulacrum
симулякрум: лунный двор,moonlit_courtyard_simulacrum
элементалист: дробовик,shotgun_elementalist
канонада: дробовик,shotgun_cannonade
элементалист: винтовка,rifle_elementalist
канонада: полувинтовка,semi_rifle_cannonade
элементалист: пистолет,pistol_elementalist
канонада: полу-пистолет,semi_pistol_cannonade
элементалист: ближний бой,melee_elementalist
тёмное распространение,dark_propagation
временная артиллерия,temporal_artillery
спектральный дух,spectral_spirit
разрушающая стена,wrecking_wall
мистика ближнего боя,melee_afflictions
двойные патроны прайм,primed_dual_rounds
реликвия лит e1,lith_e1_relic
реликвия лит k11,lith_k11_relic
реликвия лит h10,lith_h10_relic
реликвия мезо s14,meso_s14_relic
реликвия мезо b10,meso_b10_relic
реликвия мезо n16,meso_n16_relic
реликвия мезо s13,meso_s13_relic
реликвия нео g5,neo_g5_relic
реликвия акси r4,axi_r4_relic
реликвия акси t11,axi_t11_relic
реликвия акси s15,axi_s15_relic
смертельная эффективность прайм,primed_deadly_efficiency
реликвия нео g6,neo_g6_relic
реликвия акси m5,axi_m5_relic
акмагнус прайм: комплект,akmagnus_prime_set
акмагнус прайм (чертеж),akmagnus_prime_blueprint
акмагнус прайм: связь,akmagnus_prime_link
севагот прайм: комплект,sevagoth_prime_set
севагот прайм (чертеж),sevagoth_prime_blueprint
севагот прайм: нейрооптика (чертеж),sevagoth_prime_neuroptics_blueprint
севагот прайм: каркас (чертеж),sevagoth_prime_chassis_blueprint
севагот прайм: система (чертеж),sevagoth_prime_systems_blueprint
реликвия акси s17,axi_s17_relic
реликвия акси s16,axi_s16_relic
реликвия акси o6,axi_o6_relic
реликвия нео p7,neo_p7_relic
реликвия нео b9,neo_b9_relic
реликвия нео z11,neo_z11_relic
реликвия нео g7,neo_g7_relic
реликвия нео a13,neo_a13_relic
реликвия нео e4,neo_e4_relic
реликвия мезо f5,meso_f5_relic
реликвия мезо a7,meso_a7_relic
реликвия мезо h7,meso_h7_relic
реликвия мезо n17,meso_n17_relic
реликвия лит g12,lith_g12_relic
реликвия лит n15,lith_n15_relic
реликвия лит w4,lith_w4_relic
реликвия лит c12,lith_c12_relic
эпитаф прайм: комплект,epitaph_prime_set
эпитаф прайм (чертеж),epitaph_prime_blueprint
эпитаф прайм: ствол,epitaph_prime_barrel
эпитаф прайм: приёмник,epitaph_prime_receiver
наутилус прайм: комплект,nautilus_prime_set
наутилус прайм (чертеж),nautilus_prime_blueprint
наутилус прайм: мозг,nautilus_prime_cerebrum
наутилус прайм: панцирь,nautilus_prime_carapace
наутилус прайм: система,nautilus_prime_systems
пылающая ненависть,burning_hate
невидимый страх,unseen_dread
добыча динара,prey_of_dynar
защитный ураган,aegis_gale
перезарядка спирали,coil_recharge
гастро,gastro
зазубрины хигасы,higasa_serration
болевая точка аманаты,amanata_pressure
отравленные когти,sepsis_claws
пылающие когти,burning_claws
шокирующие когти,shocking_claws
леденящие когти,chilling_claws
поведение: убийца,assassin_posture
поведение: бешенство,frenzied_posture
поведение: защита,protector_posture
поведение: настойчивость,persistent_posture
поведение: уклонение,elusive_posture
поведение: баланс,balanced_posture
находчивая ищейка,resourceful_retriever
верный искатель,loyal_retriever
процветающая ищейка,prosperous_retriever
тренировка точности,precision_conditioning
иммунное сопротивление,immunity_resistance
магнитный удар,magnetic_strike
звонарь,bell_ringer
кровожадность,bloodthirst
тренировка отключения,disabling_conditioning
естественный отбор,cull_the_weak
тренировка жестокости,brute_conditioning
гальваническая закалка,galvanized_steel
гальванизированный рефлекс,galvanized_reflex
гальванизированный элементалист,galvanized_elementalist
реликвия лит d6,lith_d6_relic
реликвия мезо h8,meso_h8_relic
реликвия нео c5,neo_c5_relic
реликвия нео k8,neo_k8_relic
реликвия акси g13,axi_g13_relic
реликвия акси n11,axi_n11_relic
заку прайм: комплект,xaku_prime_set
заку прайм (чертеж),xaku_prime_blueprint
заку прайм: нейрооптика (чертеж),xaku_prime_neuroptics_blueprint
заку прайм: каркас (чертеж),xaku_prime_chassis_blueprint
заку прайм: система (чертеж),xaku_prime_systems_blueprint
трумна прайм: комплект,trumna_prime_set
трумна прайм (чертеж),trumna_prime_blueprint
трумна прайм: ствол,trumna_prime_barrel
трумна прайм: приёмник,trumna_prime_receiver
трумна прайм: приклад,trumna_prime_stock
кассус прайм: комплект,quassus_prime_set
кассус прайм (чертеж),quassus_prime_blueprint
кассус прайм: рукоять,quassus_prime_handle
кассус прайм: лезвие,quassus_prime_blade
реликвия акси a19,axi_a19_relic
реликвия акси g14,axi_g14_relic
реликвия акси h8,axi_h8_relic
реликвия акси t12,axi_t12_relic
реликвия нео w2,neo_w2_relic
реликвия нео g8,neo_g8_relic
реликвия нео q1,neo_q1_relic
реликвия нео l4,neo_l4_relic
реликвия мезо v10,meso_v10_relic
реликвия мезо t7,meso_t7_relic
реликвия мезо e6,meso_e6_relic
реликвия мезо g8,meso_g8_relic
реликвия лит m9,lith_m9_relic
реликвия лит g13,lith_g13_relic
реликвия лит n16,lith_n16_relic
реликвия лит x1,lith_x1_relic
мистический сумрак,arcane_crepuscular
мистический толчок,arcane_impetus
основная точка,primary_crux
вторичное истощение,secondary_enervate
отвага ближнего боя,melee_doughty
мистический набег,arcane_camisado
мистический воитель,arcane_bellicose
мистическая жестокость,arcane_truculence
симулякрум: торговый центр - ротунда,mall_rotunda_simulacrum
симулякрум: хёльвания - двор,höllvanian_courtyard_simulacrum
сцена: хёльвания — терраса летом,höllvanian_terrace_in_summer
сцена: магазин электроники «tech titan»,tech_titan_electronics_store
сцена: хёльвания — перекрёсток зимой,höllvanian_intersection_in_winter
хёльвания: метро торгового центра,höllvania_central_mall_subway
сцена: хёльвания — спальный район летом,höllvanian_tenements_in_summer
сцена: хёльвания — исторический квартал весной,höllvanian_historic_quarter_in_spring
сцена: хёльвания — старый город осенью,höllvanian_old_town_in_fall
сцена: аркада орбита,orbit_arcade
сцена: секретная комната тц,central_mall_backroom
магнитная лента,magnetic_welt
магнитный обстрел,magnetic_strafe
радоновые когти,radon_claws
магнитные когти,magnetic_claws
основная точность,primary_acuity
спектральные зазубрины,spectral_serration
магнитная вместимость,magnetic_capacity
пистолетная точность,pistol_acuity
беспощадная перестрелка,merciless_gunfight
магнитное ускорение,magnetic_rush
достойное товарищество,worthy_comradery
гнев призывателя,summoner’s_wrath
магнитный цикл,magnetized_cycle
магнитное ядро,magnetized_core
реконифекс: комплект,reconifex_set
реконифекс: ствол,reconifex_barrel
реконифекс: приёмник,reconifex_receiver
реконифекс: приклад,reconifex_stock
веспер 77: комплект,vesper_77_set
веспер 77: ствол,vesper_77_barrel
веспер 77: приёмник,vesper_77_receiver
веспер 77: рукоять,vesper_77_handle
седо прайм: комплект,cedo_prime_set
седо прайм (чертеж),cedo_prime_blueprint
седо прайм: приёмник,cedo_prime_receiver
седо прайм: ствол,cedo_prime_barrel
седо прайм: приклад,cedo_prime_stock
парные зорены прайм: комплект,dual_zoren_prime_set
парные зорены прайм (чертеж),dual_zoren_prime_blueprint
парные зорены прайм: рукоять,dual_zoren_prime_handle
парные зорены прайм: лезвие,dual_zoren_prime_blade
лавос прайм: комплект,lavos_prime_set
лавос прайм (чертеж),lavos_prime_blueprint
лавос прайм: нейрооптика (чертеж),lavos_prime_neuroptics_blueprint
лавос прайм: каркас (чертеж),lavos_prime_chassis_blueprint
лавос прайм: система (чертеж),lavos_prime_systems_blueprint
реликвия акси p9,axi_p9_relic
реликвия акси m6,axi_m6_relic
реликвия акси z2,axi_z2_relic
реликвия акси f3,axi_f3_relic
реликвия акси p8,axi_p8_relic
реликвия нео d9,neo_d9_relic
реликвия нео t9,neo_t9_relic
реликвия нео x1,neo_x1_relic
реликвия нео c6,neo_c6_relic
реликвия мезо a8,meso_a8_relic
реликвия лит s16,lith_s16_relic
реликвия лит a7,lith_a7_relic
реликвия лит q1,lith_q1_relic
реликвия лит l5,lith_l5_relic
реликвия мезо p15,meso_p15_relic
биотические патроны,biotic_rounds
свинцовый газ,leaded_gas
реликвия лит s17,lith_s17_relic
реликвия мезо s15,meso_s15_relic
реликвия мезо m5,meso_m5_relic
реликвия нео n19,neo_n19_relic
реликвия нео с19,neo_s19_relic
реликвия акси n12,axi_n12_relic
червегон,worm_away
охотник за троянами,trojan_tracker
лёгкая защита,soft_safe
анти-в,anti_v
байтщит,byteryte
кибер-гигиена,keep_clean
очиститель диска,drive_duster
кибер коп,computer_cop
оперативная коррекция,quick_correct
иммунный щит,immuno_shield
мгновенная защита,instant_secure
блокировщик угроз,threat_blocker
турбо защита,turbo_protect
сцена: техноцит кода - стадион,technocyte_coda_stadium_scene
врата катаклизма,cataclysmic_gate
удача омикудзи,omikujis_fortune
проводящая сфера,conductive_sphere
сплавленное горнило,fused_crucible
мистический уворот,arcane_escapist
мистический выстрел,arcane_hot_shot
мистическая радиация,arcane_universal_fallout
мятеж-848: комплект,riot_848_set
мятеж-848: ствол (чертеж),riot_848_barrel
мятеж-848: приёмник (чертеж),riot_848_receiver
мятеж-848: приклад (чертеж),riot_848_stock
чистильщик-1: комплект,purgator_1_set
чистильщик-1: ствол,purgator_1_barrel
чистильщик-1: приёмник,purgator_1_receiver
чистильщик-1: приклад,purgator_1_stock
ефв-5 юпитер: комплект,efv_5_jupiter_set
ефв-5 юпитер: ствол,efv_5_jupiter_barrel
ефв-5 юпитер: приёмник,efv_5_jupiter_receiver
ефв-5 юпитер: приклад,efv_5_jupiter_stock
эфв-8 марс: комплект,efv_8_mars_set
ефв-8 марс: ствол,efv_8_mars_barrel
ефв-8 марс: приёмник,efv_8_mars_receiver
ефв-8 марс: приклад,efv_8_mars_stock
парные клинки: викисс: комплект,dual_viciss_set
парные клинки: викисс,dual_viciss_blade
парные клинки викисс: рукоять,dual_viciss_hilt
устойчивые руки прайм,primed_steady_hands
стабилизатор прайм,primed_stabilizer
противовес прайм,primed_counterbalance
реликвия лит a8,lith_a8_relic
