ko,slug
액시 s4 성유물,axi_s4_relic
액시 v4 성유물,axi_v4_relic
액시 l4 성유물,axi_l4_relic
액시 a4 성유물,axi_a4_relic
액시 l2 성유물,axi_l2_relic
액시 o3 성유물,axi_o3_relic
액시 k3 성유물,axi_k3_relic
액시 g1 성유물,axi_g1_relic
액시 t1 성유물,axi_t1_relic
액시 a9 성유물,axi_a9_relic
액시 p3 성유물,axi_p3_relic
액시 d2 성유물,axi_d2_relic
액시 b3 성유물,axi_b3_relic
액시 a8 성유물,axi_a8_relic
액시 w1 성유물,axi_w1_relic
액시 b4 성유물,axi_b4_relic
액시 c5 성유물,axi_c5_relic
액시 a11 성유물,axi_a11_relic
액시 n3 성유물,axi_n3_relic
액시 v6 성유물,axi_v6_relic
액시 n5 성유물,axi_n5_relic
액시 n4 성유물,axi_n4_relic
액시 v3 성유물,axi_v3_relic
액시 n2 성유물,axi_n2_relic
액시 v2 성유물,axi_v2_relic
액시 k5 성유물,axi_k5_relic
액시 t2 성유물,axi_t2_relic
액시 s2 성유물,axi_s2_relic
액시 l1 성유물,axi_l1_relic
액시 a1 성유물,axi_a1_relic
액시 n1 성유물,axi_n1_relic
액시 o4 성유물,axi_o4_relic
액시 k4 성유물,axi_k4_relic
액시 c3 성유물,axi_c3_relic
액시 k1 성유물,axi_k1_relic
액시 a12 성유물,axi_a12_relic
액시 h5 성유물,axi_h5_relic
액시 v1 성유물,axi_v1_relic
액시 t3 성유물,axi_t3_relic
액시 g3 성유물,axi_g3_relic
액시 r3 성유물,axi_r3_relic
액시 a6 성유물,axi_a6_relic
액시 p2 성유물,axi_p2_relic
액시 a7 성유물,axi_a7_relic
액시 n6 성유물,axi_n6_relic
액시 s1 성유물,axi_s1_relic
네오 z1 성유물,neo_z1_relic
네오 b4 성유물,neo_b4_relic
네오 k1 성유물,neo_k1_relic
네오 n7 성유물,neo_n7_relic
네오 b3 성유물,neo_b3_relic
네오 n6 성유물,neo_n6_relic
네오 r2 성유물,neo_r2_relic
네오 z3 성유물,neo_z3_relic
네오 s12 성유물,neo_s12_relic
네오 b2 성유물,neo_b2_relic
네오 o1 성유물,neo_o1_relic
네오 s6 성유물,neo_s6_relic
네오 v5 성유물,neo_v5_relic
네오 r4 성유물,neo_r4_relic
네오 m3 성유물,neo_m3_relic
네오 p1 성유물,neo_p1_relic
네오 i2 성유물,neo_i2_relic
네오 b1 성유물,neo_b1_relic
네오 s13 성유물,neo_s13_relic
네오 n5 성유물,neo_n5_relic
네오 r1 성유물,neo_r1_relic
네오 t1 성유물,neo_t1_relic
네오 s5 성유물,neo_s5_relic
네오 n15 성유물,neo_n15_relic
네오 b7 성유물,neo_b7_relic
네오 p2 성유물,neo_p2_relic
네오 z7 성유물,neo_z7_relic
네오 n14 성유물,neo_n14_relic
네오 g3 성유물,neo_g3_relic
네오 n11 성유물,neo_n11_relic
네오 n4 성유물,neo_n4_relic
네오 v9 성유물,neo_v9_relic
네오 n12 성유물,neo_n12_relic
네오 e2 성유물,neo_e2_relic
네오 z6 성유물,neo_z6_relic
네오 s14 성유물,neo_s14_relic
네오 n13 성유물,neo_n13_relic
네오 d2 성유물,neo_d2_relic
네오 v4 성유물,neo_v4_relic
네오 v6 성유물,neo_v6_relic
네오 m1 성유물,neo_m1_relic
네오 s9 성유물,neo_s9_relic
네오 m2 성유물,neo_m2_relic
네오 z2 성유물,neo_z2_relic
네오 n9 성유물,neo_n9_relic
네오 a1 성유물,neo_a1_relic
네오 v8 성유물,neo_v8_relic
네오 b5 성유물,neo_b5_relic
네오 v7 성유물,neo_v7_relic
네오 n8 성유물,neo_n8_relic
네오 l1 성유물,neo_l1_relic
네오 v3 성유물,neo_v3_relic
네오 v2 성유물,neo_v2_relic
네오 g2 성유물,neo_g2_relic
네오 r3 성유물,neo_r3_relic
네오 z5 성유물,neo_z5_relic
네오 i1 성유물,neo_i1_relic
네오 t3 성유물,neo_t3_relic
네오 n3 성유물,neo_n3_relic
네오 h1 성유물,neo_h1_relic
네오 s8 성유물,neo_s8_relic
네오 s7 성유물,neo_s7_relic
네오 s3 성유물,neo_s3_relic
네오 d1 성유물,neo_d1_relic
네오 c1 성유물,neo_c1_relic
네오 n10 성유물,neo_n10_relic
네오 s11 성유물,neo_s11_relic
네오 e1 성유물,neo_e1_relic
네오 f1 성유물,neo_f1_relic
네오 v1 성유물,neo_v1_relic
네오 n2 성유물,neo_n2_relic
네오 h2 성유물,neo_h2_relic
네오 a2 성유물,neo_a2_relic
네오 g1 성유물,neo_g1_relic
네오 k2 성유물,neo_k2_relic
네오 n1 성유물,neo_n1_relic
네오 b6 성유물,neo_b6_relic
네오 s2 성유물,neo_s2_relic
네오 a3 성유물,neo_a3_relic
네오 z4 성유물,neo_z4_relic
네오 t2 성유물,neo_t2_relic
네오 a4 성유물,neo_a4_relic
네오 s10 성유물,neo_s10_relic
네오 s1 성유물,neo_s1_relic
메소 t2 성유물,meso_t2_relic
메소 t1 성유물,meso_t1_relic
메소 o2 성유물,meso_o2_relic
메소 s6 성유물,meso_s6_relic
메소 m1 성유물,meso_m1_relic
메소 v5 성유물,meso_v5_relic
메소 n7 성유물,meso_n7_relic
메소 k2 성유물,meso_k2_relic
메소 a2 성유물,meso_a2_relic
메소 n4 성유물,meso_n4_relic
메소 s5 성유물,meso_s5_relic
메소 o1 성유물,meso_o1_relic
메소 c5 성유물,meso_c5_relic
메소 r3 성유물,meso_r3_relic
메소 e4 성유물,meso_e4_relic
메소 v4 성유물,meso_v4_relic
메소 n8 성유물,meso_n8_relic
메소 s4 성유물,meso_s4_relic
메소 n6 성유물,meso_n6_relic
메소 n3 성유물,meso_n3_relic
메소 f2 성유물,meso_f2_relic
메소 t4 성유물,meso_t4_relic
메소 d6 성유물,meso_d6_relic
메소 p4 성유물,meso_p4_relic
메소 o4 성유물,meso_o4_relic
메소 s3 성유물,meso_s3_relic
메소 n11 성유물,meso_n11_relic
메소 d5 성유물,meso_d5_relic
메소 g2 성유물,meso_g2_relic
메소 c6 성유물,meso_c6_relic
메소 v3 성유물,meso_v3_relic
메소 k1 성유물,meso_k1_relic
메소 h1 성유물,meso_h1_relic
메소 m2 성유물,meso_m2_relic
메소 a1 성유물,meso_a1_relic
메소 z2 성유물,meso_z2_relic
메소 p1 성유물,meso_p1_relic
메소 b3 성유물,meso_b3_relic
메소 c2 성유물,meso_c2_relic
메소 o3 성유물,meso_o3_relic
메소 s7 성유물,meso_s7_relic
메소 b2 성유물,meso_b2_relic
메소 z1 성유물,meso_z1_relic
메소 d2 성유물,meso_d2_relic
메소 f1 성유물,meso_f1_relic
메소 s2 성유물,meso_s2_relic
메소 l1 성유물,meso_l1_relic
메소 c4 성유물,meso_c4_relic
메소 r2 성유물,meso_r2_relic
메소 n9 성유물,meso_n9_relic
메소 b4 성유물,meso_b4_relic
메소 i1 성유물,meso_i1_relic
메소 k3 성유물,meso_k3_relic
메소 n10 성유물,meso_n10_relic
메소 p3 성유물,meso_p3_relic
메소 p2 성유물,meso_p2_relic
메소 s1 성유물,meso_s1_relic
메소 g1 성유물,meso_g1_relic
메소 c3 성유물,meso_c3_relic
메소 n5 성유물,meso_n5_relic
메소 v1 성유물,meso_v1_relic
메소 b1 성유물,meso_b1_relic
메소 e2 성유물,meso_e2_relic
메소 z3 성유물,meso_z3_relic
메소 m3 성유물,meso_m3_relic
메소 f3 성유물,meso_f3_relic
메소 e1 성유물,meso_e1_relic
메소 n2 성유물,meso_n2_relic
메소 v2 성유물,meso_v2_relic
메소 r1 성유물,meso_r1_relic
메소 d3 성유물,meso_d3_relic
메소 t3 성유물,meso_t3_relic
메소 s8 성유물,meso_s8_relic
메소 c1 성유물,meso_c1_relic
메소 e5 성유물,meso_e5_relic
메소 n1 성유물,meso_n1_relic
메소 e3 성유물,meso_e3_relic
메소 d4 성유물,meso_d4_relic
메소 w1 성유물,meso_w1_relic
메소 v6 성유물,meso_v6_relic
메소 s9 성유물,meso_s9_relic
메소 d1 성유물,meso_d1_relic
리스 h2 성유물,lith_h2_relic
리스 z1 성유물,lith_z1_relic
리스 b1 성유물,lith_b1_relic
리스 a2 성유물,lith_a2_relic
리스 l1 성유물,lith_l1_relic
리스 w1 성유물,lith_w1_relic
리스 v4 성유물,lith_v4_relic
리스 s6 성유물,lith_s6_relic
리스 n3 성유물,lith_n3_relic
리스 n4 성유물,lith_n4_relic
리스 m5 성유물,lith_m5_relic
리스 c6 성유물,lith_c6_relic
리스 c5 성유물,lith_c5_relic
리스 v6 성유물,lith_v6_relic
리스 v3 성유물,lith_v3_relic
리스 b4 성유물,lith_b4_relic
리스 n2 성유물,lith_n2_relic
리스 g1 성유물,lith_g1_relic
리스 i1 성유물,lith_i1_relic
리스 t5 성유물,lith_t5_relic
리스 g3 성유물,lith_g3_relic
리스 b8 성유물,lith_b8_relic
리스 d4 성유물,lith_d4_relic
리스 t3 성유물,lith_t3_relic
리스 s9 성유물,lith_s9_relic
리스 s5 성유물,lith_s5_relic
리스 c7 성유물,lith_c7_relic
리스 k4 성유물,lith_k4_relic
리스 t4 성유물,lith_t4_relic
리스 n6 성유물,lith_n6_relic
리스 b7 성유물,lith_b7_relic
리스 p5 성유물,lith_p5_relic
리스 d3 성유물,lith_d3_relic
리스 n5 성유물,lith_n5_relic
리스 p4 성유물,lith_p4_relic
리스 s4 성유물,lith_s4_relic
리스 s7 성유물,lith_s7_relic
리스 c2 성유물,lith_c2_relic
리스 k2 성유물,lith_k2_relic
리스 b6 성유물,lith_b6_relic
리스 m3 성유물,lith_m3_relic
리스 c4 성유물,lith_c4_relic
리스 m2 성유물,lith_m2_relic
리스 v2 성유물,lith_v2_relic
리스 o2 성유물,lith_o2_relic
리스 p1 성유물,lith_p1_relic
리스 t2 성유물,lith_t2_relic
리스 v5 성유물,lith_v5_relic
리스 b3 성유물,lith_b3_relic
리스 n1 성유물,lith_n1_relic
리스 k1 성유물,lith_k1_relic
리스 c1 성유물,lith_c1_relic
리스 w2 성유물,lith_w2_relic
리스 s10 성유물,lith_s10_relic
리스 p3 성유물,lith_p3_relic
리스 d2 성유물,lith_d2_relic
리스 m6 성유물,lith_m6_relic
리스 s3 성유물,lith_s3_relic
리스 h1 성유물,lith_h1_relic
리스 b2 성유물,lith_b2_relic
리스 t1 성유물,lith_t1_relic
리스 a1 성유물,lith_a1_relic
리스 m1 성유물,lith_m1_relic
리스 p2 성유물,lith_p2_relic
리스 a3 성유물,lith_a3_relic
리스 m4 성유물,lith_m4_relic
리스 g2 성유물,lith_g2_relic
리스 f2 성유물,lith_f2_relic
리스 v1 성유물,lith_v1_relic
리스 b5 성유물,lith_b5_relic
리스 c3 성유물,lith_c3_relic
리스 z2 성유물,lith_z2_relic
리스 o1 성유물,lith_o1_relic
리스 f1 성유물,lith_f1_relic
리스 m7 성유물,lith_m7_relic
리스 k5 성유물,lith_k5_relic
리스 s2 성유물,lith_s2_relic
리스 k3 성유물,lith_k3_relic
리스 d1 성유물,lith_d1_relic
리스 l2 성유물,lith_l2_relic
리스 s8 성유물,lith_s8_relic
리스 v8 성유물,lith_v8_relic
리스 v7 성유물,lith_v7_relic
리스 s1 성유물,lith_s1_relic
아쿠아펄모,aquapulmo
오스티미르,ostimyr
비트리오스피나,vitreospina
크립토석터스,cryptosuctus
바르비스테오,barbisteo
키마에로스,kymaeros
암니오피지,amniophysi
로보트리시드,lobotriscid
플래젤로캔스,flagellocanth
글러티녹스,glutinox
믹소스토마타,myxostomata
듀로이드,duroid
콘드리코드,chondricord
챠크 장어,charc_eel
구폴라,goopolla
머크레이,murkray
샤라크,sharrac
카르키나,karkina
머우피쉬,mawfish
쿳-쿳,khut_khut
요그운,yogwun
트랄록,tralok
몰터스 폐어,mortus_lungfish
글랍피드,glappid
노그,norg
컷홀,cuthol
마이어와인더,mirewinder
샙캐디,sapcaddy
아이-아이,eye_eye
에코와인더,echowinder
브리키,brickie
크릴러,kriller
시네티드,synathid
차라모트,charamote
트로미존,tromyzon
스크러버,scrubber
틴크,tink
리캐스터,recaster
롱와인더,longwinder
헤모리지,hemorrhage
오토 옴니,auto_omni
보티브 온슬로트,votive_onslaught
코르돈,cordon
인터널 블리딩,internal_bleeding
포티파잉 파이어,fortifying_fire
노틸러스 세레브럼,nautilus_cerebrum
노틸러스 설계도,nautilus_blueprint
프로텍티브 샷,protective_shots
크림슨 푸가,crimson_fugue
스커징 워헤즈,scourging_warheads
웜 토멘트,worms_torment
디펜시브 파이어,defensive_fire
오르곤 튜닝 매트릭스,orgone_tuning_matrix
인도미터블 매트릭스,indomitable_matrix
노틸러스 세트,nautilus_set
아이언클래드 매트릭스,ironclad_matrix
그라넘 네메시스,granums_nemesis
온슬로트 매트릭스,onslaught_matrix
웨이브밴드 디스럽터,waveband_disruptor
노틸러스 카라페이스,nautilus_carapace
레이더 매트릭스,raider_matrix
피닉스 블레이즈,phoenix_blaze
노틸러스 시스템,nautilus_systems
카민 펜타 리시버,carmine_penta_receiver
카민 펜타 스톡,carmine_penta_stock
카민 펜타 배럴,carmine_penta_barrel
카민 펜타 설계도,carmine_penta_blueprint
카민 펜타 세트,carmine_penta_set
아쏘다이 설계도,athodai_blueprint
아쏘다이 배럴,athodai_barrel
아쏘다이 리시버,athodai_receiver
아쏘다이 세트,athodai_set
할리카르 레이스,halikar_wraith
에피타프 리시버,epitaph_receiver
에피타프 세트,epitaph_set
에피타프 배럴,epitaph_barrel
에피타프 설계도,epitaph_blueprint
데이모스 심층 배경,deimos_depths_scene
데이모스 심장 배경,deimos_heart_scene
데이모스 구덩이 배경,deimos_cenote_scene
데이모스 묘지 배경,deimos_crypt_scene
인페스티드 함선 홀로그램 배경,infested_ship_hologram_scene
차가운 밑바닥 배경,the_cold_below_scene
데이모스 폐허 배경,deimos_forsaken_scene
데이모스 막 배경,deimos_membrane_scene
데이모스 도로 배경,deimos_verge_scene
액시 g5 성유물,axi_g5_relic
네오 k3 성유물,neo_k3_relic
네오 z8 성유물,neo_z8_relic
메소 r4 성유물,meso_r4_relic
리스 c8 성유물,lith_c8_relic
리스 t6 성유물,lith_t6_relic
새턴 식스 배경,saturn_six_scene
메소 p5 성유물,meso_p5_relic
리스 k6 성유물,lith_k6_relic
액시 g6 성유물,axi_g6_relic
볼누스 프라임 핸들,volnus_prime_handle
볼누스 프라임 헤드,volnus_prime_head
네오 t4 성유물,neo_t4_relic
메소 t5 성유물,meso_t5_relic
메소 z4 성유물,meso_z4_relic
네오 v10 성유물,neo_v10_relic
가라 프라임 설계도,gara_prime_blueprint
볼누스 프라임 세트,volnus_prime_set
가라 프라임 세트,gara_prime_set
가라 프라임 뉴로옵틱스 설계도,gara_prime_neuroptics_blueprint
가라 프라임 시스템 설계도,gara_prime_systems_blueprint
아스틸라 프라임 설계도,astilla_prime_blueprint
액시 n7 성유물,axi_n7_relic
아스틸라 프라임 리시버,astilla_prime_receiver
아스틸라 프라임 배럴,astilla_prime_barrel
아스틸라 프라임 세트,astilla_prime_set
리스 a4 성유물,lith_a4_relic
액시 i1 성유물,axi_i1_relic
아스틸라 프라임 스톡,astilla_prime_stock
볼누스 프라임 설계도,volnus_prime_blueprint
네오 a5 성유물,neo_a5_relic
가라 프라임 섀시 설계도,gara_prime_chassis_blueprint
리스 g4 성유물,lith_g4_relic
리페어 디스펜서리,repair_dispensary
프라임드 택티컬 펌프,primed_tactical_pump
에어버스트 라운즈,airburst_rounds
네오 d3 성유물,neo_d3_relic
퓨즈드 레저부아,fused_reservoir
하티 노리쉬먼트,hearty_nourishment
액시 t7 성유물,axi_t7_relic
프리즈마 마체테,prisma_machete
옵티코어 반달,opticor_vandal
갈바나이즈드 헬,galvanized_hell
말리셔스 코드,malicious_code
셀라 브라켓 설계도,cela_bracket_blueprint
이베이시브 디나이얼,evasive_denial
갈바나이즈드 디퓨젼,galvanized_diffusion
스위프트 머시,swift_mercy
완즈 스테빌라이저 설계도,wanz_stabilizer_blueprint
갈바나이즈드 앱티튜드,galvanized_aptitude
저브 브라켓 설계도,zubb_bracket_blueprint
헤크 하운드 설계도,hec_hound_blueprint
갈바나이즈드 스코프,galvanized_scope
갈바나이즈드 액셀러레이션,galvanized_acceleration
파워 드레인,power_drain
카운터밸런스,counterbalance
힌타 스테빌라이저,hinta_stabilizer
리포 오디트,repo_audit
갈바나이즈드 크로스헤어,galvanized_crosshairs
가름 코어 설계도,garmr_core_blueprint
포커스드 프로스펙터스,focused_prospectus
도르마 하운드 설계도,dorma_hound_blueprint
하드 리셋,hard_reset
바이라 하운드 설계도,bhaira_hound_blueprint
갈바나이즈드 샷,galvanized_shot
리플렉스 디나이얼,reflex_denial
아들렛 코어 설계도,adlet_core_blueprint
에어리얼 프로스펙터스,aerial_prospectus
시너자이즈드 프로스펙터스,synergized_prospectus
프랙 스테빌라이저 설계도,frak_stabilizer_blueprint
라이쥬 코어 설계도,raiju_core_blueprint
파이어월,firewall
갈바나이즈드 새비,galvanized_savvy
우르가 브라켓 설계도,urga_bracket_blueprint
널 오디트,null_audit
오울,oull
다이버시파이드 디나이얼,diversified_denial
이퀄리브리엄 오디트,equilibrium_audit
갈바나이즈드 체임버,galvanized_chamber
뉴 로카 전투 감정 표현,new_loka_combat_emote
세팔론 수다 조종 감정 표현,cephalon_suda_piloting_emote
레드 베일 체스트 피스,red_veil_chest_piece
페린 조종 감정 표현,perrin_piloting_emote
수다 체스트 피스,suda_chest_piece
아비터즈 조종 감정 표현,arbiters_piloting_emote
레드 베일 니 가드,red_veil_knee_guards
세컨더리 머시리스,secondary_merciless
프라이머리 머시리스,primary_merciless
메리디안 체스트 플레이드,meridian_chest_plate
메리디안 아머 세트,meridian_armor_set
메리디안 암 스퍼,meridian_arm_spurs
세팔론 수다 포술 감정 표현,cephalon_suda_gunnery_emote
솔라리스 레그 스퍼,solaris_leg_spurs
로칸 니 스퍼,lokan_knee_spurs
아비터즈 전투 감정 표현,arbiters_combat_emote
스틸 메리디안 전투 감정 표현,steel_meridian_combat_emote
스틸 메리디안 조종 감정 표현,steel_meridian_piloting_emote
세컨더리 덱스터리티,secondary_dexterity
로칸 암 플레이트,lokan_arm_plates
수다 레그 스퍼,suda_leg_spurs
스틸 메리디안 내구 감정 표현,steel_meridian_endurance_emote
페린 아머 세트,perrin_armor_set
오스트론 체스트 가드,ostron_chest_guard
세팔론 수다 내구 감정 표현,cephalon_suda_endurance_emote
페린 레그 가드,perrin_leg_guards
헥시스 체스트 플레이트,hexis_chest_plate
수다 암 스퍼,suda_arm_spurs
수다 아머 세트,suda_armor_set
페린 체스트 피스,perrin_chest_piece
페린 내구 감정 표현,perrin_endurance_emote
헥시스 암 플레이트,hexis_arm_plates
솔라리스 체스트 마커,solaris_chest_marker
솔라리스 아머 세트,solaris_armor_set
레드 베일 기술 감정 표현,red_veil_engineering_emote
뉴 로카 기술 감정 표현,new_loka_engineering_emote
레드 베일 암 인시그니아,red_veil_arm_insignia
로칸 아머 세트,lokan_armor_set
뉴 로카 조종 감정 표현,new_loka_piloting_emote
솔라리스 암 가드,solaris_arm_guards
아비터즈 기술 감정 표현,arbiters_engineering_emote
오스트론 아머 세트,ostron_armor_set
페린 암 가드,perrin_arm_guards
로칸 체스트 피스,lokan_chest_piece
헥시스 스퍼,hexis_spurs
세팔론 수다 기술 감정 표현,cephalon_suda_engineering_emote
헥시스 아머 세트,hexis_armor_set
아비터즈 포술 감정 표현,arbiters_gunnery_emote
뉴 로카 내구 감정 표현,new_loka_endurance_emote
아비터즈 내구 감정 표현,arbiters_endurance_emote
세컨더리 데드헤드,secondary_deadhead
스틸 메리디안 포술 감정 표현,steel_meridian_gunnery_emote
오스트론 레그 가드,ostron_leg_guards
메리디안 레그 스퍼,meridian_leg_spurs
오스트론 암 가드,ostron_arm_guards
세팔론 수다 전투 감정 표현,cephalon_suda_combat_emote
레드 베일 조종 감정 표현,red_veil_piloting_emote
프라이머리 데드헤드,primary_deadhead
레드 베일 아머 세트,red_veil_armor_set
프라이머리 덱스터리티,primary_dexterity
앰배서더 배럴,ambassador_barrel
앰배서더 세트,ambassador_set
앰배서더 리시버,ambassador_receiver
앰배서더 스톡,ambassador_stock
앰배서더 설계도,ambassador_blueprint
나이더스 프라임 설계도,nidus_prime_blueprint
메소 b5 성유물,meso_b5_relic
네오 n17 성유물,neo_n17_relic
스트런 프라임 세트,strun_prime_set
메소 s10 성유물,meso_s10_relic
리스 k7 성유물,lith_k7_relic
리스 n8 성유물,lith_n8_relic
네오 p3 성유물,neo_p3_relic
매그너스 프라임 세트,magnus_prime_set
프라임드 매거진 워프,primed_magazine_warp
액시 m2 성유물,axi_m2_relic
나이더스 프라임 세트,nidus_prime_set
스트런 프라임 설계도,strun_prime_blueprint
액시 i2 성유물,axi_i2_relic
부쳐즈 레벌리,butchers_revelry
매그너스 프라임 설계도,magnus_prime_blueprint
리스 n7 성유물,lith_n7_relic
스트런 프라임 리시버,strun_prime_receiver
메소 b6 성유물,meso_b6_relic
네오 t5 성유물,neo_t5_relic
스트런 프라임 배럴,strun_prime_barrel
나이더스 프라임 시스템 설계도,nidus_prime_systems_blueprint
스트런 프라임 스톡,strun_prime_stock
리스 t7 성유물,lith_t7_relic
액시 a14 성유물,axi_a14_relic
나이더스 프라임 뉴로옵틱스 설계도,nidus_prime_neuroptics_blueprint
나이더스 프라임 섀시 설계도,nidus_prime_chassis_blueprint
매그너스 프라임 리시버,magnus_prime_receiver
매그너스 프라임 배럴,magnus_prime_barrel
네오 n16 성유물,neo_n16_relic
구울소우 블레이드,ghoulsaw_blade_blueprint
구울소우 그립,ghoulsaw_grip_blueprint
구울소우 엔진,ghoulsaw_engine_blueprint
구울소우 세트,ghoulsaw_set
구울소우 섀시,ghoulsaw_chassis_blueprint
구울소우 설계도,ghoulsaw_blueprint
프라임드 애모 스톡,primed_ammo_stock
바스틸락,vastilok
뱀피릭 그래스프,vampiric_grasp
챔피언즈 블레싱,champions_blessing
리스 l3 성유물,lith_l3_relic
스위프트 바이트,swift_bite
메소 b7 성유물,meso_b7_relic
메소 p6 성유물,meso_p6_relic
네오 a6 성유물,neo_a6_relic
네오 h3 성유물,neo_h3_relic
리스 r1 성유물,lith_r1_relic
더 릴렌트리스 로스트,the_relentless_lost
리스 k8 성유물,lith_k8_relic
네오 d4 성유물,neo_d4_relic
액시 d3 성유물,axi_d3_relic
액시 m3 성유물,axi_m3_relic
리스 n9 성유물,lith_n9_relic
액시 p4 성유물,axi_p4_relic
넬 프라임 세트,knell_prime_set
보리얼 컨템트,boreals_contempt
나이라 앵귀시,niras_anguish
메소 a3 성유물,meso_a3_relic
액시 s9 성유물,axi_s9_relic
아마르 컨템트,amars_contempt
스커지 프라임 블레이드,scourge_prime_blade
리스 t8 성유물,lith_t8_relic
해로우 프라임 설계도,harrow_prime_blueprint
해로우 프라임 세트,harrow_prime_set
메소 g3 성유물,meso_g3_relic
메소 i2 성유물,meso_i2_relic
아마르 앵귀시,amars_anguish
나이라 헤이트리드,niras_hatred
넬 프라임 배럴,knell_prime_barrel
액시 t8 성유물,axi_t8_relic
리스 h3 성유물,lith_h3_relic
액시 c7 성유물,axi_c7_relic
해로우 프라임 뉴로옵틱스 설계도,harrow_prime_neuroptics_blueprint
스커지 프라임 배럴,scourge_prime_barrel
넬 프라임 설계도,knell_prime_blueprint
보리얼 헤이트리드,boreals_hatred
리스 s11 성유물,lith_s11_relic
네오 k4 성유물,neo_k4_relic
네오 n18 성유물,neo_n18_relic
아마르 헤이트리드,amars_hatred
리스 t9 성유물,lith_t9_relic
보리얼 앵귀시,boreals_anguish
해로우 프라임 섀시 설계도,harrow_prime_chassis_blueprint
스커지 프라임 세트,scourge_prime_set
나이라 컨템트,niras_contempt
액시 k6 성유물,axi_k6_relic
해로우 프라임 시스템 설계도,harrow_prime_systems_blueprint
리스 c9 성유물,lith_c9_relic
스커지 프라임 핸들,scourge_prime_handle
넬 프라임 리시버,knell_prime_receiver
스커지 프라임 설계도,scourge_prime_blueprint
메소 s11 성유물,meso_s11_relic
써멀 트랜스퍼,thermal_transfer
네오 p4 성유물,neo_p4_relic
구어먼드,gourmand
프라가사 알현실 배경,praghasa_throne_room_scene
서징 블레이드,surging_blades
바이팅 프로스트,biting_frost
리스 n10 성유물,lith_n10_relic
프라임드 스나이퍼 애모 뮤테이션,primed_sniper_ammo_mutation
가루다 프라임 섀시 설계도,garuda_prime_chassis_blueprint
코르바스 프라임 세트,corvas_prime_set
리스 n11 성유물,lith_n11_relic
나간타카 프라임 세트,nagantaka_prime_set
액시 k7 성유물,axi_k7_relic
리스 s12 성유물,lith_s12_relic
코르바스 프라임 배럴,corvas_prime_barrel
코르바스 프라임 설계도,corvas_prime_blueprint
나간타카 프라임 리시버,nagantaka_prime_receiver
나간타카 프라임 설계도,nagantaka_prime_blueprint
리스 h4 성유물,lith_h4_relic
코르바스 프라임 스톡,corvas_prime_stock
나간타카 프라임 스톡,nagantaka_prime_stock
가루다 프라임 시스템 설계도,garuda_prime_systems_blueprint
메소 g4 성유물,meso_g4_relic
액시 s11 성유물,axi_s11_relic
리스 z3 성유물,lith_z3_relic
코르바스 프라임 리시버,corvas_prime_receiver
액시 s10 성유물,axi_s10_relic
리스 g5 성유물,lith_g5_relic
메소 p7 성유물,meso_p7_relic
리스 n12 성유물,lith_n12_relic
나간타카 프라임 배럴,nagantaka_prime_barrel
가루다 프라임 세트,garuda_prime_set
네오 n20 성유물,neo_n20_relic
가루다 프라임 뉴로옵틱스 설계도,garuda_prime_neuroptics_blueprint
메소 n12 성유물,meso_n12_relic
액시 g7 성유물,axi_g7_relic
네오 c2 성유물,neo_c2_relic
네오 m4 성유물,neo_m4_relic
가루다 프라임 설계도,garuda_prime_blueprint
자리만 크리살리스 배경,zariman_chrysalith_scene
자리만 성해함 장치 배경,zariman_reliquary_drive_scene
자리만 루나로 코트 배경,zariman_lunaro_court_scene
이머전스 디시페이트,emergence_dissipate
몰트 비거,molt_vigor
게일포스 던,galeforce_dawn
자리만 화물실 배경,zariman_cargo_bay_scene
자리만 학교 운동장 배경,zariman_schoolyard_scene
자리만 천사 홰 배경,zariman_angel_roost_scene
자리만 고요의 지평 배경,zariman_serenity_levels_scene
이머전스 리뉴드,emergence_renewed
자리만 도미존 배경,zariman_dormizone_scene
이터널 이라디케이트,eternal_eradicate
오로킨 레겜의 전당 배경,zariman_hall_of_legems_scene
자리만 구금실 배경,zariman_brig_scene
자리만 알브레히트 공원 배경,zariman_albrecht_park_scene
몰트 이피션시,molt_efficiency
이머전스 세이비어,emergence_savior
자리만 농업 지구 배경,zariman_agri_zone_scene
자리만 도킹 베이 배경,zariman_docking_bay_scene
캐스케디아 오버차지,cascadia_overcharge
레인지 어드밴티지,range_advantage
컴뱃 리로드,combat_reload
자리만 거주 지구 배경,zariman_habitation_zone_scene
자리만 원형 극장 배경,zariman_amphitheatre_scene
레이텀 설계도,laetum_blueprint
아이올락 리시버 설계도,aeolak_receiver_blueprint
헤스파르 핸들 설계도,hespar_handle_blueprint
프레이도스 설계도,praedos_blueprint
아이올락 배럴 설계도,aeolak_barrel_blueprint
아이올락 세트,aeolak_set
헤스파르 세트,hespar_set
헤스파르 블레이드 설계도,hespar_blade_blueprint
아이올락 스톡 설계도,aeolak_stock_blueprint
펜모어 설계도,phenmor_blueprint
이터널 온슬로트,eternal_onslaught
도그 데이즈 밤 배경,dog_days_night_scene
인노뎀 설계도,innodem_blueprint
펠락스 설계도,felarx_blueprint
몰트 리컨스트럭트,molt_reconstruct
몰트 어그먼티드,molt_augmented
패럴락스 세트,parallax_set
이터널 로지스틱스,eternal_logistics
패럴락스 에이비오닉 설계도,parallax_avionics_blueprint
패럴락스 엔진 설계도,parallax_engines_blueprint
패럴락스 동체 설계도,parallax_fuselage_blueprint
