de,slug
meso-relikt: p2,meso_p2_relic
meso-relikt: s1,meso_s1_relic
meso-relikt: g1,meso_g1_relic
meso-relikt: c3,meso_c3_relic
meso-relikt: n5,meso_n5_relic
meso-relikt: v1,meso_v1_relic
meso-relikt: b1,meso_b1_relic
meso-relikt: e2,meso_e2_relic
meso-relikt: z3,meso_z3_relic
meso-relikt: m3,meso_m3_relic
meso-relikt: f3,meso_f3_relic
meso-relikt: e1,meso_e1_relic
meso-relikt: n2,meso_n2_relic
meso-relikt: v2,meso_v2_relic
meso-relikt: r1,meso_r1_relic
meso-relikt: d3,meso_d3_relic
meso-relikt: t3,meso_t3_relic
meso-relikt: s8,meso_s8_relic
meso-relikt: c1,meso_c1_relic
meso-relikt: e5,meso_e5_relic
meso-relikt: n1,meso_n1_relic
meso-relikt: e3,meso_e3_relic
meso-relikt: d4,meso_d4_relic
meso-relikt: w1,meso_w1_relic
meso-relikt: v6,meso_v6_relic
meso-relikt: s9,meso_s9_relic
meso-relikt: d1,meso_d1_relic
lith-relikt: h2,lith_h2_relic
lith-relikt: z1,lith_z1_relic
lith-relikt: b1,lith_b1_relic
lith-relikt: a2,lith_a2_relic
lith-relikt: l1,lith_l1_relic
lith-relikt: w1,lith_w1_relic
lith-relikt: v4,lith_v4_relic
lith-relikt: s6,lith_s6_relic
lith-relikt: n3,lith_n3_relic
lith-relikt: n4,lith_n4_relic
lith-relikt: m5,lith_m5_relic
lith-relikt: c6,lith_c6_relic
lith-relikt: c5,lith_c5_relic
lith-relikt: v6,lith_v6_relic
lith-relikt: v3,lith_v3_relic
lith-relikt: b4,lith_b4_relic
lith-relikt: n2,lith_n2_relic
lith-relikt: g1,lith_g1_relic
lith-relikt: i1,lith_i1_relic
lith-relikt: t5,lith_t5_relic
lith-relikt: g3,lith_g3_relic
lith-relikt: b8,lith_b8_relic
lith-relikt: d4,lith_d4_relic
lith-relikt: t3,lith_t3_relic
lith-relikt: s9,lith_s9_relic
lith-relikt: s5,lith_s5_relic
lith-relikt: c7,lith_c7_relic
lith-relikt: k4,lith_k4_relic
lith-relikt: t4,lith_t4_relic
lith-relikt: n6,lith_n6_relic
lith-relikt: b7,lith_b7_relic
lith-relikt: p5,lith_p5_relic
lith-relikt: d3,lith_d3_relic
lith-relikt: n5,lith_n5_relic
lith-relikt: p4,lith_p4_relic
lith-relikt: s4,lith_s4_relic
lith-relikt: s7,lith_s7_relic
lith-relikt: c2,lith_c2_relic
lith-relikt: k2,lith_k2_relic
lith-relikt: b6,lith_b6_relic
lith-relikt: m3,lith_m3_relic
lith-relikt: c4,lith_c4_relic
lith-relikt: m2,lith_m2_relic
lith-relikt: v2,lith_v2_relic
lith-relikt: o2,lith_o2_relic
lith-relikt: p1,lith_p1_relic
lith-relikt: t2,lith_t2_relic
lith-relikt: v5,lith_v5_relic
lith-relikt: b3,lith_b3_relic
lith-relikt: n1,lith_n1_relic
lith-relikt: k1,lith_k1_relic
lith-relikt: c1,lith_c1_relic
lith-relikt: w2,lith_w2_relic
lith-relikt: s10,lith_s10_relic
lith-relikt: p3,lith_p3_relic
lith-relikt: d2,lith_d2_relic
lith-relikt: m6,lith_m6_relic
lith-relikt: s3,lith_s3_relic
lith-relikt: h1,lith_h1_relic
lith-relikt: b2,lith_b2_relic
lith-relikt: t1,lith_t1_relic
lith-relikt: a1,lith_a1_relic
lith-relikt: m1,lith_m1_relic
lith-relikt: p2,lith_p2_relic
lith-relikt: a3,lith_a3_relic
lith-relikt: m4,lith_m4_relic
lith-relikt: g2,lith_g2_relic
lith-relikt: f2,lith_f2_relic
lith-relikt: v1,lith_v1_relic
lith-relikt: b5,lith_b5_relic
lith-relikt: c3,lith_c3_relic
lith-relikt: z2,lith_z2_relic
lith-relikt: o1,lith_o1_relic
lith-relikt: f1,lith_f1_relic
lith-relikt: m7,lith_m7_relic
lith-relikt: k5,lith_k5_relic
lith-relikt: s2,lith_s2_relic
lith-relikt: k3,lith_k3_relic
lith-relikt: d1,lith_d1_relic
lith-relikt: l2,lith_l2_relic
lith-relikt: s8,lith_s8_relic
lith-relikt: v8,lith_v8_relic
lith-relikt: v7,lith_v7_relic
lith-relikt: s1,lith_s1_relic
aquapulmo,aquapulmo
ostimyr,ostimyr
vitreospina,vitreospina
cryptosuctus,cryptosuctus
barbisteo,barbisteo
kymaeros,kymaeros
amniophysi,amniophysi
lobotriscid,lobotriscid
flagellocanth,flagellocanth
glutinox,glutinox
myxostomata,myxostomata
duroid,duroid
chondricord,chondricord
charc aal,charc_eel
goopolla,goopolla
murk rochen,murkray
sharrac,sharrac
karkina,karkina
maulfisch,mawfish
khut-khut,khut_khut
yogwun,yogwun
tralok,tralok
mortus lungenfisch,mortus_lungfish
glappid,glappid
norg,norg
cuthol,cuthol
suhlwickler,mirewinder
sapcaddy,sapcaddy
aug-aug,eye_eye
echowickler,echowinder
baubarsch,brickie
kriller,kriller
synathid,synathid
charamote,charamote
tromyzon,tromyzon
schrubber,scrubber
tink,tink
weitwerfer,recaster
langwickler,longwinder
hämorrhagie,hemorrhage
auto-omni,auto_omni
gelobter ansturm,votive_onslaught
einzingeln,cordon
innere blutung,internal_bleeding
stärkendes feuer,fortifying_fire
nautilus: cerebrum,nautilus_cerebrum
nautilus blaupause,nautilus_blueprint
schützende schüsse,protective_shots
purpurne flut,crimson_fugue
geißelnder gefechtskopf,scourging_warheads
qual des wurms,worms_torment
schützendes feuer,defensive_fire
orgon-abgleichmatrix,orgone_tuning_matrix
unbeugsame matrix,indomitable_matrix
nautilus: set,nautilus_set
eiserne matrix,ironclad_matrix
granums nemesis,granums_nemesis
angriff-matrix,onslaught_matrix
frequenzband-störer,waveband_disruptor
nautilus: panzer,nautilus_carapace
plünder-matrix,raider_matrix
phönix glut,phoenix_blaze
nautilus: systeme,nautilus_systems
carmine penta: gehäuse,carmine_penta_receiver
carmine penta: schaft,carmine_penta_stock
carmine penta: lauf,carmine_penta_barrel
carmine penta blaupause,carmine_penta_blueprint
carmine penta: set,carmine_penta_set
athodai blaupause,athodai_blueprint
athodai: lauf,athodai_barrel
athodai: gehäuse,athodai_receiver
athodai: set,athodai_set
halikar wraith,halikar_wraith
epitaph: gehäuse,epitaph_receiver
epitaph: set,epitaph_set
epitaph: lauf,epitaph_barrel
epitaph blaupause,epitaph_blueprint
photora-szene: deimos tiefen,deimos_depths_scene
photora-szene: herz von deimos,deimos_heart_scene
photora-szene: deimos cenote,deimos_cenote_scene
photora-szene: deimos gruft,deimos_crypt_scene
photora-szene: befallenes schiff-hologramm,infested_ship_hologram_scene
photora-szene: the cold below,the_cold_below_scene
photora-szene: deimos verlassen,deimos_forsaken_scene
photora-szene: deimos membran,deimos_membrane_scene
photora-szene: deimos abhang,deimos_verge_scene
axi-relikt: g5,axi_g5_relic
neo-relikt: k3,neo_k3_relic
neo-relikt: z8,neo_z8_relic
meso-relikt: r4,meso_r4_relic
lith-relikt: c8,lith_c8_relic
lith-relikt: t6,lith_t6_relic
photora-szene: saturn six,saturn_six_scene
meso-relikt: p5,meso_p5_relic
lith-relikt: k6,lith_k6_relic
axi-relikt: g6,axi_g6_relic
volnus prime: griff,volnus_prime_handle
volnus prime: kopf,volnus_prime_head
neo-relikt: t4,neo_t4_relic
meso-relikt: t5,meso_t5_relic
meso-relikt: z4,meso_z4_relic
neo-relikt: v10,neo_v10_relic
gara prime blaupause,gara_prime_blueprint
volnus prime: set,volnus_prime_set
gara prime: set,gara_prime_set
gara prime: neuroptik blaupause,gara_prime_neuroptics_blueprint
gara prime: systeme blaupause,gara_prime_systems_blueprint
astilla prime blaupause,astilla_prime_blueprint
axi-relikt: n7,axi_n7_relic
astilla prime: gehäuse,astilla_prime_receiver
astilla prime: lauf,astilla_prime_barrel
astilla prime: set,astilla_prime_set
lith-relikt: a4,lith_a4_relic
axi-relikt: i1,axi_i1_relic
astilla prime: schaft,astilla_prime_stock
volnus prime blaupause,volnus_prime_blueprint
neo-relikt: a5,neo_a5_relic
gara prime: chassis blaupause,gara_prime_chassis_blueprint
lith-relikt: g4,lith_g4_relic
reparatur-apotheke,repair_dispensary
primed taktisches laden,primed_tactical_pump
luftdetonation-geschosse,airburst_rounds
neo-relikt: d3,neo_d3_relic
verschmolzenes reservoir,fused_reservoir
kräftige nahrung,hearty_nourishment
axi-relikt: t7,axi_t7_relic
prisma machete,prisma_machete
opticor vandal,opticor_vandal
galvanisierter hölle,galvanized_hell
schädlicher code,malicious_code
träger: cela blaupause,cela_bracket_blueprint
negierung: ausweichen,evasive_denial
galvanisierte streuung,galvanized_diffusion
schnelle gnade,swift_mercy
stabilisierer: wanz blaupause,wanz_stabilizer_blueprint
galvanisierte begabung,galvanized_aptitude
träger: zubb blaupause,zubb_bracket_blueprint
jagdhund: hec blaupause,hec_hound_blueprint
galvanisiertes zielfernrohr,galvanized_scope
galvanisierte beschleunigung,galvanized_acceleration
kraftentzug,power_drain
gewichtsausgleich,counterbalance
stabilisierer: hinta,hinta_stabilizer
prüfung: sachpfändung,repo_audit
galvanisiertes fadenkreuz,galvanized_crosshairs
kern: garmr blaupause,garmr_core_blueprint
prospektus: fokus,focused_prospectus
jagdhund: dorma blaupause,dorma_hound_blueprint
kaltstart,hard_reset
jagdhund: bhaira blaupause,bhaira_hound_blueprint
galvanisierter schuss,galvanized_shot
negierung: reflex,reflex_denial
kern: adlet blaupause,adlet_core_blueprint
prospektus: luft,aerial_prospectus
prospektus: synergie,synergized_prospectus
stabilisierer: frak blaupause,frak_stabilizer_blueprint
kern: raiju blaupause,raiju_core_blueprint
firewall,firewall
galvanisierte schläue,galvanized_savvy
träger: urga blaupause,urga_bracket_blueprint
prüfung: null,null_audit
oull,oull
negierung: teilung,diversified_denial
prüfung: ausgleich,equilibrium_audit
galvanisierte kammer,galvanized_chamber
emote: new loka kampf,new_loka_combat_emote
emote: cephalon suda steuerung,cephalon_suda_piloting_emote
brustplatte: red veil,red_veil_chest_piece
emote: perrin steuerung,perrin_piloting_emote
brustplatte: suda,suda_chest_piece
emote: arbiters steuerung,arbiters_piloting_emote
beinplatten: red veil,red_veil_knee_guards
arkana: sekundäre unerbittlichkeit,secondary_merciless
arkana: primäre unerbittlichkeit,primary_merciless
brustplatte: meridian,meridian_chest_plate
meridian armor set,meridian_armor_set
schulterplatten: meridian,meridian_arm_spurs
emote: cephalon suda kampfmanöver,cephalon_suda_gunnery_emote
beinplatten: solaris,solaris_leg_spurs
beinplatten: loka,lokan_knee_spurs
emote: arbiters kampf,arbiters_combat_emote
emote: steel meridian kampf,steel_meridian_combat_emote
emote: steel meridian steuerung,steel_meridian_piloting_emote
arkana: sekundäres geschick,secondary_dexterity
schulterplatten: loka,lokan_arm_plates
beinplatten: suda,suda_leg_spurs
emote: steel meridian ausdauer,steel_meridian_endurance_emote
perrin armor set,perrin_armor_set
brustplatte: ostron,ostron_chest_guard
emote: cephalon suda ausdauer,cephalon_suda_endurance_emote
beinplatten: perrin,perrin_leg_guards
brustplatte: hexis,hexis_chest_plate
schulterplatten: suda,suda_arm_spurs
suda armor set,suda_armor_set
brustplatte: perrin,perrin_chest_piece
emote: perrin ausdauer,perrin_endurance_emote
schulterplatten: hexis,hexis_arm_plates
brustplatte: solaris,solaris_chest_marker
solaris armor set,solaris_armor_set
emote: red veil technik,red_veil_engineering_emote
emote: new loka technik,new_loka_engineering_emote
schulterplatten: red veil,red_veil_arm_insignia
lokan armor set,lokan_armor_set
emote: new loka steuerung,new_loka_piloting_emote
schulterplatten: solaris,solaris_arm_guards
emote: arbiters technik,arbiters_engineering_emote
ostron armor set,ostron_armor_set
schulterplatten: perrin,perrin_arm_guards
brustplatte: loka,lokan_chest_piece
beinplatten: hexis,hexis_spurs
emote: cephalon suda technik,cephalon_suda_engineering_emote
hexis armor set,hexis_armor_set
emote: arbiters kampfmanöver,arbiters_gunnery_emote
emote: new loka ausdauer,new_loka_endurance_emote
emote: arbiters ausdauer,arbiters_endurance_emote
arkana: sekundärer deadhead,secondary_deadhead
emote: steel meridian kampfmanöver,steel_meridian_gunnery_emote
beinplatten: ostron,ostron_leg_guards
beinplatten: meridian,meridian_leg_spurs
schulterplatten: ostron,ostron_arm_guards
emote: cephalon suda kampf,cephalon_suda_combat_emote
emote: red veil steuerung,red_veil_piloting_emote
arkana: primärer deadhead,primary_deadhead
red veil armor set,red_veil_armor_set
arkana: primäres geschick,primary_dexterity
ambassador: lauf,ambassador_barrel
ambassador: set,ambassador_set
ambassador: gehäuse,ambassador_receiver
ambassador: schaft,ambassador_stock
ambassador blaupause,ambassador_blueprint
nidus prime blaupause,nidus_prime_blueprint
meso-relikt: b5,meso_b5_relic
neo-relikt: n17,neo_n17_relic
strun prime: set,strun_prime_set
meso-relikt: s10,meso_s10_relic
lith-relikt: k7,lith_k7_relic
lith-relikt: n8,lith_n8_relic
neo-relikt: p3,neo_p3_relic
magnus prime: set,magnus_prime_set
primed magazin-umwandlung,primed_magazine_warp
axi-relikt: m2,axi_m2_relic
nidus prime: set,nidus_prime_set
strun prime blaupause,strun_prime_blueprint
axi-relikt: i2,axi_i2_relic
schlachtfest,butchers_revelry
magnus prime blaupause,magnus_prime_blueprint
lith-relikt: n7,lith_n7_relic
strun prime: gehäuse,strun_prime_receiver
meso-relikt: b6,meso_b6_relic
neo-relikt: t5,neo_t5_relic
strun prime: lauf,strun_prime_barrel
nidus prime: systeme blaupause,nidus_prime_systems_blueprint
strun prime: schaft,strun_prime_stock
lith-relikt: t7,lith_t7_relic
axi-relikt: a14,axi_a14_relic
nidus prime: neuroptik blaupause,nidus_prime_neuroptics_blueprint
nidus prime: chassis blaupause,nidus_prime_chassis_blueprint
magnus prime: gehäuse,magnus_prime_receiver
magnus prime: lauf,magnus_prime_barrel
neo-relikt: n16,neo_n16_relic
ghulsäge: klinge,ghoulsaw_blade_blueprint
ghulsäge: griff,ghoulsaw_grip_blueprint
ghulsäge: motor,ghoulsaw_engine_blueprint
ghulsäge: set,ghoulsaw_set
ghulsäge: chassis,ghoulsaw_chassis_blueprint
ghulsäge blaupause,ghoulsaw_blueprint
primed magazinschaft,primed_ammo_stock
vastilok,vastilok
vampirischer griff,vampiric_grasp
segen des champions,champions_blessing
lith-relikt: l3,lith_l3_relic
schneller biss,swift_bite
meso-relikt: b7,meso_b7_relic
meso-relikt: p6,meso_p6_relic
neo-relikt: a6,neo_a6_relic
neo-relikt: h3,neo_h3_relic
lith-relikt: r1,lith_r1_relic
der unerbittliche verlorene,the_relentless_lost
lith-relikt: k8,lith_k8_relic
neo-relikt: d4,neo_d4_relic
axi-relikt: d3,axi_d3_relic
axi-relikt: m3,axi_m3_relic
lith-relikt: n9,lith_n9_relic
axi-relikt: p4,axi_p4_relic
knell prime: set,knell_prime_set
boreals verachtung,boreals_contempt
niras pein,niras_anguish
meso-relikt: a3,meso_a3_relic
axi-relikt: s9,axi_s9_relic
amars verachtung,amars_contempt
scourge prime: klinge,scourge_prime_blade
lith-relikt: t8,lith_t8_relic
harrow prime blaupause,harrow_prime_blueprint
harrow prime: set,harrow_prime_set
meso-relikt: g3,meso_g3_relic
meso-relikt: i2,meso_i2_relic
amars pein,amars_anguish
niras hass,niras_hatred
knell prime: lauf,knell_prime_barrel
axi-relikt: t8,axi_t8_relic
lith-relikt: h3,lith_h3_relic
axi-relikt: c7,axi_c7_relic
harrow prime: neuroptik blaupause,harrow_prime_neuroptics_blueprint
scourge prime: lauf,scourge_prime_barrel
knell prime blaupause,knell_prime_blueprint
boreals hass,boreals_hatred
lith-relikt: s11,lith_s11_relic
neo-relikt: k4,neo_k4_relic
neo-relikt: n18,neo_n18_relic
amars hass,amars_hatred
lith-relikt: t9,lith_t9_relic
boreals pein,boreals_anguish
harrow prime: chassis blaupause,harrow_prime_chassis_blueprint
scourge prime: set,scourge_prime_set
niras verachtung,niras_contempt
axi-relikt: k6,axi_k6_relic
harrow prime: systeme blaupause,harrow_prime_systems_blueprint
lith-relikt: c9,lith_c9_relic
scourge prime: griff,scourge_prime_handle
knell prime: gehäuse,knell_prime_receiver
scourge prime blaupause,scourge_prime_blueprint
meso-relikt: s11,meso_s11_relic
thermale übertragung,thermal_transfer
neo-relikt: p4,neo_p4_relic
gourmet,gourmand
photora-szene: praghasa thronraum,praghasa_throne_room_scene
wogende klingen,surging_blades
beißender frost,biting_frost
lith-relikt: n10,lith_n10_relic
primed munition-wandler: gewehr,primed_sniper_ammo_mutation
garuda prime: chassis blaupause,garuda_prime_chassis_blueprint
corvas prime: set,corvas_prime_set
lith-relikt: n11,lith_n11_relic
nagantaka prime: set,nagantaka_prime_set
axi-relikt: k7,axi_k7_relic
lith-relikt: s12,lith_s12_relic
corvas prime: lauf,corvas_prime_barrel
corvas prime blaupause,corvas_prime_blueprint
nagantaka prime: gehäuse,nagantaka_prime_receiver
nagantaka prime blaupause,nagantaka_prime_blueprint
lith-relikt: h4,lith_h4_relic
corvas prime: schaft,corvas_prime_stock
nagantaka prime: schaft,nagantaka_prime_stock
garuda prime: systeme blaupause,garuda_prime_systems_blueprint
meso-relikt: g4,meso_g4_relic
axi-relikt: s11,axi_s11_relic
lith-relikt: z3,lith_z3_relic
corvas prime: gehäuse,corvas_prime_receiver
axi-relikt: s10,axi_s10_relic
lith-relikt: g5,lith_g5_relic
meso-relikt: p7,meso_p7_relic
lith-relikt: n12,lith_n12_relic
nagantaka prime: lauf,nagantaka_prime_barrel
garuda prime: set,garuda_prime_set
neo-relikt: n20,neo_n20_relic
garuda prime: neuroptik blaupause,garuda_prime_neuroptics_blueprint
meso-relikt: n12,meso_n12_relic
axi-relikt: g7,axi_g7_relic
neo-relikt: c2,neo_c2_relic
neo-relikt: m4,neo_m4_relic
garuda prime blaupause,garuda_prime_blueprint
photora-szene: zariman chrysalith,zariman_chrysalith_scene
photora-szene: zariman reliquiar-antrieb,zariman_reliquary_drive_scene
photora-szene: zariman lunaro-hof,zariman_lunaro_court_scene
emergenz: zerstreuung,emergence_dissipate
wechsel: kraft,molt_vigor
orkandämmerung,galeforce_dawn
photora-szene: zariman ladebucht,zariman_cargo_bay_scene
photora-szene: zariman schulhof,zariman_schoolyard_scene
photora-szene: zariman engel-schlafplatz,zariman_angel_roost_scene
photora-szene: zariman ruhe-level,zariman_serenity_levels_scene
emergenz: erneuerung,emergence_renewed
photora-szene: zariman dormizone,zariman_dormizone_scene
ewige ausrottung,eternal_eradicate
photora-szene: zariman legem-halle,zariman_hall_of_legems_scene
photora-szene: zariman brücke,zariman_brig_scene
photora-szene: zariman albrecht-park,zariman_albrecht_park_scene
wechsel: effizienz,molt_efficiency
emergenz: retter,emergence_savior
photora-szene: zariman landwirtschaft,zariman_agri_zone_scene
photora-szene: zariman andockbucht,zariman_docking_bay_scene
cascadia: überladung,cascadia_overcharge
reichweitenvorteil,range_advantage
kampfnachladen,combat_reload
photora-szene: zariman habitat-bereich,zariman_habitation_zone_scene
photora-szene: zariman amphitheater,zariman_amphitheatre_scene
laetum blaupause,laetum_blueprint
aeolak: gehäuse blaupause,aeolak_receiver_blueprint
hespar: griff blaupause,hespar_handle_blueprint
praedos blaupause,praedos_blueprint
aeolak: lauf blaupause,aeolak_barrel_blueprint
aeolak: set,aeolak_set
hespar: set,hespar_set
hespar: klinge blaupause,hespar_blade_blueprint
aeolak: schaft blaupause,aeolak_stock_blueprint
phenmor blaupause,phenmor_blueprint
ewiger ansturm,eternal_onslaught
photora-szene: hitzefrei bei nacht,dog_days_night_scene
innodem blaupause,innodem_blueprint
felarx blaupause,felarx_blueprint
wechsel: wiederaufbau,molt_reconstruct
wechsel: erweiterung,molt_augmented
parallax: set,parallax_set
ewige versorgung,eternal_logistics
parallax: avionik blaupause,parallax_avionics_blueprint
parallax: triebwerke blaupause,parallax_engines_blueprint
parallax: rumpf blaupause,parallax_fuselage_blueprint
cascadia: ermächtigung,cascadia_empowered
prisma shade: set,prisma_shade_set
fraktal: zurücksetzung,fractalized_reset
cascadia: leuchtfeuer,cascadia_flare
prisma salvenlaser,prisma_burst_laser
cascadia: genauigkeit,cascadia_accuracy
sichel-vulpaphyla (genetischer abdruck),crescent_vulpaphyla_imprint
listiger vulpaphyla (genetischer abdruck),sly_vulpaphyla_imprint
medjai-predasit (genetischer abdruck),medjay_predasite_imprint
wesir-predasit (genetischer abdruck),vizier_predasite_imprint
panzer-vulpaphyla (genetischer abdruck),panzer_vulpaphyla_imprint
pharaoh-predasit (genetischer abdruck),pharaoh_predasite_imprint
hystrix prime blaupause,hystrix_prime_blueprint
axi-relikt: k10,axi_k10_relic
axi-relikt: n8,axi_n8_relic
meso-relikt: o5,meso_o5_relic
meso-relikt: p8,meso_p8_relic
neo-relikt: n21,neo_n21_relic
khora prime: chassis blaupause,khora_prime_chassis_blueprint
dual-keres prime: set,dual_keres_prime_set
axi-relikt: k9,axi_k9_relic
hystrix prime: set,hystrix_prime_set
axi-relikt: g8,axi_g8_relic
meso-relikt: h3,meso_h3_relic
dual-keres prime: griff,dual_keres_prime_handle
khora prime: set,khora_prime_set
khora prime blaupause,khora_prime_blueprint
neo-relikt: g4,neo_g4_relic
hystrix prime: gehäuse,hystrix_prime_receiver
neo-relikt: d5,neo_d5_relic
lith-relikt: k9,lith_k9_relic
axi-relikt: k8,axi_k8_relic
abscheuliche entladung,vile_discharge
meso-relikt: h2,meso_h2_relic
hystrix prime: lauf,hystrix_prime_barrel
meso-relikt: v7,meso_v7_relic
khora prime: neuroptik blaupause,khora_prime_neuroptics_blueprint
dual-keres prime blaupause,dual_keres_prime_blueprint
neo-relikt: s15,neo_s15_relic
axi-relikt: s12,axi_s12_relic
kritische präzision,critical_precision
khora prime: systeme blaupause,khora_prime_systems_blueprint
dual-keres prime: klinge,dual_keres_prime_blade
sonderbares publikum,peculiar_audience
archon: verstärken,archon_intensify
lith-relikt: n13,lith_n13_relic
neo-relikt: z9,neo_z9_relic
archon: kontinuität,archon_continuity
meso-relikt: w2,meso_w2_relic
neo-relikt: e3,neo_e3_relic
archon: fluss,archon_flow
archon: vitalität,archon_vitality
axi-relikt: t9,axi_t9_relic
archon: ausdehnung,archon_stretch
lith-relikt: s13,lith_s13_relic
lith-relikt: h6,lith_h6_relic
tatsu prime: klinge,tatsu_prime_blade
neo-relikt: t6,neo_t6_relic
meso-relikt: p10,meso_p10_relic
revenant prime: chassis blaupause,revenant_prime_chassis_blueprint
revenant prime: systeme blaupause,revenant_prime_systems_blueprint
tatsu prime: set,tatsu_prime_set
tatsu prime blaupause,tatsu_prime_blueprint
meso-relikt: n13,meso_n13_relic
revenant prime: set,revenant_prime_set
phantasma prime: lauf,phantasma_prime_barrel
lith-relikt: p6,lith_p6_relic
revenant prime: neuroptik blaupause,revenant_prime_neuroptics_blueprint
tatsu prime: griff,tatsu_prime_handle
meso-relikt: k4,meso_k4_relic
phantasma prime blaupause,phantasma_prime_blueprint
phantasma prime: set,phantasma_prime_set
lith-relikt: h5,lith_h5_relic
axi-relikt: t10,axi_t10_relic
phantasma prime: gehäuse,phantasma_prime_receiver
axi-relikt: n9,axi_n9_relic
lith-relikt: r2,lith_r2_relic
revenant prime blaupause,revenant_prime_blueprint
meso-relikt: p9,meso_p9_relic
lith-relikt: s14,lith_s14_relic
phantasma prime: schaft,phantasma_prime_stock
lith-relikt: b9,lith_b9_relic
axi-relikt: a15,axi_a15_relic
axi-relikt: s13,axi_s13_relic
neo-relikt: s16,neo_s16_relic
neo-relikt: i3,neo_i3_relic
meso-relikt: o6,meso_o6_relic
vericres,vericres
koppelspannung,conjunction_voltage
arkana: primäre erfrierung,primary_frostbite
arkana: aufstieg,arcane_rise
perigale: set,perigale_set
photora-szene: schleierschnitter wald,veilbreak_forest_scene
perigale: schaft,perigale_stock
sarofang: klinge,sarofang_blade
photora-szene: schleierschnitter fabrik,veilbreak_factory_scene
photora-szene: lua circulus,lua_circulus_scene
arkana: segen,arcane_blessing
sarofang: griff,sarofang_handle
sarofang: set,sarofang_set
photora-szene: schleierschnitter murex,veilbreak_murex_scene
perigale: lauf,perigale_barrel
perigale: gehäuse,perigale_receiver
lith-relikt: g6,lith_g6_relic
axi-relikt: s14,axi_s14_relic
meso-relikt: t6,meso_t6_relic
neo-relikt: c3,neo_c3_relic
baruuk prime: chassis blaupause,baruuk_prime_chassis_blueprint
meso-relikt: a4,meso_a4_relic
axi-relikt: n10,axi_n10_relic
axi-relikt: b5,axi_b5_relic
neo-relikt: a8,neo_a8_relic
meso-relikt: v8,meso_v8_relic
baruuk prime blaupause,baruuk_prime_blueprint
neo-relikt: k5,neo_k5_relic
meso-relikt: k5,meso_k5_relic
lith-relikt: v9,lith_v9_relic
lith-relikt: b10,lith_b10_relic
neo-relikt: a7,neo_a7_relic
axi-relikt: g9,axi_g9_relic
baruuk prime: systeme blaupause,baruuk_prime_systems_blueprint
neo-relikt: d6,neo_d6_relic
axi-relikt: f1,axi_f1_relic
baruuk prime: neuroptik blaupause,baruuk_prime_neuroptics_blueprint
meso-relikt: r5,meso_r5_relic
lith-relikt: a5,lith_a5_relic
baruuk prime: set,baruuk_prime_set
lith-relikt: h7,lith_h7_relic
cobra & crane prime: schutz,cobra_and_crane_prime_guard
afuris prime: lauf,afuris_prime_barrel
afuris prime: set,afuris_prime_set
afuris prime: verbindung,afuris_prime_link
cobra & crane prime blaupause,cobra_and_crane_prime_blueprint
afuris prime blaupause,afuris_prime_blueprint
cobra & crane prime: klinge,cobra_and_crane_prime_blade
cobra & crane prime: griff,cobra_and_crane_prime_hilt
cobra & crane prime: set,cobra_and_crane_prime_set
afuris prime: gehäuse,afuris_prime_receiver
corufell: gehäuse,corufell_receiver
arkana: primäre panzermunition,primary_plated_round
zerschmetterter sturm,shattered_storm
kathoden-strom,cathode_current
arkana: standhaftigkeit,arcane_steadfast
lith-relikt: d5,lith_d5_relic
steflos: lauf,steflos_barrel
steflos: schaft,steflos_stock
steflos: set,steflos_set
corufell: set,corufell_set
corufell: griff,corufell_handle
lith-relikt: p7,lith_p7_relic
arkana: kehrtwende,arcane_double_back
arkana: sekundäre verbindung,secondary_kinship
steflos: gehäuse,steflos_receiver
merulina wächter,merulina_guardian
wechselnder schild,mesmer_shield
neo-relikt: r5,neo_r5_relic
arkana: sekundäre belastung,secondary_encumber
neo-relikt: a9,neo_a9_relic
meso-relikt: l2,meso_l2_relic
axi-relikt: m4,axi_m4_relic
photora-szene: citrines letzter wunsch - fabrik,citrines_last_wish_factory_scene
corufell: lauf,corufell_barrel
hildryn prime blaupause,hildryn_prime_blueprint
hildryn prime: systeme blaupause,hildryn_prime_systems_blueprint
shade prime blaupause,shade_prime_blueprint
hildryn prime: set,hildryn_prime_set
shade prime: systeme,shade_prime_systems
larkspur prime: set,larkspur_prime_set
hildryn prime: neuroptik blaupause,hildryn_prime_neuroptics_blueprint
larkspur prime: lauf,larkspur_prime_barrel
shade prime: cerebrum,shade_prime_cerebrum
shade prime: set,shade_prime_set
larkspur prime: schaft,larkspur_prime_stock
hildryn prime: chassis blaupause,hildryn_prime_chassis_blueprint
larkspur prime: gehäuse,larkspur_prime_receiver
shade prime: panzer,shade_prime_carapace
larkspur prime blaupause,larkspur_prime_blueprint
lith-relikt: s15,lith_s15_relic
meso-relikt: n14,meso_n14_relic
lith-relikt: r3,lith_r3_relic
meso-relikt: d7,meso_d7_relic
axi-relikt: h6,axi_h6_relic
lith-relikt: b11,lith_b11_relic
meso-relikt: s12,meso_s12_relic
lith-relikt: h8,lith_h8_relic
meso-relikt: h4,meso_h4_relic
axi-relikt: g10,axi_g10_relic
axi-relikt: a16,axi_a16_relic
neo-relikt: s17,neo_s17_relic
neo-relikt: n22,neo_n22_relic
axi-relikt: b6,axi_b6_relic
axi-relikt: k11,axi_k11_relic
lith-relikt: k10,lith_k10_relic
neo-relikt: l2,neo_l2_relic
