pt,slug
relíquia lith h1,lith_h1_relic
relíquia lith b2,lith_b2_relic
relíquia lith t1,lith_t1_relic
relíquia lith a1,lith_a1_relic
relíquia lith m1,lith_m1_relic
relíquia lith p2,lith_p2_relic
relíquia lith a3,lith_a3_relic
relíquia lith m4,lith_m4_relic
relíquia lith g2,lith_g2_relic
relíquia lith f2,lith_f2_relic
relíquia lith v1,lith_v1_relic
relíquia lith b5,lith_b5_relic
relíquia lith c3,lith_c3_relic
relíquia lith z2,lith_z2_relic
relíquia lith o1,lith_o1_relic
relíquia lith f1,lith_f1_relic
relíquia lith m7,lith_m7_relic
relíquia lith k5,lith_k5_relic
relíquia lith s2,lith_s2_relic
relíquia lith k3,lith_k3_relic
relíquia lith d1,lith_d1_relic
relíquia lith l2,lith_l2_relic
relíquia lith s8,lith_s8_relic
relíquia lith v8,lith_v8_relic
relíquia lith v7,lith_v7_relic
relíquia lith s1,lith_s1_relic
aquapulmo,aquapulmo
ostimyr,ostimyr
vitreospina,vitreospina
cryptosuctus,cryptosuctus
barbisteo,barbisteo
kymaeros,kymaeros
amniophysi,amniophysi
lobotriscid,lobotriscid
flagellocanth,flagellocanth
glutinox,glutinox
myxostomata,myxostomata
duroid,duroid
chondricord,chondricord
charc eel,charc_eel
goopolla,goopolla
murkray,murkray
sharrac,sharrac
karkina,karkina
mawfish,mawfish
khut-khut,khut_khut
yogwun,yogwun
tralok,tralok
mortus lungfish,mortus_lungfish
glappid,glappid
norg,norg
cuthol,cuthol
mirewinder,mirewinder
sapcaddy,sapcaddy
eye-eye,eye_eye
echowinder,echowinder
brickie,brickie
kriller,kriller
synathid,synathid
charamote,charamote
tromyzon,tromyzon
scrubber,scrubber
tink,tink
recaster,recaster
longwinder,longwinder
hemorrhage,hemorrhage
auto omni,auto_omni
votive onslaught,votive_onslaught
cordon,cordon
internal bleeding,internal_bleeding
disparo fortificante,fortifying_fire
nautilus: cérebro,nautilus_cerebrum
nautilus (diagrama),nautilus_blueprint
disparos protetores,protective_shots
chacina carmesim,crimson_fugue
ogivas calamitosas,scourging_warheads
tormenta das rainhas,worms_torment
disparo defensivo,defensive_fire
matriz calibrável de orgônio,orgone_tuning_matrix
matriz indomável,indomitable_matrix
nautilus: conjunto,nautilus_set
matriz herculana,ironclad_matrix
nêmesis de granum,granums_nemesis
matriz genocida,onslaught_matrix
distorção de frequência,waveband_disruptor
nautilus: carapaça,nautilus_carapace
matriz pirata,raider_matrix
chama da fênix,phoenix_blaze
nautilus: sistemas,nautilus_systems
penta carmesim: receptor,carmine_penta_receiver
penta carmesim: coronha,carmine_penta_stock
penta carmesim: cano,carmine_penta_barrel
penta carmesim (diagrama),carmine_penta_blueprint
penta carmesim: conjunto,carmine_penta_set
athodai (diagrama),athodai_blueprint
athodai: cano,athodai_barrel
athodai: receptor,athodai_receiver
athodai: conjunto,athodai_set
halikar quimérica,halikar_wraith
epitaph: receptor,epitaph_receiver
epitaph: conjunto,epitaph_set
epitaph: cano,epitaph_barrel
epitaph (diagrama),epitaph_blueprint
cena: profundezas de deimos,deimos_depths_scene
cena: coração de deimos,deimos_heart_scene
cena: cenote de deimos,deimos_cenote_scene
cena: cripta de deimos,deimos_crypt_scene
cena: holograma de nave infestada,infested_ship_hologram_scene
cena: no frio do além,the_cold_below_scene
cena: abandono de deimos,deimos_forsaken_scene
cena: membrana de deimos,deimos_membrane_scene
cena: confins de deimos,deimos_verge_scene
relíquia axi g5,axi_g5_relic
relíquia neo k3,neo_k3_relic
relíquia neo z8,neo_z8_relic
relíquia meso r4,meso_r4_relic
relíquia lith c8,lith_c8_relic
relíquia lith t6,lith_t6_relic
cena: hexágono de saturno,saturn_six_scene
relíquia meso p5,meso_p5_relic
relíquia lith k6,lith_k6_relic
relíquia axi g6,axi_g6_relic
volnus prime: cabo,volnus_prime_handle
volnus prime: extremidade,volnus_prime_head
relíquia neo t4,neo_t4_relic
relíquia meso t5,meso_t5_relic
relíquia meso z4,meso_z4_relic
relíquia neo v10,neo_v10_relic
gara prime (diagrama),gara_prime_blueprint
volnus prime: conjunto,volnus_prime_set
gara prime: conjunto,gara_prime_set
gara prime: neurovisor (diagrama),gara_prime_neuroptics_blueprint
gara prime: sistemas (diagrama),gara_prime_systems_blueprint
astilla prime (diagrama),astilla_prime_blueprint
relíquia axi n7,axi_n7_relic
astilla prime: receptor,astilla_prime_receiver
astilla prime: cano,astilla_prime_barrel
astilla prime: conjunto,astilla_prime_set
relíquia lith a4,lith_a4_relic
relíquia axi i1,axi_i1_relic
astilla prime: coronha,astilla_prime_stock
volnus prime (diagrama),volnus_prime_blueprint
relíquia neo a5,neo_a5_relic
gara prime: chassi (diagrama),gara_prime_chassis_blueprint
relíquia lith g4,lith_g4_relic
dispensário reparador,repair_dispensary
primed tactical pump,primed_tactical_pump
projéteis aéreos,airburst_rounds
relíquia neo d3,neo_d3_relic
reservatórios fundidos,fused_reservoir
nutrição saudável,hearty_nourishment
relíquia axi t7,axi_t7_relic
facão prisma,prisma_machete
opticor vandalizada,opticor_vandal
galvanized hell,galvanized_hell
malicious code,malicious_code
suporte: cela (diagrama),cela_bracket_blueprint
evasive denial,evasive_denial
galvanized diffusion,galvanized_diffusion
swift mercy,swift_mercy
estabilizador: wanz (diagrama),wanz_stabilizer_blueprint
galvanized aptitude,galvanized_aptitude
suporte: zubb (diagrama),zubb_bracket_blueprint
predador hec (diagrama),hec_hound_blueprint
galvanized scope,galvanized_scope
galvanized acceleration,galvanized_acceleration
power drain,power_drain
counterbalance,counterbalance
estabilizador: hinta,hinta_stabilizer
repo audit,repo_audit
galvanized crosshairs,galvanized_crosshairs
núcleo: garmr (diagrama),garmr_core_blueprint
focused prospectus,focused_prospectus
predador dorma (diagrama),dorma_hound_blueprint
hard reset,hard_reset
predador bhaira (diagrama),bhaira_hound_blueprint
galvanized shot,galvanized_shot
reflex denial,reflex_denial
núcleo: adlet (diagrama),adlet_core_blueprint
aerial prospectus,aerial_prospectus
synergized prospectus,synergized_prospectus
estabilizador: frak (diagrama),frak_stabilizer_blueprint
núcleo: raiju (diagrama),raiju_core_blueprint
firewall,firewall
galvanized savvy,galvanized_savvy
suporte: urga (diagrama),urga_bracket_blueprint
null audit,null_audit
oull,oull
diversified denial,diversified_denial
equilibrium audit,equilibrium_audit
galvanized chamber,galvanized_chamber
gesto: combate do neoloka,new_loka_combat_emote
gesto: pilotagem da cephalon suda,cephalon_suda_piloting_emote
peitoral: véu rubro,red_veil_chest_piece
gesto: pilotagem da sequência de perrin,perrin_piloting_emote
peitoral: suda,suda_chest_piece
gesto: pilotagem dos árbitros,arbiters_piloting_emote
pernas: véu rubro,red_veil_knee_guards
impiedade (armas secundárias),secondary_merciless
impiedade (armas primárias),primary_merciless
peitoral: meridiano,meridian_chest_plate
meridian armor set,meridian_armor_set
ombros: meridiano,meridian_arm_spurs
gesto: artilharia da cephalon suda,cephalon_suda_gunnery_emote
pernas: solaris,solaris_leg_spurs
pernas: lokan,lokan_knee_spurs
gesto: combate dos árbitros,arbiters_combat_emote
gesto: combate do meridiano de aço,steel_meridian_combat_emote
gesto: pilotagem do meridiano de aço,steel_meridian_piloting_emote
destreza (armas secundárias),secondary_dexterity
ombros: lokan,lokan_arm_plates
pernas: suda,suda_leg_spurs
gesto: resistência do meridiano de aço,steel_meridian_endurance_emote
perrin armor set,perrin_armor_set
peitoral: ostron,ostron_chest_guard
gesto: resistência da cephalon suda,cephalon_suda_endurance_emote
pernas: perrin,perrin_leg_guards
peitoral: hexis,hexis_chest_plate
ombros: suda,suda_arm_spurs
suda armor set,suda_armor_set
peitoral: perrin,perrin_chest_piece
gesto: resistência da sequência de perrin,perrin_endurance_emote
ombros: hexis,hexis_arm_plates
peitoral: solaris,solaris_chest_marker
solaris armor set,solaris_armor_set
gesto: engenharia do véu rubro,red_veil_engineering_emote
gesto: engenharia do neoloka,new_loka_engineering_emote
ombros: véu rubro,red_veil_arm_insignia
lokan armor set,lokan_armor_set
gesto: pilotagem do neoloka,new_loka_piloting_emote
ombros: solaris,solaris_arm_guards
gesto: engenharia dos árbitros,arbiters_engineering_emote
ostron armor set,ostron_armor_set
ombros: perrin,perrin_arm_guards
peitoral: lokan,lokan_chest_piece
pernas: hexis,hexis_spurs
gesto: engenharia da cephalon suda,cephalon_suda_engineering_emote
hexis armor set,hexis_armor_set
gesto: artilharia dos árbitros,arbiters_gunnery_emote
gesto: resistência do neoloka,new_loka_endurance_emote
gesto: resistência dos árbitros,arbiters_endurance_emote
precisão letal (armas secundárias),secondary_deadhead
gesto: artilharia do meridiano de aço,steel_meridian_gunnery_emote
pernas: ostron,ostron_leg_guards
pernas: meridiano,meridian_leg_spurs
ombros: ostron,ostron_arm_guards
gesto: combate da cephalon suda,cephalon_suda_combat_emote
gesto: pilotagem do véu rubro,red_veil_piloting_emote
precisão letal (armas primárias),primary_deadhead
red veil armor set,red_veil_armor_set
destreza (armas primárias),primary_dexterity
ambassador: cano,ambassador_barrel
ambassador: conjunto,ambassador_set
ambassador: receptor,ambassador_receiver
ambassador: coronha,ambassador_stock
ambassador (diagrama),ambassador_blueprint
nidus prime (diagrama),nidus_prime_blueprint
relíquia meso b5,meso_b5_relic
relíquia neo n17,neo_n17_relic
strun prime: conjunto,strun_prime_set
relíquia meso s10,meso_s10_relic
relíquia lith k7,lith_k7_relic
relíquia lith n8,lith_n8_relic
relíquia neo p3,neo_p3_relic
magnus prime: conjunto,magnus_prime_set
primed magazine warp,primed_magazine_warp
relíquia axi m2,axi_m2_relic
nidus prime: conjunto,nidus_prime_set
strun prime (diagrama),strun_prime_blueprint
relíquia axi i2,axi_i2_relic
butcher's revelry,butchers_revelry
magnus prime (diagrama),magnus_prime_blueprint
relíquia lith n7,lith_n7_relic
strun prime: receptor,strun_prime_receiver
relíquia meso b6,meso_b6_relic
relíquia neo t5,neo_t5_relic
strun prime: cano,strun_prime_barrel
nidus prime: sistemas (diagrama),nidus_prime_systems_blueprint
strun prime: coronha,strun_prime_stock
relíquia lith t7,lith_t7_relic
relíquia axi a14,axi_a14_relic
nidus prime: neurovisor (diagrama),nidus_prime_neuroptics_blueprint
nidus prime: chassi (diagrama),nidus_prime_chassis_blueprint
magnus prime: receptor,magnus_prime_receiver
magnus prime: cano,magnus_prime_barrel
relíquia neo n16,neo_n16_relic
serra carniçal: disco,ghoulsaw_blade_blueprint
serra carniçal: empunhadura,ghoulsaw_grip_blueprint
serra carniçal: motor,ghoulsaw_engine_blueprint
serra carniçal: conjunto,ghoulsaw_set
serra carniçal: chassi,ghoulsaw_chassis_blueprint
serra carniçal (diagrama),ghoulsaw_blueprint
primed ammo stock,primed_ammo_stock
vastilok,vastilok
entrelaço vampírico,vampiric_grasp
benção dos campeões,champions_blessing
relíquia lith l3,lith_l3_relic
mordida célere,swift_bite
relíquia meso b7,meso_b7_relic
relíquia meso p6,meso_p6_relic
relíquia neo a6,neo_a6_relic
relíquia neo h3,neo_h3_relic
relíquia lith r1,lith_r1_relic
elos implacáveis,the_relentless_lost
relíquia lith k8,lith_k8_relic
relíquia neo d4,neo_d4_relic
relíquia axi d3,axi_d3_relic
relíquia axi m3,axi_m3_relic
relíquia lith n9,lith_n9_relic
relíquia axi p4,axi_p4_relic
knell prime: conjunto,knell_prime_set
desprezo do boreal,boreals_contempt
angústia da nira,niras_anguish
relíquia meso a3,meso_a3_relic
relíquia axi s9,axi_s9_relic
desprezo do amar,amars_contempt
scourge prime: lâmina,scourge_prime_blade
relíquia lith t8,lith_t8_relic
harrow prime (diagrama),harrow_prime_blueprint
harrow prime: conjunto,harrow_prime_set
relíquia meso g3,meso_g3_relic
relíquia meso i2,meso_i2_relic
angústia do amar,amars_anguish
rancor da nira,niras_hatred
knell prime: cano,knell_prime_barrel
relíquia axi t8,axi_t8_relic
relíquia lith h3,lith_h3_relic
relíquia axi c7,axi_c7_relic
harrow prime: neurovisor (diagrama),harrow_prime_neuroptics_blueprint
scourge prime: cano,scourge_prime_barrel
knell prime (diagrama),knell_prime_blueprint
rancor do boreal,boreals_hatred
relíquia lith s11,lith_s11_relic
relíquia neo k4,neo_k4_relic
relíquia neo n18,neo_n18_relic
rancor do amar,amars_hatred
relíquia lith t9,lith_t9_relic
angústia do boreal,boreals_anguish
harrow prime: chassi (diagrama),harrow_prime_chassis_blueprint
scourge prime: conjunto,scourge_prime_set
desprezo da nira,niras_contempt
relíquia axi k6,axi_k6_relic
harrow prime: sistemas (diagrama),harrow_prime_systems_blueprint
relíquia lith c9,lith_c9_relic
scourge prime: cabo,scourge_prime_handle
knell prime: receptor,knell_prime_receiver
scourge prime (diagrama),scourge_prime_blueprint
relíquia meso s11,meso_s11_relic
transferência térmica,thermal_transfer
relíquia neo p4,neo_p4_relic
refeição gourmet,gourmand
cena: sala do trono da praghasa,praghasa_throne_room_scene
lâminas emergentes,surging_blades
geada lacerante,biting_frost
relíquia lith n10,lith_n10_relic
primed sniper ammo mutation,primed_sniper_ammo_mutation
garuda prime: chassi (diagrama),garuda_prime_chassis_blueprint
corvas prime: conjunto,corvas_prime_set
relíquia lith n11,lith_n11_relic
nagantaka prime: conjunto,nagantaka_prime_set
relíquia axi k7,axi_k7_relic
relíquia lith s12,lith_s12_relic
corvas prime: cano,corvas_prime_barrel
corvas prime (diagrama),corvas_prime_blueprint
nagantaka prime: receptor,nagantaka_prime_receiver
nagantaka prime (diagrama),nagantaka_prime_blueprint
relíquia lith h4,lith_h4_relic
corvas prime: coronha,corvas_prime_stock
nagantaka prime: coronha,nagantaka_prime_stock
garuda prime: sistemas (diagrama),garuda_prime_systems_blueprint
relíquia meso g4,meso_g4_relic
relíquia axi s11,axi_s11_relic
relíquia lith z3,lith_z3_relic
corvas prime: receptor,corvas_prime_receiver
relíquia axi s10,axi_s10_relic
relíquia lith g5,lith_g5_relic
relíquia meso p7,meso_p7_relic
relíquia lith n12,lith_n12_relic
nagantaka prime: cano,nagantaka_prime_barrel
garuda prime: conjunto,garuda_prime_set
relíquia neo n20,neo_n20_relic
garuda prime: neurovisor (diagrama),garuda_prime_neuroptics_blueprint
relíquia meso n12,meso_n12_relic
relíquia axi g7,axi_g7_relic
relíquia neo c2,neo_c2_relic
relíquia neo m4,neo_m4_relic
garuda prime (diagrama),garuda_prime_blueprint
cena: crisálida da zariman,zariman_chrysalith_scene
cena: energizador relicário da zariman,zariman_reliquary_drive_scene
cena: quadra de lunaro da zariman,zariman_lunaro_court_scene
dissipação emergente,emergence_dissipate
revigoração exúvia,molt_vigor
galeforce dawn,galeforce_dawn
cena: compartimento de carga da zariman,zariman_cargo_bay_scene
cena: pátio da escola da zariman,zariman_schoolyard_scene
cena: pouso do anjo da zariman,zariman_angel_roost_scene
cena: andares da serenidade da zariman,zariman_serenity_levels_scene
renovação emergente,emergence_renewed
cena: dormitório da zariman,zariman_dormizone_scene
erradicação perpétua,eternal_eradicate
cena: salão da legem da zariman,zariman_hall_of_legems_scene
cena: cadeia da zariman,zariman_brig_scene
cena: parque albrecht da zariman,zariman_albrecht_park_scene
eficiência exúvia,molt_efficiency
salvação emergente,emergence_savior
cena: agroespaço da zariman,zariman_agri_zone_scene
cena: doca da zariman,zariman_docking_bay_scene
sobrecarga da cascada,cascadia_overcharge
range advantage,range_advantage
combat reload,combat_reload
cena: zona habitacional da zariman,zariman_habitation_zone_scene
cena: anfiteatro da zariman,zariman_amphitheatre_scene
laetum (diagrama),laetum_blueprint
aeolak: receptor (diagrama),aeolak_receiver_blueprint
hespar: cabo (diagrama),hespar_handle_blueprint
praedos (diagrama),praedos_blueprint
aeolak: cano (diagrama),aeolak_barrel_blueprint
aeolak: conjunto,aeolak_set
hespar: conjunto,hespar_set
hespar: lâmina (diagrama),hespar_blade_blueprint
aeolak: coronha (diagrama),aeolak_stock_blueprint
phenmor (diagrama),phenmor_blueprint
massacre perpétuo,eternal_onslaught
cena: noite dos dias de cão,dog_days_night_scene
innodem (diagrama),innodem_blueprint
felarx (diagrama),felarx_blueprint
reconstrução exúvia,molt_reconstruct
ampliação exúvia,molt_augmented
parallax: conjunto,parallax_set
logística perpétua,eternal_logistics
parallax: aviônicos (diagrama),parallax_avionics_blueprint
parallax: motores (diagrama),parallax_engines_blueprint
parallax: fuselagem (diagrama),parallax_fuselage_blueprint
empoderamento da cascada,cascadia_empowered
shade prisma: conjunto,prisma_shade_set
redefinição fractalizada,fractalized_reset
clarão da cascada,cascadia_flare
rajada a laser prisma,prisma_burst_laser
precisão da cascada,cascadia_accuracy
vulpaphyla crescente (código genético),crescent_vulpaphyla_imprint
vulpaphyla astuto (código genético),sly_vulpaphyla_imprint
predasite medjai (código genético),medjay_predasite_imprint
predasite vizir (código genético),vizier_predasite_imprint
vulpaphyla panzer (código genético),panzer_vulpaphyla_imprint
predasite faraó (código genético),pharaoh_predasite_imprint
hystrix prime (diagrama),hystrix_prime_blueprint
relíquia axi k10,axi_k10_relic
relíquia axi n8,axi_n8_relic
relíquia meso o5,meso_o5_relic
relíquia meso p8,meso_p8_relic
relíquia neo n21,neo_n21_relic
khora prime: chassi (diagrama),khora_prime_chassis_blueprint
keres duplas prime: conjunto,dual_keres_prime_set
relíquia axi k9,axi_k9_relic
hystrix prime: conjunto,hystrix_prime_set
relíquia axi g8,axi_g8_relic
relíquia meso h3,meso_h3_relic
keres duplas prime: cabo,dual_keres_prime_handle
khora prime: conjunto,khora_prime_set
khora prime (diagrama),khora_prime_blueprint
relíquia neo g4,neo_g4_relic
hystrix prime: receptor,hystrix_prime_receiver
relíquia neo d5,neo_d5_relic
relíquia lith k9,lith_k9_relic
relíquia axi k8,axi_k8_relic
vile discharge,vile_discharge
relíquia meso h2,meso_h2_relic
hystrix prime: cano,hystrix_prime_barrel
relíquia meso v7,meso_v7_relic
khora prime: neurovisor (diagrama),khora_prime_neuroptics_blueprint
keres duplas prime (diagrama),dual_keres_prime_blueprint
relíquia neo s15,neo_s15_relic
relíquia axi s12,axi_s12_relic
critical precision,critical_precision
khora prime: sistemas (diagrama),khora_prime_systems_blueprint
keres duplas prime: lâmina,dual_keres_prime_blade
peculiar audience,peculiar_audience
archon intensify,archon_intensify
relíquia lith n13,lith_n13_relic
relíquia neo z9,neo_z9_relic
archon continuity,archon_continuity
relíquia meso w2,meso_w2_relic
relíquia neo e3,neo_e3_relic
archon flow,archon_flow
archon vitality,archon_vitality
relíquia axi t9,axi_t9_relic
archon stretch,archon_stretch
relíquia lith s13,lith_s13_relic
relíquia lith h6,lith_h6_relic
tatsu prime: lâmina,tatsu_prime_blade
relíquia neo t6,neo_t6_relic
relíquia meso p10,meso_p10_relic
revenant prime: chassi (diagrama),revenant_prime_chassis_blueprint
revenant prime: sistemas (diagrama),revenant_prime_systems_blueprint
tatsu prime: conjunto,tatsu_prime_set
tatsu prime (diagrama),tatsu_prime_blueprint
relíquia meso n13,meso_n13_relic
revenant prime: conjunto,revenant_prime_set
phantasma prime: cano,phantasma_prime_barrel
relíquia lith p6,lith_p6_relic
revenant prime: neurovisor (diagrama),revenant_prime_neuroptics_blueprint
tatsu prime: cabo,tatsu_prime_handle
relíquia meso k4,meso_k4_relic
phantasma prime (diagrama),phantasma_prime_blueprint
phantasma prime: conjunto,phantasma_prime_set
relíquia lith h5,lith_h5_relic
relíquia axi t10,axi_t10_relic
phantasma prime: receptor,phantasma_prime_receiver
relíquia axi n9,axi_n9_relic
relíquia lith r2,lith_r2_relic
revenant prime (diagrama),revenant_prime_blueprint
relíquia meso p9,meso_p9_relic
relíquia lith s14,lith_s14_relic
phantasma prime: coronha,phantasma_prime_stock
relíquia lith b9,lith_b9_relic
relíquia axi a15,axi_a15_relic
relíquia axi s13,axi_s13_relic
relíquia neo s16,neo_s16_relic
relíquia neo i3,neo_i3_relic
relíquia meso o6,meso_o6_relic
vericres,vericres
voltagem conjugada,conjunction_voltage
congelamento (armas primárias),primary_frostbite
ascensão arcana,arcane_rise
perigale: conjunto,perigale_set
cena: destrutor de véus na floresta,veilbreak_forest_scene
perigale: coronha,perigale_stock
sarofang: lâmina,sarofang_blade
cena: usina de destruição de véus,veilbreak_factory_scene
cena: circulus da lua,lua_circulus_scene
bênção arcana,arcane_blessing
sarofang: cabo,sarofang_handle
sarofang: conjunto,sarofang_set
cena: destrutor de véus na murex,veilbreak_murex_scene
perigale: cano,perigale_barrel
perigale: receptor,perigale_receiver
relíquia lith g6,lith_g6_relic
relíquia axi s14,axi_s14_relic
relíquia meso t6,meso_t6_relic
relíquia neo c3,neo_c3_relic
baruuk prime: chassi (diagrama),baruuk_prime_chassis_blueprint
relíquia meso a4,meso_a4_relic
relíquia axi n10,axi_n10_relic
relíquia axi b5,axi_b5_relic
relíquia neo a8,neo_a8_relic
relíquia meso v8,meso_v8_relic
baruuk prime (diagrama),baruuk_prime_blueprint
relíquia neo k5,neo_k5_relic
relíquia meso k5,meso_k5_relic
relíquia lith v9,lith_v9_relic
relíquia lith b10,lith_b10_relic
relíquia neo a7,neo_a7_relic
relíquia axi g9,axi_g9_relic
baruuk prime: sistemas (diagrama),baruuk_prime_systems_blueprint
relíquia neo d6,neo_d6_relic
relíquia axi f1,axi_f1_relic
baruuk prime: neurovisor (diagrama),baruuk_prime_neuroptics_blueprint
relíquia meso r5,meso_r5_relic
relíquia lith a5,lith_a5_relic
baruuk prime: conjunto,baruuk_prime_set
relíquia lith h7,lith_h7_relic
cobra & crane prime: guarda,cobra_and_crane_prime_guard
afuris prime: cano,afuris_prime_barrel
afuris prime: conjunto,afuris_prime_set
afuris prime: conexão,afuris_prime_link
cobra & crane prime (diagrama),cobra_and_crane_prime_blueprint
afuris prime (diagrama),afuris_prime_blueprint
cobra & crane prime: lâmina,cobra_and_crane_prime_blade
cobra & crane prime: punho,cobra_and_crane_prime_hilt
cobra & crane prime: conjunto,cobra_and_crane_prime_set
afuris prime: receptor,afuris_prime_receiver
corufell: receptor,corufell_receiver
munições revestidas (armas primárias),primary_plated_round
vendaval estilhaçado,shattered_storm
corrente catódica,cathode_current
inabalabilidade arcana,arcane_steadfast
relíquia lith d5,lith_d5_relic
steflos: cano,steflos_barrel
steflos: coronha,steflos_stock
steflos: conjunto,steflos_set
corufell: conjunto,corufell_set
corufell: cabo,corufell_handle
relíquia lith p7,lith_p7_relic
evasão arcana,arcane_double_back
fraternidade (armas secundárias),secondary_kinship
steflos: receptor,steflos_receiver
merulina guardiã,merulina_guardian
escudo hipnotizante,mesmer_shield
relíquia neo r5,neo_r5_relic
sobrecarga (armas secundárias),secondary_encumber
relíquia neo a9,neo_a9_relic
relíquia meso l2,meso_l2_relic
relíquia axi m4,axi_m4_relic
cena: fábrica do último desejo da citrine,citrines_last_wish_factory_scene
corufell: cano,corufell_barrel
hildryn prime (diagrama),hildryn_prime_blueprint
hildryn prime: sistemas (diagrama),hildryn_prime_systems_blueprint
shade prime (diagrama),shade_prime_blueprint
hildryn prime: conjunto,hildryn_prime_set
shade prime: sistemas,shade_prime_systems
larkspur prime: conjunto,larkspur_prime_set
hildryn prime: neurovisor (diagrama),hildryn_prime_neuroptics_blueprint
larkspur prime: cano,larkspur_prime_barrel
shade prime: cérebro,shade_prime_cerebrum
shade prime: conjunto,shade_prime_set
larkspur prime: coronha,larkspur_prime_stock
hildryn prime: chassi (diagrama),hildryn_prime_chassis_blueprint
larkspur prime: receptor,larkspur_prime_receiver
shade prime: carapaça,shade_prime_carapace
larkspur prime (diagrama),larkspur_prime_blueprint
relíquia lith s15,lith_s15_relic
relíquia meso n14,meso_n14_relic
relíquia lith r3,lith_r3_relic
relíquia meso d7,meso_d7_relic
relíquia axi h6,axi_h6_relic
relíquia lith b11,lith_b11_relic
relíquia meso s12,meso_s12_relic
relíquia lith h8,lith_h8_relic
relíquia meso h4,meso_h4_relic
relíquia axi g10,axi_g10_relic
relíquia axi a16,axi_a16_relic
relíquia neo s17,neo_s17_relic
relíquia neo n22,neo_n22_relic
relíquia axi b6,axi_b6_relic
relíquia axi k11,axi_k11_relic
relíquia lith k10,lith_k10_relic
relíquia neo l2,neo_l2_relic
relíquia meso p11,meso_p11_relic
obstrução (armas primárias),primary_obstruct
intenção arcana,arcane_intention
calafrio (armas secundárias),secondary_shiver
relíquia lith v10,lith_v10_relic
relíquia meso p12,meso_p12_relic
artilheiro de arco longo,longbow_sharpshot
cena: região da cova astral,netherbarrow_region_scene
vendeta de escopeta,shotgun_vendetta
cena: ópera da cripta,undercroft_opera_scene
relíquia neo a10,neo_a10_relic
relíquia axi k12,axi_k12_relic
relíquia axi i3,axi_i3_relic
agressão do mago,magus_aggress
relíquia meso c7,meso_c7_relic
cena: parque da cripta,undercroft_park_scene
cena: povoado do castelo,castle_town_scene
cena: aldeias do continente,mainland_hamlets_scene
ceifador arcano,arcane_reaper
cena: dimensão superior,upperhaven_scene
mountain's edge,mountains_edge
cena: arena do orowyrm,orowyrm_arena_scene
euforia (armas primárias),primary_exhilarate
cinta: membro superior (diagrama),cinta_upper_limb_blueprint
cinta: empunhadura (diagrama),cinta_grip_blueprint
cinta: cordão (diagrama),cinta_string_blueprint
cinta: conjunto,cinta_set
cinta: membro inferior (diagrama),cinta_lower_limb_blueprint
cena: anfiteatro,amphitheater_scene
namaes,namaes
haav,haav
xiran,xiran
cena: caverna do teshin,teshins_cave_scene
seonn,seonn
cena: arquiporto,archarbor_scene
inaak,inaak
lenz prisma,prisma_lenz
sentient surge,sentient_surge
sentient barrage,sentient_barrage
empoderamento arcano,arcane_power_ramp
devastação (armas primárias),primary_blight
explosão (armas secundárias),secondary_outburst
disparo deslizante (pistolas duplas),akimbo_slip_shot
rauta: cano,rauta_barrel
rauta: conjunto,rauta_set
rauta: receptor,rauta_receiver
rauta: coronha,rauta_stock
relíquia neo l3,neo_l3_relic
relíquia meso c8,meso_c8_relic
wisp prime: chassi (diagrama),wisp_prime_chassis_blueprint
gunsen prime (diagrama),gunsen_prime_blueprint
gunsen prime: conjunto,gunsen_prime_set
fulmin prime (diagrama),fulmin_prime_blueprint
gunsen prime: cabo,gunsen_prime_handle
fulmin prime: cano,fulmin_prime_barrel
relíquia neo c4,neo_c4_relic
relíquia neo d7,neo_d7_relic
wisp prime: conjunto,wisp_prime_set
fulmin prime: conjunto,fulmin_prime_set
fulmin prime: coronha,fulmin_prime_stock
wisp prime: neurovisor (diagrama),wisp_prime_neuroptics_blueprint
relíquia neo f2,neo_f2_relic
relíquia neo n23,neo_n23_relic
relíquia lith h9,lith_h9_relic
relíquia meso g5,meso_g5_relic
defesa intrépida,intrepid_stand
relíquia axi w3,axi_w3_relic
gunsen prime: lâmina,gunsen_prime_blade
resistência de ulfrun,ulfruns_endurance
relíquia lith w3,lith_w3_relic
relíquia meso p13,meso_p13_relic
erosão temporal,temporal_erosion
wisp prime: sistemas (diagrama),wisp_prime_systems_blueprint
ceifação sombria,shadow_haze
fulmin prime: receptor,fulmin_prime_receiver
relíquia meso k6,meso_k6_relic
relíquia axi h7,axi_h7_relic
relíquia neo t7,neo_t7_relic
wisp prime (diagrama),wisp_prime_blueprint
eximus advantage,eximus_advantage
metamorphic magazine,metamorphic_magazine
cena: ilhota da plataforma,dais_cay_scene
cena: arredores da cripta,undercroft_outskirts_scene
cena: pequena ilhota,little_cay_scene
cena: ilhota da cratera,crater_cay_scene
cena: ilhas sinuosas,winding_isles_scene
cena: ilhota da bacia,basin_cay_scene
cena: acampamento dax da cripta,undercroft_dax_camp_scene
cena: povoado da cripta,undercroft_township_scene
cena: lunaro da cripta,undercroft_lunaro_scene
ohma prisma,prisma_ohma
relíquia lith l4,lith_l4_relic
cena: alojamento da cripta,undercroft_lodging_scene
relíquia axi d4,axi_d4_relic
relíquia meso f4,meso_f4_relic
relíquia neo b8,neo_b8_relic
relíquia lith m8,lith_m8_relic
relíquia lith o3,lith_o3_relic
