fr,slug
vitreospina,vitreospina
cryptosuctus,cryptosuctus
barbisteo,barbisteo
kymaeros,kymaeros
amniophysi,amniophysi
lobotriscide,lobotriscid
flagellocanthe,flagellocanth
glutinox,glutinox
myxostomata,myxostomata
duroïde,duroid
chondricord,chondricord
anguille charc,charc_eel
goopolla,goopolla
murkray,murkray
sharrac,sharrac
karkina,karkina
mawfish,mawfish
khut-khut,khut_khut
yogwun,yogwun
tralok,tralok
dipneuste mortus,mortus_lungfish
glappide,glappid
norg,norg
cuthol,cuthol
mirewinder,mirewinder
sapcaddy,sapcaddy
eye-eye,eye_eye
echowinder,echowinder
brickie,brickie
kriller,kriller
synathide,synathid
charamote,charamote
tromyzon,tromyzon
scrubber,scrubber
tink,tink
recaster,recaster
longwinder,longwinder
hémorragie,hemorrhage
auto omni,auto_omni
massacre votif,votive_onslaught
cordon,cordon
hémorragie interne,internal_bleeding
tir fortifiant,fortifying_fire
nautilus - cerveau,nautilus_cerebrum
nautilus (schéma),nautilus_blueprint
tirs protecteurs,protective_shots
passe pourpre,crimson_fugue
ogives perfides,scourging_warheads
tourment de worm,worms_torment
tir défensif,defensive_fire
matrice d'amélioration orgone,orgone_tuning_matrix
matrice indomptable,indomitable_matrix
nautilus - set,nautilus_set
matrice cuirassée,ironclad_matrix
tourment de granum,granums_nemesis
matrice d'assaut,onslaught_matrix
perturbateur d'ondes,waveband_disruptor
nautilus - carapace,nautilus_carapace
matrice de pillage,raider_matrix
éclat du phénix,phoenix_blaze
nautilus - systèmes,nautilus_systems
penta carmine - culasse,carmine_penta_receiver
penta carmine - crosse,carmine_penta_stock
penta carmine - canon,carmine_penta_barrel
penta carmine (schéma),carmine_penta_blueprint
penta carmine - set,carmine_penta_set
athodai (schéma),athodai_blueprint
athodai - canon,athodai_barrel
athodai - culasse,athodai_receiver
athodai - set,athodai_set
halikar wraith,halikar_wraith
épitaphe - culasse,epitaph_receiver
épitaphe - set,epitaph_set
épitaphe - canon,epitaph_barrel
épitaphe (schéma),epitaph_blueprint
scène des profondeurs de deimos,deimos_depths_scene
scène du cœur de deimos,deimos_heart_scene
scène de cénote de deimos,deimos_cenote_scene
scène de la crypte de deimos,deimos_crypt_scene
scène de l'hologramme du vaisseau infesté,infested_ship_hologram_scene
scène dans le froid là-bas,the_cold_below_scene
scène de l'abandon de deimos,deimos_forsaken_scene
scène de membrane de deimos,deimos_membrane_scene
scène des confins de deimos,deimos_verge_scene
relique axi g5,axi_g5_relic
relique neo k3,neo_k3_relic
relique neo z8,neo_z8_relic
relique meso r4,meso_r4_relic
relique lith c8,lith_c8_relic
relique lith t6,lith_t6_relic
scène de saturne six,saturn_six_scene
relique meso p5,meso_p5_relic
relique lith k6,lith_k6_relic
relique axi g6,axi_g6_relic
volnus prime - manche,volnus_prime_handle
volnus prime - tête,volnus_prime_head
relique neo t4,neo_t4_relic
relique meso t5,meso_t5_relic
relique meso z4,meso_z4_relic
relique neo v10,neo_v10_relic
gara prime (schéma),gara_prime_blueprint
volnus prime - set,volnus_prime_set
gara prime - set,gara_prime_set
gara prime - neuroptiques (schéma),gara_prime_neuroptics_blueprint
gara prime - systèmes (schéma),gara_prime_systems_blueprint
astilla prime (schéma),astilla_prime_blueprint
relique axi n7,axi_n7_relic
astilla prime - culasse,astilla_prime_receiver
astilla prime - canon,astilla_prime_barrel
astilla prime - set,astilla_prime_set
relique lith a4,lith_a4_relic
relique axi i1,axi_i1_relic
astilla prime - crosse,astilla_prime_stock
volnus prime (schéma),volnus_prime_blueprint
relique neo a5,neo_a5_relic
gara prime - châssis (schéma),gara_prime_chassis_blueprint
relique lith g4,lith_g4_relic
dispensaire de réparation,repair_dispensary
pompe tactique accrue,primed_tactical_pump
rafale de coups,airburst_rounds
relique neo d3,neo_d3_relic
fusion des réservoirs,fused_reservoir
portion copieuse,hearty_nourishment
relique axi t7,axi_t7_relic
machette prisma,prisma_machete
opticor vandal,opticor_vandal
enfer galvanisé,galvanized_hell
code malicieux,malicious_code
support cela (schéma),cela_bracket_blueprint
déni évasif,evasive_denial
diffusion galvanisée,galvanized_diffusion
miséricorde rapide,swift_mercy
stabilisateur wanz (schéma),wanz_stabilizer_blueprint
aptitude galvanisée,galvanized_aptitude
support zubb (schéma),zubb_bracket_blueprint
molosse hec (schéma),hec_hound_blueprint
viseur galvanisé,galvanized_scope
accélération galvanisée,galvanized_acceleration
drain de puissance,power_drain
contrepoids,counterbalance
stabilisateur hinta,hinta_stabilizer
audit de repo,repo_audit
réticule galvanisé,galvanized_crosshairs
cœur garmr (schéma),garmr_core_blueprint
programme ciblé,focused_prospectus
molosse dorma (schéma),dorma_hound_blueprint
réinitialisation complète,hard_reset
molosse bhaira (schéma),bhaira_hound_blueprint
tir galvanisé,galvanized_shot
déni réflexe,reflex_denial
cœur adlet (schéma),adlet_core_blueprint
programme aérien,aerial_prospectus
programme synergie,synergized_prospectus
stabilisateur frak (schéma),frak_stabilizer_blueprint
cœur raiju (schéma),raiju_core_blueprint
pare-feu,firewall
habileté galvanisée,galvanized_savvy
support urga (schéma),urga_bracket_blueprint
audit zéro,null_audit
oull,oull
déni diversifié,diversified_denial
audit d'équilibre,equilibrium_audit
chambre galvanisée,galvanized_chamber
geste de combat - nouveau loka,new_loka_combat_emote
geste de pilotage - céphalon suda,cephalon_suda_piloting_emote
plastron du voile rouge,red_veil_chest_piece
geste de pilotage - perrin,perrin_piloting_emote
plastron de suda,suda_chest_piece
geste de pilotage - arbitres,arbiters_piloting_emote
genouillères du voile rouge,red_veil_knee_guards
impitoyable - secondaire,secondary_merciless
impitoyable - principal,primary_merciless
plastron du méridien,meridian_chest_plate
armure du méridien,meridian_armor_set
brassards du méridien,meridian_arm_spurs
geste d'engagement - céphalon suda,cephalon_suda_gunnery_emote
grèves solaris,solaris_leg_spurs
genouillères du loka,lokan_knee_spurs
geste de combat - arbitres,arbiters_combat_emote
geste de combat - méridien d'acier,steel_meridian_combat_emote
geste de pilotage - méridien d'acier,steel_meridian_piloting_emote
dextérité - secondaire,secondary_dexterity
brassards du loka,lokan_arm_plates
grèves de suda,suda_leg_spurs
geste d'endurance - méridien d'acier,steel_meridian_endurance_emote
armure de perrin,perrin_armor_set
plastron ostron,ostron_chest_guard
geste d'endurance - céphalon suda,cephalon_suda_endurance_emote
grèves de perrin,perrin_leg_guards
plastron de hexis,hexis_chest_plate
brassards de suda,suda_arm_spurs
armure de suda,suda_armor_set
plastron de perrin,perrin_chest_piece
geste d'endurance - perrin,perrin_endurance_emote
brassards de hexis,hexis_arm_plates
plastron solaris,solaris_chest_marker
armure solaris,solaris_armor_set
geste de réparation - voile rouge,red_veil_engineering_emote
geste de réparation - nouveau loka,new_loka_engineering_emote
brassards du voile rouge,red_veil_arm_insignia
armure du loka,lokan_armor_set
geste de pilotage - nouveau loka,new_loka_piloting_emote
brassards solaris,solaris_arm_guards
geste de réparation - arbitres,arbiters_engineering_emote
armure ostron,ostron_armor_set
brassards de perrin,perrin_arm_guards
plastron du loka,lokan_chest_piece
éperons de hexis,hexis_spurs
geste de réparation - céphalon suda,cephalon_suda_engineering_emote
armure de hexis,hexis_armor_set
geste d'engagement - arbitres,arbiters_gunnery_emote
geste d'endurance - nouveau loka,new_loka_endurance_emote
geste d'endurance - arbitres,arbiters_endurance_emote
implacable - secondaire,secondary_deadhead
geste d'engagement - méridien d'acier,steel_meridian_gunnery_emote
grèves ostronnes,ostron_leg_guards
grèves du méridien,meridian_leg_spurs
brassards ostrons,ostron_arm_guards
geste de combat - céphalon suda,cephalon_suda_combat_emote
geste de pilotage - voile rouge,red_veil_piloting_emote
implacable - principal,primary_deadhead
armure du voile rouge,red_veil_armor_set
dextérité - principal,primary_dexterity
ambassadeur - canon,ambassador_barrel
ambassadeur - set,ambassador_set
ambassadeur - culasse,ambassador_receiver
ambassadeur - crosse,ambassador_stock
ambassadeur (schéma),ambassador_blueprint
nidus prime (schéma),nidus_prime_blueprint
relique meso b5,meso_b5_relic
relique neo n17,neo_n17_relic
strun prime - set,strun_prime_set
relique meso s10,meso_s10_relic
relique lith k7,lith_k7_relic
relique lith n8,lith_n8_relic
relique neo p3,neo_p3_relic
magnus prime - set,magnus_prime_set
mutation de chargeur accrue,primed_magazine_warp
relique axi m2,axi_m2_relic
nidus prime - set,nidus_prime_set
strun prime (schéma),strun_prime_blueprint
relique axi i2,axi_i2_relic
fête de la viande,butchers_revelry
magnus prime (schéma),magnus_prime_blueprint
relique lith n7,lith_n7_relic
strun prime - culasse,strun_prime_receiver
relique meso b6,meso_b6_relic
relique neo t5,neo_t5_relic
strun prime - canon,strun_prime_barrel
nidus prime - systèmes (schéma),nidus_prime_systems_blueprint
strun prime - crosse,strun_prime_stock
relique lith t7,lith_t7_relic
relique axi a14,axi_a14_relic
nidus prime - neuroptiques (schéma),nidus_prime_neuroptics_blueprint
nidus prime - châssis (schéma),nidus_prime_chassis_blueprint
magnus prime - culasse,magnus_prime_receiver
magnus prime - canon,magnus_prime_barrel
relique neo n16,neo_n16_relic
scie de goule - lame,ghoulsaw_blade_blueprint
scie de goule - prise,ghoulsaw_grip_blueprint
scie de goule - moteur,ghoulsaw_engine_blueprint
scie de goule - set,ghoulsaw_set
scie de goule - châssis,ghoulsaw_chassis_blueprint
scie de goule (schéma),ghoulsaw_blueprint
stock de balles accru,primed_ammo_stock
vastilok,vastilok
étreinte vampirique,vampiric_grasp
bénédiction du champion,champions_blessing
relique lith l3,lith_l3_relic
morsure rapide,swift_bite
relique meso b7,meso_b7_relic
relique meso p6,meso_p6_relic
relique neo a6,neo_a6_relic
relique neo h3,neo_h3_relic
relique lith r1,lith_r1_relic
les égarées implacables,the_relentless_lost
relique lith k8,lith_k8_relic
relique neo d4,neo_d4_relic
relique axi d3,axi_d3_relic
relique axi m3,axi_m3_relic
relique lith n9,lith_n9_relic
relique axi p4,axi_p4_relic
knell prime - set,knell_prime_set
mépris de boréal,boreals_contempt
angoisse de nira,niras_anguish
relique meso a3,meso_a3_relic
relique axi s9,axi_s9_relic
mépris d'amar,amars_contempt
scourge prime - lame,scourge_prime_blade
relique lith t8,lith_t8_relic
harrow prime (schéma),harrow_prime_blueprint
harrow prime - set,harrow_prime_set
relique meso g3,meso_g3_relic
relique meso i2,meso_i2_relic
angoisse d'amar,amars_anguish
haine de nira,niras_hatred
knell prime - canon,knell_prime_barrel
relique axi t8,axi_t8_relic
relique lith h3,lith_h3_relic
relique axi c7,axi_c7_relic
harrow prime - neuroptiques (schéma),harrow_prime_neuroptics_blueprint
scourge prime - canon,scourge_prime_barrel
knell prime (schéma),knell_prime_blueprint
haine de boréal,boreals_hatred
relique lith s11,lith_s11_relic
relique neo k4,neo_k4_relic
relique neo n18,neo_n18_relic
haine d'amar,amars_hatred
relique lith t9,lith_t9_relic
angoisse de boréal,boreals_anguish
harrow prime - châssis (schéma),harrow_prime_chassis_blueprint
scourge prime - set,scourge_prime_set
mépris de nira,niras_contempt
relique axi k6,axi_k6_relic
harrow prime - systèmes (schéma),harrow_prime_systems_blueprint
relique lith c9,lith_c9_relic
scourge prime - manche,scourge_prime_handle
knell prime - culasse,knell_prime_receiver
scourge prime (schéma),scourge_prime_blueprint
relique meso s11,meso_s11_relic
transfert thermique,thermal_transfer
relique neo p4,neo_p4_relic
gourmand,gourmand
scène de la salle du trône du praghasa,praghasa_throne_room_scene
lames déferlantes,surging_blades
froid mordant,biting_frost
relique lith n10,lith_n10_relic
mutation de fusil de sniper accrue,primed_sniper_ammo_mutation
garuda prime - châssis (schéma),garuda_prime_chassis_blueprint
corvas prime - set,corvas_prime_set
relique lith n11,lith_n11_relic
nagantaka prime - set,nagantaka_prime_set
relique axi k7,axi_k7_relic
relique lith s12,lith_s12_relic
corvas prime - canon,corvas_prime_barrel
corvas prime (schéma),corvas_prime_blueprint
nagantaka prime - culasse,nagantaka_prime_receiver
nagantaka prime (schéma),nagantaka_prime_blueprint
relique lith h4,lith_h4_relic
corvas prime - crosse,corvas_prime_stock
nagantaka prime - crosse,nagantaka_prime_stock
garuda prime - systèmes (schéma),garuda_prime_systems_blueprint
relique meso g4,meso_g4_relic
relique axi s11,axi_s11_relic
relique lith z3,lith_z3_relic
corvas prime - culasse,corvas_prime_receiver
relique axi s10,axi_s10_relic
relique lith g5,lith_g5_relic
relique meso p7,meso_p7_relic
relique lith n12,lith_n12_relic
nagantaka prime - canon,nagantaka_prime_barrel
garuda prime - set,garuda_prime_set
relique neo n20,neo_n20_relic
garuda prime - neuroptiques (schéma),garuda_prime_neuroptics_blueprint
relique meso n12,meso_n12_relic
relique axi g7,axi_g7_relic
relique neo c2,neo_c2_relic
relique neo m4,neo_m4_relic
garuda prime (schéma),garuda_prime_blueprint
scène chrysalithe du zariman,zariman_chrysalith_scene
scène engin reliquaire du zariman,zariman_reliquary_drive_scene
scène lunaro du zariman,zariman_lunaro_court_scene
dissipation d'émergence,emergence_dissipate
vigueur de mue,molt_vigor
bourrasque de l'aube,galeforce_dawn
scène soutes du zariman,zariman_cargo_bay_scene
scène cour d'école du zariman,zariman_schoolyard_scene
scène perchoir d'ange du zariman,zariman_angel_roost_scene
scène sérénité du zariman,zariman_serenity_levels_scene
renouveau d'émergence,emergence_renewed
scène dormizone du zariman,zariman_dormizone_scene
éradication éternelle,eternal_eradicate
scène legems du zariman,zariman_hall_of_legems_scene
scène prison du zariman,zariman_brig_scene
scène parc albrecht du zariman,zariman_albrecht_park_scene
efficacité de mue,molt_efficiency
sauveur d'émergence,emergence_savior
scène agri-zone du zariman,zariman_agri_zone_scene
scène docks du zariman,zariman_docking_bay_scene
exocharge cascadia,cascadia_overcharge
avantage de portée,range_advantage
rechargement de combat,combat_reload
scène habitation du zariman,zariman_habitation_zone_scene
scène amphithéâtre du zariman,zariman_amphitheatre_scene
laetum (schéma),laetum_blueprint
aeolak - culasse (schéma),aeolak_receiver_blueprint
hespar - manche (schéma),hespar_handle_blueprint
praedos (schéma),praedos_blueprint
aeolak - canon (schéma),aeolak_barrel_blueprint
aeolak - set,aeolak_set
hespar - set,hespar_set
hespar - lame (schéma),hespar_blade_blueprint
aeolak - crosse (schéma),aeolak_stock_blueprint
phenmor (schéma),phenmor_blueprint
assaut éternel,eternal_onslaught
scène nocturne de bataille d'eau,dog_days_night_scene
innodem (schéma),innodem_blueprint
felarx (schéma),felarx_blueprint
mue reconstruite,molt_reconstruct
mue augmentée,molt_augmented
parallax - set,parallax_set
logistique éternelle,eternal_logistics
parallax - avionique (schéma),parallax_avionics_blueprint
parallax - moteurs (schéma),parallax_engines_blueprint
parallax - fuselage (schéma),parallax_fuselage_blueprint
surcharge cascadia,cascadia_empowered
shade prisma - set,prisma_shade_set
réinitialisation fractalisée,fractalized_reset
flamme cascadia,cascadia_flare
laser à rafale prisma,prisma_burst_laser
précision cascadia,cascadia_accuracy
vulpaphyla nocturne (empreinte),crescent_vulpaphyla_imprint
vulpaphyla rusé (empreinte),sly_vulpaphyla_imprint
prédasite medjaÿ (empreinte),medjay_predasite_imprint
prédasite vizir (empreinte),vizier_predasite_imprint
vulpaphyla panzer (empreinte),panzer_vulpaphyla_imprint
prédasite pharaon (empreinte),pharaoh_predasite_imprint
hystrix prime (schéma),hystrix_prime_blueprint
relique axi k10,axi_k10_relic
relique axi n8,axi_n8_relic
relique meso o5,meso_o5_relic
relique meso p8,meso_p8_relic
relique neo n21,neo_n21_relic
khora prime - châssis (schéma),khora_prime_chassis_blueprint
doubles keres prime - set,dual_keres_prime_set
relique axi k9,axi_k9_relic
hystrix prime - set,hystrix_prime_set
relique axi g8,axi_g8_relic
relique meso h3,meso_h3_relic
doubles keres prime - manche,dual_keres_prime_handle
khora prime - set,khora_prime_set
khora prime (schéma),khora_prime_blueprint
relique neo g4,neo_g4_relic
hystrix prime - culasse,hystrix_prime_receiver
relique neo d5,neo_d5_relic
relique lith k9,lith_k9_relic
relique axi k8,axi_k8_relic
ignoble décharge,vile_discharge
relique meso h2,meso_h2_relic
hystrix prime - canon,hystrix_prime_barrel
relique meso v7,meso_v7_relic
khora prime - neuroptiques (schéma),khora_prime_neuroptics_blueprint
doubles keres prime (schéma),dual_keres_prime_blueprint
relique neo s15,neo_s15_relic
relique axi s12,axi_s12_relic
précision critique,critical_precision
khora prime - systèmes (schéma),khora_prime_systems_blueprint
doubles keres prime - lame,dual_keres_prime_blade
public atypique,peculiar_audience
intensité archonte,archon_intensify
relique lith n13,lith_n13_relic
relique neo z9,neo_z9_relic
continuité archonte,archon_continuity
relique meso w2,meso_w2_relic
relique neo e3,neo_e3_relic
flux archonte,archon_flow
vitalité archonte,archon_vitality
relique axi t9,axi_t9_relic
allonge archonte,archon_stretch
relique lith s13,lith_s13_relic
relique lith h6,lith_h6_relic
tatsu prime - lame,tatsu_prime_blade
relique neo t6,neo_t6_relic
relique meso p10,meso_p10_relic
revenant prime - châssis (schéma),revenant_prime_chassis_blueprint
revenant prime - systèmes (schéma),revenant_prime_systems_blueprint
tatsu prime - set,tatsu_prime_set
tatsu prime (schéma),tatsu_prime_blueprint
relique meso n13,meso_n13_relic
revenant prime - set,revenant_prime_set
phantasma prime - canon,phantasma_prime_barrel
relique lith p6,lith_p6_relic
revenant prime - neuroptiques (schéma),revenant_prime_neuroptics_blueprint
tatsu prime - garde,tatsu_prime_handle
relique meso k4,meso_k4_relic
phantasma prime (schéma),phantasma_prime_blueprint
phantasma prime - set,phantasma_prime_set
relique lith h5,lith_h5_relic
relique axi t10,axi_t10_relic
phantasma prime - culasse,phantasma_prime_receiver
relique axi n9,axi_n9_relic
relique lith r2,lith_r2_relic
revenant prime (schéma),revenant_prime_blueprint
relique meso p9,meso_p9_relic
relique lith s14,lith_s14_relic
phantasma prime - crosse,phantasma_prime_stock
relique lith b9,lith_b9_relic
relique axi a15,axi_a15_relic
relique axi s13,axi_s13_relic
relique neo s16,neo_s16_relic
relique neo i3,neo_i3_relic
relique meso o6,meso_o6_relic
vericres,vericres
tension de conjonction,conjunction_voltage
engelure principale,primary_frostbite
arcane ascension,arcane_rise
perigale - set,perigale_set
scène forêt brise-voile,veilbreak_forest_scene
perigale - crosse,perigale_stock
sarofang - lame,sarofang_blade
scène usine brise-voile,veilbreak_factory_scene
scène du circulus de lua,lua_circulus_scene
arcane bénédiction,arcane_blessing
sarofang - manche,sarofang_handle
sarofang - set,sarofang_set
scène murex brise-voile,veilbreak_murex_scene
perigale - canon,perigale_barrel
perigale - culasse,perigale_receiver
relique lith g6,lith_g6_relic
relique axi s14,axi_s14_relic
relique meso t6,meso_t6_relic
relique neo c3,neo_c3_relic
baruuk prime - châssis (schéma),baruuk_prime_chassis_blueprint
relique meso a4,meso_a4_relic
relique axi n10,axi_n10_relic
relique axi b5,axi_b5_relic
relique neo a8,neo_a8_relic
relique meso v8,meso_v8_relic
baruuk prime (schéma),baruuk_prime_blueprint
relique neo k5,neo_k5_relic
relique meso k5,meso_k5_relic
relique lith v9,lith_v9_relic
relique lith b10,lith_b10_relic
relique neo a7,neo_a7_relic
relique axi g9,axi_g9_relic
baruuk prime - systèmes (schéma),baruuk_prime_systems_blueprint
relique neo d6,neo_d6_relic
relique axi f1,axi_f1_relic
baruuk prime - neuroptiques (schéma),baruuk_prime_neuroptics_blueprint
relique meso r5,meso_r5_relic
relique lith a5,lith_a5_relic
baruuk prime - set,baruuk_prime_set
relique lith h7,lith_h7_relic
cobra & crane prime - quillon,cobra_and_crane_prime_guard
afuris prime - canon,afuris_prime_barrel
afuris prime - set,afuris_prime_set
afuris prime - lien,afuris_prime_link
cobra & crane prime (schéma),cobra_and_crane_prime_blueprint
afuris prime (schéma),afuris_prime_blueprint
cobra & crane prime - lame,cobra_and_crane_prime_blade
cobra & crane prime - garde,cobra_and_crane_prime_hilt
cobra & crane prime - set,cobra_and_crane_prime_set
afuris prime - culasse,afuris_prime_receiver
corufell - culasse,corufell_receiver
balle blindée - principale,primary_plated_round
tempête cassante,shattered_storm
courant cathodique,cathode_current
arcane inébranlable,arcane_steadfast
relique lith d5,lith_d5_relic
steflos - canon,steflos_barrel
steflos - crosse,steflos_stock
steflos - set,steflos_set
corufell - set,corufell_set
corufell - poignée,corufell_handle
relique lith p7,lith_p7_relic
arcane repli,arcane_double_back
parenté secondaire,secondary_kinship
steflos - culasse,steflos_receiver
gardien de méruline,merulina_guardian
linceul protecteur,mesmer_shield
relique neo r5,neo_r5_relic
effet secondaire,secondary_encumber
relique neo a9,neo_a9_relic
relique meso l2,meso_l2_relic
relique axi m4,axi_m4_relic
scène usine de la dernière volonté de citrine,citrines_last_wish_factory_scene
corufell - canon,corufell_barrel
hildryn prime (schéma),hildryn_prime_blueprint
hildryn prime - systèmes (schéma),hildryn_prime_systems_blueprint
shade prime (schéma),shade_prime_blueprint
hildryn prime - set,hildryn_prime_set
shade prime - systèmes,shade_prime_systems
larkspur prime - set,larkspur_prime_set
hildryn prime - neuroptiques (schéma),hildryn_prime_neuroptics_blueprint
larkspur prime - canon,larkspur_prime_barrel
shade prime - cerveau,shade_prime_cerebrum
shade prime - set,shade_prime_set
larkspur prime - crosse,larkspur_prime_stock
hildryn prime - châssis (schéma),hildryn_prime_chassis_blueprint
larkspur prime - culasse,larkspur_prime_receiver
shade prime - carapace,shade_prime_carapace
larkspur prime (schéma),larkspur_prime_blueprint
relique lith s15,lith_s15_relic
relique meso n14,meso_n14_relic
relique lith r3,lith_r3_relic
relique meso d7,meso_d7_relic
relique axi h6,axi_h6_relic
relique lith b11,lith_b11_relic
relique meso s12,meso_s12_relic
relique lith h8,lith_h8_relic
relique meso h4,meso_h4_relic
relique axi g10,axi_g10_relic
relique axi a16,axi_a16_relic
relique neo s17,neo_s17_relic
relique neo n22,neo_n22_relic
relique axi b6,axi_b6_relic
relique axi k11,axi_k11_relic
relique lith k10,lith_k10_relic
relique neo l2,neo_l2_relic
relique meso p11,meso_p11_relic
obstruction - principal,primary_obstruct
arcane intention,arcane_intention
frisson - secondaire,secondary_shiver
relique lith v10,lith_v10_relic
relique meso p12,meso_p12_relic
arc de précision,longbow_sharpshot
scène région du cairn austral,netherbarrow_region_scene
vendetta au fusil,shotgun_vendetta
scène opéra de l'hypogée,undercroft_opera_scene
relique neo a10,neo_a10_relic
relique axi k12,axi_k12_relic
relique axi i3,axi_i3_relic
magus agression,magus_aggress
relique meso c7,meso_c7_relic
scène parc de l'hypogée,undercroft_park_scene
scène ville-en-bourg,castle_town_scene
scène hameaux du continent,mainland_hamlets_scene
arcane faucheur,arcane_reaper
scène repaire de la butte,upperhaven_scene
falaise rocheuse,mountains_edge
scène arène de l'orowyrm,orowyrm_arena_scene
euphorie - principal,primary_exhilarate
cinta - partie supérieure (schéma),cinta_upper_limb_blueprint
cinta - prise (schéma),cinta_grip_blueprint
cinta - corde (schéma),cinta_string_blueprint
cinta - set,cinta_set
cinta - partie inférieure (schéma),cinta_lower_limb_blueprint
scène amphithéâtre,amphitheater_scene
namaes,namaes
haav,haav
xiran,xiran
scène grotte de teshin,teshins_cave_scene
seonn,seonn
scène archarbor,archarbor_scene
inaak,inaak
lenz prisma,prisma_lenz
surtension sentient,sentient_surge
barrage sentient,sentient_barrage
arcane regain de puissance,arcane_power_ramp
dégradation principale,primary_blight
explosion secondaire,secondary_outburst
tir glissé akimbo,akimbo_slip_shot
rauta - canon,rauta_barrel
rauta - set,rauta_set
rauta - culasse,rauta_receiver
rauta - crosse,rauta_stock
relique neo l3,neo_l3_relic
relique meso c8,meso_c8_relic
wisp prime - châssis (schéma),wisp_prime_chassis_blueprint
gunsen prime (schéma),gunsen_prime_blueprint
gunsen prime - set,gunsen_prime_set
fulmin prime (schéma),fulmin_prime_blueprint
gunsen prime - manche,gunsen_prime_handle
fulmin prime - canon,fulmin_prime_barrel
relique neo c4,neo_c4_relic
relique neo d7,neo_d7_relic
wisp prime - set,wisp_prime_set
fulmin prime - set,fulmin_prime_set
fulmin prime - crosse,fulmin_prime_stock
wisp prime - neuroptiques (schéma),wisp_prime_neuroptics_blueprint
relique neo f2,neo_f2_relic
relique neo n23,neo_n23_relic
relique lith h9,lith_h9_relic
relique meso g5,meso_g5_relic
combat intrépide,intrepid_stand
relique axi w3,axi_w3_relic
gunsen prime - lame,gunsen_prime_blade
endurance d'ulfrun,ulfruns_endurance
relique lith w3,lith_w3_relic
relique meso p13,meso_p13_relic
érosion temporelle,temporal_erosion
wisp prime - systèmes (schéma),wisp_prime_systems_blueprint
ombre fantôme,shadow_haze
fulmin prime - culasse,fulmin_prime_receiver
relique meso k6,meso_k6_relic
relique axi h7,axi_h7_relic
relique neo t7,neo_t7_relic
wisp prime (schéma),wisp_prime_blueprint
avantage eximus,eximus_advantage
chargeur métamorphique,metamorphic_magazine
scène de l'estrade,dais_cay_scene
scène périphérie de l'hypogée,undercroft_outskirts_scene
scène de petite île,little_cay_scene
scène du cratère,crater_cay_scene
scène des îles sinueuses,winding_isles_scene
scène de bassin,basin_cay_scene
scène du camp dax de l'hypogée,undercroft_dax_camp_scene
scène canton de l'hypogée,undercroft_township_scene
scène lunaro de l'hypogée,undercroft_lunaro_scene
ohma prisma,prisma_ohma
relique lith l4,lith_l4_relic
scène habitation de l'hypogée,undercroft_lodging_scene
relique axi d4,axi_d4_relic
relique meso f4,meso_f4_relic
relique neo b8,neo_b8_relic
relique lith m8,lith_m8_relic
relique lith o3,lith_o3_relic
relique lith g7,lith_g7_relic
relique meso n15,meso_n15_relic
relique meso z5,meso_z5_relic
relique axi p5,axi_p5_relic
relique axi a17,axi_a17_relic
relique axi l6,axi_l6_relic
relique axi g12,axi_g12_relic
relique axi g11,axi_g11_relic
relique neo d8,neo_d8_relic
relique neo k7,neo_k7_relic
relique neo k6,neo_k6_relic
relique neo s18,neo_s18_relic
relique neo z10,neo_z10_relic
relique meso w3,meso_w3_relic
relique meso c9,meso_c9_relic
relique meso p14,meso_p14_relic
relique meso b8,meso_b8_relic
relique meso m4,meso_m4_relic
relique lith n14,lith_n14_relic
relique lith t10,lith_t10_relic
relique lith c10,lith_c10_relic
relique lith r4,lith_r4_relic
relique lith g8,lith_g8_relic
grendel prime - set,grendel_prime_set
grendel prime (schéma),grendel_prime_blueprint
grendel prime - neuroptiques (schéma),grendel_prime_neuroptics_blueprint
grendel prime - châssis (schéma),grendel_prime_chassis_blueprint
grendel prime - systèmes (schéma),grendel_prime_systems_blueprint
masseter prime - set,masseter_prime_set
masseter prime (schéma),masseter_prime_blueprint
masseter prime - lame,masseter_prime_blade
masseter prime - poignée,masseter_prime_handle
zylok prime - set,zylok_prime_set
zylok prime (schéma),zylok_prime_blueprint
zylok prime - canon,zylok_prime_barrel
zylok prime - culasse,zylok_prime_receiver
boucliers catalysants,catalyzing_shields
lien astral,astral_bond
lien duplex,duplex_bond
lien tenace,tenacious_bond
lien tandem,tandem_bond
lien contagieux,contagious_bond
lien mystique,mystic_bond
lien secret,covert_bond
lien revigorant,restorative_bond
lien capital,momentous_bond
lien aérien,aerial_bond
lien multiple,manifold_bond
lien vicieux,vicious_bond
lien sismique,seismic_bond
lien renforcé,reinforced_bond
balise abyssale,abyssal_beacon
gotva prime,gotva_prime
relique neo t8,neo_t8_relic
scène des archives d'albrecht,albrecht’s_archive_scene
scène du bureau d'albrecht,albrecht’s_bureau_scene
scène sanctum anatomica,sanctum_anatomica_scene
scène de gorge fragmentée,fragmented_gorge_scene
scène fabrica anatomica,fabrica_anatomica_scene
nexus d'énergie,energy_nexus
intensification de précision,precision_intensify
purifie-murmures,cleanse_the_murmur
retombée atomique,atomic_fallout
contagion frissonnante,shivering_contagion
fléau des murmures,bane_of_the_murmur
variante volatile,volatile_variant
rechargement radioactif,radiated_reload
expulse-murmure,expel_the_murmur
mutation critique,critical_mutation
isotope accéléré,accelerated_isotope
radon concentré,focus_radon
acier préparé,ready_steel
